id_season,team_id,season_name,country,championship_name,team_code,team_logo,attacking_overall__played,attacking_overall__goals,attacking_overall__xg,attacking_overall__goals_vs_xg,attacking_overall__shots,attacking_overall__sot,attacking_overall__conv_pct,attacking_overall__xg_per_shot,attacking_set_pieces__goals,attacking_set_pieces__shots,attacking_set_pieces__xg,attacking_set_pieces__goal_pct,attacking_set_pieces__shot_pct,attacking_set_pieces__xg_pct,attacking_misc__touches_in_box,attacking_misc__hit_post,attacking_misc__offsides,attacking_misc__penalties__total,attacking_misc__penalties__goals,attacking_misc__free_kicks__total,attacking_misc__free_kicks__goals,attacking_misc__headers__total,attacking_misc__headers__goals,attacking_misc__fast_breaks__total,attacking_misc__fast_breaks__goals,passing__avg_poss,passing__all_passes__pct,passing__final_third_passes__successful,passing__final_third_passes__pct,passing__pass_direction__fwd,passing__pass_direction__bwd,passing__pass_direction__left,passing__pass_direction__right,passing__crosses__total,passing__crosses__successful,passing__crosses__pct,passing__through_balls,pressing__pressed_seqs,pressing__ppda,pressing__start_distance_m,pressing__total,pressing__high_turnovers__shot_ending,pressing__high_turnovers__goal_ending,pressing__high_turnovers__pct_end_in_shot,sequences__ten_plus_passes,sequences__direct_speed,sequences__passes_per_seq,sequences__sequence_time,sequences__build_ups__total,sequences__build_ups__goals,sequences__direct_attacks__total,sequences__direct_attacks__goals,misc.__subs_used,misc.__subs_goals,misc.__errors_lead_to_shot,misc.__errors_lead_to_goal,misc.__fouled,misc.__yellows,misc.__reds,misc.__pens_won,misc.__fouls,misc.__opp_yellows,misc.__opp_reds,misc.__pens_conceded,defending_overall__goals,defending_overall__xg,defending_overall__goals_vs_xg,defending_overall__shots,defending_overall__sot,defending_overall__conv_pct,defending_overall__xg_per_shot,defending_overall__shots_in_box_pct,defending_overall__goals_in_box_pct,defending_set_pieces__goals,defending_set_pieces__shots,defending_set_pieces__xg,defending_set_pieces__goal_pct,defending_set_pieces__shot_pct,defending_set_pieces__xg_pct,defending_defensive_actions__avg_poss,defending_defensive_actions__tackles,defending_defensive_actions__interceptions,defending_defensive_actions__recoveries,defending_defensive_actions__blocks,defending_defensive_actions__clearances,defending_defensive_actions__ground_duels_won,defending_defensive_actions__aerial_duels_won,defending_misc__touches_in_box,defending_misc__hit_post,defending_misc__offsides,defending_misc__penalties__total,defending_misc__penalties__goals,defending_misc__free_kicks__total,defending_misc__free_kicks__goals,defending_misc__headers__total,defending_misc__headers__goals,defending_misc__fast_breaks__total,defending_misc__fast_breaks__goals,% Estimated,Annual Wages,Weekly Wages
1,429,2025/26,France,Ligue 1,Lille,https://omo.akamai.opta.net/image.php?secure=true&h=omo.akamai.opta.net&sport=football&entity=team&description=badges&dimensions=150&id=be2k34rut1lz79jxenabttqlc,6,2.17,2.27,-0.1,16.5,4.83,13.13,0.14,0.17,5.0,0.3,7.69,30.3,13.25,33.17,0.33,1.5,0.33,0.17,0.33,0.0,2.33,0.17,1.33,0.17,58.3,84.7,100.17,72.8,31.1,15.5,26.2,27.3,14.67,2.67,18.2,2.33,13.67,8.6,46.5,6.83,0.5,0.17,7.32,12.0,1.81,3.93,10.59,2.33,0.17,1.83,0.0,4.33,0.83,1.33,0.33,14.17,2.33,0.0,0.33,12.67,2.67,0.17,0.17,1.5,1.61,-0.11,9.83,3.33,15.25,0.16,69.49,100.0,0.5,2.5,0.31,33.33,25.42,19.19,58.3,14,10,45,2,19,50.0,58.0,16.17,0.17,1.83,0.17,0.0,0.17,0.0,1.5,0.33,1.0,0.0,96%,21480000.0,413077.0
1,142,2025/26,France,Ligue 1,Lens,https://omo.akamai.opta.net/image.php?secure=true&h=omo.akamai.opta.net&sport=football&entity=team&description=badges&dimensions=150&id=3xedluek08t2ka7oypwuullcn,6,1.33,2.03,-0.7,15.5,4.83,8.6,0.13,0.33,4.67,0.51,25.0,30.11,25.13,30.0,0.17,1.83,0.33,0.33,0.5,0.0,2.5,0.0,1.5,0.0,44.8,82.4,80.67,74.6,32.5,14.8,26.3,26.4,14.0,3.0,21.4,1.17,11.33,12.9,42.6,8.0,1.33,0.17,16.67,7.17,2.18,3.16,8.06,1.0,0.17,2.17,0.0,4.33,0.17,0.5,0.17,13.17,1.67,0.17,0.33,11.5,2.67,0.17,0.0,0.83,1.42,-0.59,13.83,3.67,6.02,0.1,66.27,60.0,0.17,4.0,0.2,20.0,28.92,14.12,44.8,20,12,53,5,24,54.5,45.9,28.0,0.5,0.83,0.0,0.0,0.33,0.0,1.83,0.0,0.83,0.0,100%,10220000.0,196538.0
1,146,2025/26,France,Ligue 1,Monaco,https://omo.akamai.opta.net/image.php?secure=true&h=omo.akamai.opta.net&sport=football&entity=team&description=badges&dimensions=150&id=4t4hod56fsj7utpjdor8so5q6,6,2.33,1.8,0.54,10.83,3.17,21.54,0.17,0.17,2.83,0.23,7.14,26.15,12.48,24.33,0.33,2.33,0.17,0.17,0.5,0.0,2.5,0.67,0.83,0.17,55.0,85.7,97.83,72.3,28.4,16.4,28.4,26.8,13.5,2.83,21.0,1.17,13.83,8.6,45.8,10.33,1.5,0.17,14.52,16.0,1.79,4.05,10.56,2.67,0.0,0.67,0.17,4.83,1.0,0.67,0.0,9.5,2.0,0.17,0.17,12.67,1.0,0.33,0.5,1.67,1.66,0.01,12.5,3.67,13.33,0.13,62.67,90.0,0.17,3.33,0.25,10.0,26.67,14.89,55.0,17,10,50,4,19,44.2,50.4,22.0,0.17,0.83,0.5,0.33,0.17,0.0,1.0,0.0,0.67,0.0,76%,45090000.0,867115.0
1,144,2025/26,France,Ligue 1,Marseille,https://omo.akamai.opta.net/image.php?secure=true&h=omo.akamai.opta.net&sport=football&entity=team&description=badges&dimensions=150&id=27xvwccz8kpmqsefjv2b2sc0o,6,2.0,1.79,0.21,13.33,4.83,15.0,0.13,0.5,3.83,0.35,25.0,28.75,19.39,25.17,0.83,1.0,0.5,0.33,0.17,0.0,3.0,0.17,0.83,0.0,56.5,89.0,138.83,81.0,28.2,14.9,28.1,28.8,13.17,2.67,20.3,2.17,11.67,12.7,45.8,9.0,2.5,0.33,27.78,16.17,1.55,5.08,13.55,4.83,0.17,2.33,0.0,4.67,0.33,0.67,0.0,10.0,2.67,0.17,0.5,12.67,1.5,0.33,0.0,0.83,1.18,-0.35,10.5,3.67,7.94,0.11,63.49,100.0,0.0,2.33,0.13,0.0,22.22,11.1,56.5,14,5,39,3,18,49.3,58.3,15.5,0.33,1.67,0.0,0.0,0.67,0.0,1.5,0.0,0.83,0.0,83%,65120000.0,1252308.0
1,143,2025/26,France,Ligue 1,Lyon,https://omo.akamai.opta.net/image.php?secure=true&h=omo.akamai.opta.net&sport=football&entity=team&description=badges&dimensions=150&id=121le8unjfzug3iu9pgkqa1c7,6,1.33,1.76,-0.43,11.83,4.83,11.27,0.15,0.33,3.0,0.3,25.0,25.35,16.96,22.83,0.5,0.83,0.0,0.0,0.33,0.0,2.67,0.33,0.83,0.0,53.2,86.8,78.5,74.5,30.0,15.5,28.2,26.4,11.33,2.5,22.1,2.17,8.83,10.6,40.1,3.83,1.0,0.0,26.09,12.33,1.67,4.37,12.14,2.67,0.0,1.0,0.0,3.83,0.33,0.83,0.0,13.33,2.17,0.17,0.0,16.33,2.33,0.17,0.0,0.5,1.26,-0.76,13.5,3.17,3.7,0.09,62.96,100.0,0.17,3.17,0.33,33.33,23.46,26.37,53.2,14,8,39,6,24,48.8,52.9,26.17,0.0,2.33,0.0,0.0,0.33,0.0,1.67,0.17,0.33,0.0,92%,26140000.0,502692.0
1,862,2025/26,France,Ligue 1,Brest,https://omo.akamai.opta.net/image.php?secure=true&h=omo.akamai.opta.net&sport=football&entity=team&description=badges&dimensions=150&id=3adj8hkws0z1al232bg2h6tk0,6,1.83,1.7,0.13,14.0,4.17,13.1,0.12,0.33,5.83,0.37,18.18,41.67,21.63,19.0,0.33,1.17,0.33,0.33,0.33,0.0,3.5,0.0,0.67,0.17,43.0,76.7,55.83,58.4,35.9,16.8,22.5,24.8,9.17,2.83,30.9,1.67,10.83,12.1,42.0,8.5,1.17,0.17,13.72,6.17,1.54,2.93,8.18,0.5,0.0,0.67,0.17,3.83,0.17,0.5,0.5,10.0,1.33,0.17,0.33,11.33,1.5,0.17,0.17,1.83,1.88,-0.04,14.17,4.83,12.94,0.13,78.82,100.0,0.33,4.83,0.41,18.18,34.12,21.73,43.0,20,9,51,5,25,48.4,55.2,28.0,0.17,1.83,0.17,0.17,0.33,0.0,3.5,0.0,0.5,0.0,100%,11490000.0,220962.0
1,2338,2025/26,France,Ligue 1,Paris FC,https://omo.akamai.opta.net/image.php?secure=true&h=omo.akamai.opta.net&sport=football&entity=team&description=badges&dimensions=150&id=8v00fx2zwhiwm05tqqkt122p5,6,1.67,1.7,-0.03,14.5,5.5,11.49,0.12,0.0,2.33,0.16,0.0,16.09,9.56,24.5,0.33,1.33,0.33,0.33,0.17,0.0,1.83,0.17,1.17,0.17,54.9,87.7,89.0,75.8,30.8,16.8,25.8,26.6,13.67,2.67,19.5,1.83,10.67,17.6,42.7,6.17,1.83,0.0,29.73,14.17,1.72,4.53,12.11,3.0,0.33,1.5,0.17,5.0,0.5,1.0,0.83,10.17,1.17,0.17,0.33,9.67,1.67,0.33,0.5,2.17,1.92,0.24,12.5,4.67,17.33,0.15,70.67,92.31,0.5,4.5,0.48,23.08,36.0,24.79,54.9,14,7,45,4,24,51.1,43.5,22.5,0.17,1.17,0.5,0.33,0.33,0.0,2.0,0.17,0.5,0.17,100%,7720000.0,148462.0
1,149,2025/26,France,Ligue 1,Paris S-G,https://omo.akamai.opta.net/image.php?secure=true&h=omo.akamai.opta.net&sport=football&entity=team&description=badges&dimensions=150&id=2b3mar72yy8d6uvat1ka6tn3r,6,2.0,1.57,0.43,15.5,5.83,12.9,0.1,0.83,3.33,0.35,41.67,21.51,22.38,31.83,0.5,0.67,0.5,0.33,1.0,0.0,1.67,0.17,0.33,0.0,72.1,92.3,212.67,86.0,24.5,16.3,29.5,29.8,9.17,1.67,18.2,1.83,16.33,8.3,48.7,12.83,2.5,0.17,19.48,28.5,1.44,6.53,18.35,6.0,0.0,1.5,0.0,4.33,0.0,0.33,0.17,8.83,0.67,0.0,0.5,8.5,1.5,0.0,0.17,0.67,0.94,-0.27,9.0,2.17,7.41,0.1,62.96,75.0,0.17,3.0,0.24,25.0,33.33,25.89,72.1,17,6,52,3,13,47.1,47.7,15.5,0.33,1.33,0.17,0.0,0.17,0.0,1.33,0.0,0.83,0.0,42%,157940000.0,3037308.0
1,427,2025/26,France,Ligue 1,Toulouse,https://omo.akamai.opta.net/image.php?secure=true&h=omo.akamai.opta.net&sport=football&entity=team&description=badges&dimensions=150&id=4aghw9tyi8ba3ju1ne83gmf9w,6,1.5,1.56,-0.06,12.0,4.17,12.5,0.13,0.17,4.0,0.27,11.11,33.33,17.26,26.17,0.33,1.33,0.5,0.17,0.17,0.0,3.67,0.17,1.17,0.0,41.8,82.1,60.83,65.0,34.3,13.0,26.3,26.4,11.0,2.33,21.2,2.0,9.83,13.9,43.2,7.67,0.67,0.0,8.7,6.83,2.0,3.06,8.58,1.0,0.0,1.67,0.17,4.67,0.33,0.33,0.0,10.67,2.67,0.17,0.5,12.5,1.5,0.17,0.5,1.83,1.46,0.37,13.33,3.33,13.75,0.11,61.25,90.91,0.5,4.83,0.34,27.27,36.25,22.94,41.8,18,8,48,6,29,49.7,54.3,25.67,0.17,0.67,0.5,0.5,0.5,0.0,3.0,0.17,0.83,0.0,100%,8220000.0,158077.0
1,694,2025/26,France,Ligue 1,Lorient,https://omo.akamai.opta.net/image.php?secure=true&h=omo.akamai.opta.net&sport=football&entity=team&description=badges&dimensions=150&id=70nn27vgkt6l48lvv5e66q7ww,6,1.5,1.54,-0.04,12.17,4.17,12.33,0.13,0.5,3.83,0.27,33.33,31.51,17.62,23.0,0.17,1.5,0.17,0.0,0.33,0.0,1.83,0.17,1.0,0.0,43.8,85.0,81.0,75.3,32.6,16.9,24.6,26.0,11.0,1.67,15.2,1.67,7.0,17.9,40.6,5.67,0.83,0.17,14.71,8.5,1.8,3.7,10.14,2.33,0.0,1.17,0.0,4.5,0.67,0.5,0.17,14.17,3.5,0.17,0.17,11.5,2.17,0.5,0.67,2.33,1.78,0.56,10.67,4.5,21.88,0.17,64.06,71.43,0.5,3.33,0.43,21.43,31.25,24.15,43.8,13,10,43,3,24,52.1,39.7,20.5,0.67,1.0,0.67,0.33,0.0,0.0,2.67,0.33,0.83,0.17,100%,10020000.0,192692.0
1,153,2025/26,France,Ligue 1,Strasbourg,https://omo.akamai.opta.net/image.php?secure=true&h=omo.akamai.opta.net&sport=football&entity=team&description=badges&dimensions=150&id=71ajatxnuhc5cnm3xvgdky49w,6,1.5,1.52,-0.02,10.33,4.0,14.52,0.15,0.17,3.0,0.2,11.11,29.03,13.31,19.83,0.17,1.83,0.33,0.33,0.67,0.0,2.33,0.5,0.83,0.17,49.4,86.6,75.67,70.5,30.8,15.4,28.2,25.7,11.83,2.33,19.7,2.17,13.0,11.9,44.0,9.5,0.67,0.0,7.02,10.67,1.65,3.85,10.42,2.17,0.5,1.33,0.0,4.67,0.83,0.83,0.17,13.0,2.0,0.33,0.33,10.67,2.17,0.0,0.0,1.17,1.16,0.01,11.17,3.67,10.45,0.1,68.66,100.0,0.0,2.5,0.14,0.0,22.39,12.19,49.4,18,5,49,3,24,49.6,49.1,22.17,0.0,1.83,0.0,0.0,0.33,0.0,2.33,0.33,0.83,0.17,100%,9810000.0,188654.0
1,141,2025/26,France,Ligue 1,Le Havre,https://omo.akamai.opta.net/image.php?secure=true&h=omo.akamai.opta.net&sport=football&entity=team&description=badges&dimensions=150&id=23pqcgxu1tip265hbe01kszbt,6,1.0,1.41,-0.41,12.0,3.83,8.33,0.12,0.33,4.0,0.37,33.33,33.33,26.11,18.67,0.33,1.0,0.17,0.0,0.67,0.0,2.67,0.0,1.0,0.17,47.1,82.6,61.33,65.7,31.4,15.1,27.0,26.5,19.5,3.83,19.7,0.67,10.83,12.2,43.8,7.17,1.0,0.17,13.95,9.83,1.76,3.51,9.37,1.67,0.0,1.33,0.17,5.0,0.0,0.5,0.17,11.83,2.0,0.0,0.17,15.0,2.17,0.17,0.33,1.33,1.08,0.25,8.33,3.33,16.0,0.13,70.0,100.0,0.33,2.33,0.2,25.0,28.0,18.2,47.1,16,7,47,3,23,47.7,48.5,18.0,0.17,1.17,0.33,0.33,0.33,0.0,2.67,0.17,0.0,0.0,100%,6320000.0,121538.0
1,1395,2025/26,France,Ligue 1,Nice,https://omo.akamai.opta.net/image.php?secure=true&h=omo.akamai.opta.net&sport=football&entity=team&description=badges&dimensions=150&id=bx0cdmzr2gwr70ez72dorx82p,6,1.17,1.4,-0.23,14.5,4.67,8.05,0.1,0.17,4.0,0.26,14.29,27.59,18.49,24.33,0.33,1.67,0.0,0.0,0.17,0.0,4.5,0.17,0.5,0.17,55.9,86.0,95.33,72.1,30.8,13.7,28.2,27.3,16.0,4.33,27.1,2.33,9.5,12.7,42.0,4.83,0.83,0.17,17.24,11.17,1.82,4.01,11.13,2.17,0.17,2.17,0.17,5.0,0.17,0.67,0.17,13.83,2.33,0.0,0.0,12.5,1.33,0.17,0.17,1.67,1.55,0.12,12.0,4.83,13.89,0.13,61.11,90.0,0.17,2.33,0.11,10.0,19.44,6.98,55.9,14,8,47,3,21,50.2,50.0,20.17,0.17,0.17,0.17,0.17,0.0,0.0,2.17,0.0,2.5,0.33,86%,22930000.0,440962.0
1,150,2025/26,France,Ligue 1,Rennes,https://omo.akamai.opta.net/image.php?secure=true&h=omo.akamai.opta.net&sport=football&entity=team&description=badges&dimensions=150&id=z1wbqtd0fz5t5eezjvrbld3h,6,1.17,1.29,-0.13,12.67,4.0,9.21,0.1,0.17,2.5,0.27,14.29,19.74,20.6,19.5,0.5,2.33,0.17,0.17,0.17,0.0,0.83,0.17,0.67,0.0,52.1,86.8,104.67,76.7,32.0,16.6,26.9,24.5,10.83,1.83,16.9,1.17,9.83,12.0,41.9,7.33,1.33,0.0,18.18,14.0,1.61,4.17,11.4,2.67,0.5,1.33,0.0,4.67,0.33,0.83,0.5,11.33,1.67,0.5,0.17,12.5,3.17,0.33,0.17,1.33,1.81,-0.47,15.5,4.5,8.6,0.12,66.67,100.0,0.5,4.0,0.4,37.5,25.81,21.95,52.1,13,7,48,5,22,47.2,51.5,28.0,0.5,1.5,0.17,0.0,0.33,0.0,2.67,0.5,1.83,0.0,91%,23200000.0,446154.0
1,145,2025/26,France,Ligue 1,Metz,https://omo.akamai.opta.net/image.php?secure=true&h=omo.akamai.opta.net&sport=football&entity=team&description=badges&dimensions=150&id=2khen2a38l2hkx33s73pehl6o,6,0.83,1.17,-0.34,8.5,2.0,9.8,0.14,0.33,2.33,0.36,40.0,27.45,31.05,16.83,0.17,1.17,0.33,0.17,0.0,0.0,1.5,0.0,0.17,0.0,49.8,86.8,57.33,69.3,28.2,17.1,26.9,27.7,11.17,2.0,17.9,0.67,9.0,15.8,38.7,4.67,0.67,0.17,14.29,12.67,1.51,4.11,12.14,1.5,0.0,1.17,0.0,4.17,0.0,0.67,0.17,10.83,1.17,0.17,0.33,11.5,1.17,0.0,0.33,2.17,2.11,0.06,13.67,5.5,15.85,0.15,63.41,100.0,0.17,4.17,0.32,7.69,30.49,14.96,49.8,20,6,47,4,23,50.0,48.5,24.83,0.17,1.67,0.33,0.33,0.83,0.0,2.17,0.33,1.33,0.17,94%,6410000.0,123269.0
1,2128,2025/26,France,Ligue 1,Angers,https://omo.akamai.opta.net/image.php?secure=true&h=omo.akamai.opta.net&sport=football&entity=team&description=badges&dimensions=150&id=75qj99fhg5c0ztj2tva5u4uii,6,0.5,1.06,-0.56,8.67,2.83,5.77,0.12,0.0,2.17,0.18,0.0,25.0,16.73,14.83,0.17,1.83,0.17,0.17,0.17,0.0,1.67,0.17,0.5,0.0,36.7,82.5,44.17,66.9,35.6,14.9,23.5,26.0,11.67,2.5,21.4,1.33,7.33,21.5,36.5,4.5,0.33,0.0,7.41,5.67,2.22,3.14,8.69,0.83,0.0,1.67,0.0,4.5,0.17,0.67,0.17,10.33,1.33,0.17,0.17,8.67,1.0,0.0,0.5,1.0,1.55,-0.55,14.17,5.17,7.06,0.11,52.94,100.0,0.33,3.33,0.32,33.33,23.53,20.87,36.7,19,8,47,4,26,51.8,46.7,21.83,0.0,1.17,0.5,0.17,0.83,0.0,1.83,0.0,0.0,0.0,100%,7160000.0,137692.0
1,138,2025/26,France,Ligue 1,Auxerre,https://omo.akamai.opta.net/image.php?secure=true&h=omo.akamai.opta.net&sport=football&entity=team&description=badges&dimensions=150&id=9bxav814mkuhueiyivyive82d,6,0.67,0.96,-0.29,10.0,3.5,6.67,0.1,0.0,2.33,0.16,0.0,23.33,16.7,15.5,0.5,1.67,0.17,0.0,0.0,0.0,1.5,0.0,1.33,0.0,42.0,78.7,62.83,62.3,36.2,15.7,23.4,24.7,9.33,1.67,17.9,1.5,11.67,13.0,40.5,4.0,0.83,0.17,20.83,6.0,1.65,2.89,7.7,1.83,0.33,1.83,0.0,4.0,0.0,0.5,0.0,15.0,2.0,0.5,0.17,12.0,3.0,0.0,0.17,1.33,1.55,-0.22,12.5,4.33,10.67,0.12,73.33,100.0,0.33,5.0,0.38,25.0,40.0,24.38,42.0,22,10,47,3,23,54.0,48.1,23.5,0.33,1.0,0.17,0.0,0.17,0.0,4.0,0.5,0.67,0.17,95%,8650000.0,166346.0
1,430,2025/26,France,Ligue 1,Nantes,https://omo.akamai.opta.net/image.php?secure=true&h=omo.akamai.opta.net&sport=football&entity=team&description=badges&dimensions=150&id=750ustvk4jfqmo8q4gnrcxy7z,6,0.83,0.9,-0.06,10.0,2.33,8.33,0.09,0.5,3.67,0.23,60.0,36.67,26.23,17.5,0.17,0.83,0.17,0.0,0.17,0.0,0.83,0.17,0.67,0.17,43.7,80.7,39.0,59.5,34.1,13.7,26.6,25.6,8.0,1.17,14.6,0.83,6.67,15.7,37.8,3.67,0.67,0.17,18.18,6.83,1.75,3.27,8.82,1.0,0.0,1.33,0.0,5.17,0.17,0.33,0.0,12.5,1.67,0.0,0.17,10.5,1.83,0.0,0.33,1.17,1.52,-0.35,15.67,5.17,7.45,0.1,65.96,85.71,0.17,3.17,0.16,14.29,20.21,10.75,43.7,17,8,45,5,24,54.2,49.0,28.5,0.17,3.83,0.33,0.33,0.0,0.0,3.5,0.17,1.0,0.17,94%,13070000.0,251346.0
2,156,2025/26,Allemagne,Bundesliga,Bayern Munich,https://omo.akamai.opta.net/image.php?secure=true&h=omo.akamai.opta.net&sport=football&entity=team&description=badges&dimensions=150&id=apoawtpvac4zqlancmvw4nk4o,5,4.4,3.01,1.39,21.0,11.0,20.95,0.14,1.0,3.2,0.23,22.73,15.24,7.63,38.6,0.8,1.4,0.8,0.8,0.8,0.0,1.0,0.2,1.8,0.6,62.6,89.3,163.0,79.7,27.7,17.4,26.9,28.1,8.8,2.0,22.7,4.6,12.8,10.4,45.6,9.0,1.6,0.0,17.78,19.4,1.73,5.12,13.37,5.4,0.4,1.6,0.2,4.6,0.2,1.0,0.2,11.2,2.8,0.0,0.8,9.8,1.4,0.0,0.0,0.6,0.58,0.02,10.6,2.6,5.66,0.06,73.58,66.67,0.2,3.4,0.12,33.33,32.08,19.88,62.6,13,10,50,4,17,47.7,52.9,21.0,0.2,2.0,0.0,0.0,0.4,0.2,2.0,0.0,0.2,0.0,46%,245160000.0,4714615.0
2,6339,2025/26,Allemagne,Bundesliga,RB Leipzig,https://omo.akamai.opta.net/image.php?secure=true&h=omo.akamai.opta.net&sport=football&entity=team&description=badges&dimensions=150&id=9gefq4dz9b2hl8rqrxwrlrzmp,5,1.4,2.06,-0.66,17.6,4.6,7.95,0.12,0.4,6.8,0.63,28.57,38.64,30.57,35.2,0.8,2.0,0.2,0.0,1.0,0.2,2.2,0.0,1.0,0.0,48.6,82.7,74.4,69.7,32.1,16.9,25.2,25.8,8.0,1.6,20.0,2.6,10.0,14.6,40.5,5.2,1.2,0.2,23.08,10.6,2.06,3.48,9.37,2.8,0.2,2.4,0.2,5.0,0.0,0.6,0.2,10.0,1.2,0.0,0.2,9.6,2.6,0.0,0.0,1.4,1.68,-0.28,14.4,4.2,9.72,0.12,73.61,100.0,0.2,3.8,0.48,14.29,26.39,28.57,48.6,15,10,49,6,31,54.2,48.6,29.6,0.2,1.6,0.0,0.0,0.2,0.0,2.0,0.0,1.0,0.4,79%,74930000.0,1440962.0
2,159,2025/26,Allemagne,Bundesliga,Eint Frankfurt,https://omo.akamai.opta.net/image.php?secure=true&h=omo.akamai.opta.net&sport=football&entity=team&description=badges&dimensions=150&id=c5hderjlkcoaze51e5wgvptk,5,3.4,1.93,1.47,16.0,6.0,21.25,0.12,1.0,5.2,0.5,29.41,32.5,25.69,29.4,0.6,1.2,0.2,0.2,0.2,0.0,3.0,0.4,1.4,0.2,58.9,84.7,111.0,73.8,31.7,15.8,25.9,26.6,14.4,3.8,26.4,1.4,12.8,11.5,44.4,8.0,0.6,0.0,7.5,12.0,1.96,3.86,10.26,2.8,0.2,1.2,0.2,5.0,0.4,1.0,0.4,11.4,2.4,0.0,0.2,8.8,1.8,0.4,0.2,2.6,1.47,1.13,13.4,6.2,19.4,0.11,65.67,69.23,1.0,3.4,0.38,38.46,25.37,25.58,58.9,15,8,46,3,24,51.1,44.1,20.4,0.0,3.6,0.2,0.2,0.6,0.4,2.8,0.6,1.0,0.6,85%,36780000.0,707308.0
2,157,2025/26,Allemagne,Bundesliga,Dortmund,https://omo.akamai.opta.net/image.php?secure=true&h=omo.akamai.opta.net&sport=football&entity=team&description=badges&dimensions=150&id=dt4pinj0vw0t0cvz7za6mhmzy,5,2.2,1.87,0.33,11.6,5.8,18.97,0.16,0.4,2.4,0.24,18.18,20.69,12.93,26.8,0.0,2.0,0.2,0.0,0.2,0.0,2.4,0.4,1.2,0.4,59.2,87.4,140.0,77.2,27.7,15.4,27.4,29.5,11.4,2.8,24.6,1.4,13.4,12.1,44.1,7.8,2.2,0.2,28.2,20.8,1.81,4.74,12.65,4.8,0.2,1.2,0.4,4.4,0.4,0.6,0.0,8.8,1.6,0.2,0.2,11.4,1.2,0.4,0.2,0.6,0.82,-0.22,9.2,2.6,6.52,0.09,63.04,66.67,0.0,4.2,0.36,0.0,45.65,44.06,59.2,9,7,45,2,29,45.0,53.6,15.0,0.4,2.4,0.2,0.2,0.2,0.0,3.2,0.2,0.8,0.0,59%,104110000.0,2002115.0
2,160,2025/26,Allemagne,Bundesliga,Freiburg,https://omo.akamai.opta.net/image.php?secure=true&h=omo.akamai.opta.net&sport=football&entity=team&description=badges&dimensions=150&id=6k5zscdm9ufw0tguvzyjlp5hq,5,1.8,1.76,0.04,11.6,3.6,15.52,0.15,0.4,4.6,0.46,22.22,39.66,26.02,23.6,0.2,1.8,0.6,0.6,0.2,0.0,2.8,0.2,0.6,0.0,49.7,79.4,69.0,63.5,36.1,16.8,24.0,23.1,14.4,1.8,12.5,1.0,7.6,15.1,39.0,4.8,0.8,0.0,16.67,8.2,1.92,3.04,8.03,0.8,0.0,1.2,0.0,4.6,0.6,1.2,0.4,12.8,1.8,0.2,0.6,8.4,2.8,0.0,0.2,1.8,1.55,0.25,13.2,4.4,13.64,0.12,66.67,100.0,0.4,4.4,0.38,22.22,33.33,24.58,49.7,13,10,40,5,25,57.3,51.4,21.4,0.0,1.8,0.2,0.0,0.4,0.0,2.4,0.4,1.2,0.4,96%,21570000.0,414808.0
2,172,2025/26,Allemagne,Bundesliga,Wolfsburg,https://omo.akamai.opta.net/image.php?secure=true&h=omo.akamai.opta.net&sport=football&entity=team&description=badges&dimensions=150&id=a8l3w3n0j99qjlsxj3jnmgkz1,5,1.4,1.68,-0.28,14.2,3.6,9.86,0.12,0.4,4.6,0.55,28.57,32.39,32.66,19.2,0.6,0.0,0.2,0.2,0.4,0.2,2.8,0.4,1.0,0.0,48.2,81.5,67.2,68.4,33.7,14.4,24.2,27.6,9.8,2.4,24.5,1.4,8.0,13.5,37.0,4.6,1.8,0.4,39.13,8.2,2.08,3.61,9.45,2.2,0.2,1.0,0.0,4.6,0.4,1.0,0.4,11.0,1.6,0.2,0.2,11.0,2.6,0.0,0.4,1.4,1.57,-0.17,14.0,4.6,10.0,0.11,61.43,71.43,0.2,4.2,0.23,14.29,30.0,14.59,48.2,15,10,43,5,35,49.7,54.3,31.6,0.6,2.0,0.4,0.2,0.4,0.2,1.8,0.0,0.8,0.0,92%,41300000.0,794231.0
2,1902,2025/26,Allemagne,Bundesliga,Hoffenheim,https://omo.akamai.opta.net/image.php?secure=true&h=omo.akamai.opta.net&sport=football&entity=team&description=badges&dimensions=150&id=4l9mrqzmajz5crzlz50mtbt6x,5,1.8,1.59,0.21,12.8,5.2,14.06,0.13,0.2,4.6,0.29,11.11,35.94,17.89,26.6,0.4,1.6,0.4,0.4,0.4,0.2,2.4,0.2,1.2,0.4,50.2,79.3,64.8,61.1,35.1,16.0,25.2,23.8,12.2,4.0,32.8,1.2,11.6,10.0,44.7,7.2,1.6,0.2,22.22,7.4,1.8,3.21,7.97,1.2,0.0,0.8,0.0,5.0,0.2,0.4,0.2,9.6,1.8,0.0,0.4,14.2,1.4,0.2,0.4,2.2,1.84,0.36,12.0,5.2,18.33,0.15,65.0,90.91,1.4,5.8,0.81,63.64,48.33,44.17,50.2,18,7,50,3,35,48.7,51.4,20.4,0.2,1.2,0.4,0.4,0.4,0.0,1.6,0.2,1.4,0.0,100%,34620000.0,665769.0
