Competition,Squad,#_Pl__std,Age__std,Poss__std,Playing_Time_MP__std,Playing_Time_Starts__std,Playing_Time_Min__std,Playing_Time_90s__std,Performance_Gls__std,Performance_Ast__std,Performance_G+A__std,Performance_G_PK__std,Performance_PK__std,Performance_PKatt__std,Performance_CrdY__std,Performance_CrdR__std,Expected_xG__std,Expected_npxG__std,Expected_xAG__std,Expected_npxG+xAG__std,Progression_PrgC__std,Progression_PrgP__std,Per_90_Minutes_Gls__std,Per_90_Minutes_Ast__std,Per_90_Minutes_G+A__std,Per_90_Minutes_G_PK__std,Per_90_Minutes_G+A_PK__std,Per_90_Minutes_xG__std,Per_90_Minutes_xAG__std,Per_90_Minutes_xG+xAG__std,Per_90_Minutes_npxG__std,Per_90_Minutes_npxG+xAG__std,#_Pl__poss,Poss__poss,90s__poss,Touches_Touches__poss,Touches_Def_Pen__poss,Touches_Def_3rd__poss,Touches_Mid_3rd__poss,Touches_Att_3rd__poss,Touches_Att_Pen__poss,Touches_Live__poss,Take_Ons_Att__poss,Take_Ons_Succ__poss,Take_Ons_Succ%__poss,Take_Ons_Tkld__poss,Take_Ons_Tkld%__poss,Carries_Carries__poss,Carries_TotDist__poss,Carries_PrgDist__poss,Carries_PrgC__poss,Carries_1/3__poss,Carries_CPA__poss,Carries_Mis__poss,Carries_Dis__poss,Receiving_Rec__poss,Receiving_PrgR__poss,#_Pl__keeper,Playing_Time_MP__keeper,Playing_Time_Starts__keeper,Playing_Time_Min__keeper,Playing_Time_90s__keeper,Performance_GA__keeper,Performance_GA90__keeper,Performance_SoTA__keeper,Performance_Saves__keeper,Performance_Save%__keeper,Performance_W__keeper,Performance_D__keeper,Performance_L__keeper,Performance_CS__keeper,Performance_CS%__keeper,Penalty_Kicks_PKatt__keeper,Penalty_Kicks_PKA__keeper,Penalty_Kicks_PKsv__keeper,Penalty_Kicks_PKm__keeper,Penalty_Kicks_Save%__keeper,#_Pl__ptime,Age__ptime,Playing_Time_MP__ptime,Playing_Time_Min__ptime,Playing_Time_Mn/MP__ptime,Playing_Time_Min%__ptime,Playing_Time_90s__ptime,Starts_Starts__ptime,Starts_Mn/Start__ptime,Starts_Compl__ptime,Subs_Subs__ptime,Subs_Mn/Sub__ptime,Subs_unSub__ptime,Team_Success_PPM__ptime,Team_Success_onG__ptime,Team_Success_onGA__ptime,Team_Success_+/___ptime,Team_Success_+/_90__ptime,Team_Success_(xG)_onxG__ptime,Team_Success_(xG)_onxGA__ptime,Team_Success_(xG)_xG+/___ptime,Team_Success_(xG)_xG+/_90__ptime,#_Pl__shoot,90s__shoot,Standard_Gls__shoot,Standard_Sh__shoot,Standard_SoT__shoot,Standard_SoT%__shoot,Standard_Sh/90__shoot,Standard_SoT/90__shoot,Standard_G/Sh__shoot,Standard_G/SoT__shoot,Standard_Dist__shoot,Standard_FK__shoot,Standard_PK__shoot,Standard_PKatt__shoot,Expected_xG__shoot,Expected_npxG__shoot,Expected_npxG/Sh__shoot,Expected_G_xG__shoot,Expected_np:G_xG__shoot,#_Pl__misc,90s__misc,Performance_CrdY__misc,Performance_CrdR__misc,Performance_2CrdY__misc,Performance_Fls__misc,Performance_Fld__misc,Performance_Off__misc,Performance_Crs__misc,Performance_Int__misc,Performance_TklW__misc,Performance_PKwon__misc,Performance_PKcon__misc,Performance_OG__misc,Performance_Recov__misc,Aerial_Duels_Won__misc,Aerial_Duels_Lost__misc,Aerial_Duels_Won%__misc,#_Pl__pass,90s__pass,Total_Cmp__pass,Total_Att__pass,Total_Cmp%__pass,Total_TotDist__pass,Total_PrgDist__pass,Short_Cmp__pass,Short_Att__pass,Short_Cmp%__pass,Medium_Cmp__pass,Medium_Att__pass,Medium_Cmp%__pass,Long_Cmp__pass,Long_Att__pass,Long_Cmp%__pass,Ast__pass,xAG__pass,Expected_xA__pass,Expected_A_xAG__pass,KP__pass,1/3__pass,PPA__pass,CrsPA__pass,PrgP__pass,#_Pl__gca,90s__gca,SCA_SCA__gca,SCA_SCA90__gca,SCA_Types_PassLive__gca,SCA_Types_PassDead__gca,SCA_Types_TO__gca,SCA_Types_Sh__gca,SCA_Types_Fld__gca,SCA_Types_Def__gca,GCA_GCA__gca,GCA_GCA90__gca,GCA_Types_PassLive__gca,GCA_Types_PassDead__gca,GCA_Types_TO__gca,GCA_Types_Sh__gca,GCA_Types_Fld__gca,GCA_Types_Def__gca,#_Pl__def,90s__def,Tackles_Tkl__def,Tackles_TklW__def,Tackles_Def_3rd__def,Tackles_Mid_3rd__def,Tackles_Att_3rd__def,Challenges_Tkl__def,Challenges_Att__def,Challenges_Tkl%__def,Challenges_Lost__def,Blocks_Blocks__def,Blocks_Sh__def,Blocks_Pass__def,Int__def,Tkl+Int__def,Clr__def,Err__def,Weekly Wages,Annual Wages,% Estimated
Championship,Bristol City,19,26.1,49.2,6,66,540,6.0,12,10,22,12,0,0,5,0,8.6,8.6,7.2,15.8,83,223,2.0,1.67,3.67,2.0,3.67,1.44,1.2,2.63,1.44,2.63,19,49.2,6.0,3353,348,1037,1544,803,143,3353,84,33,39.3,39,46.4,1680,8239,3922,83,63,23,87,61,1891,222,1,6,6,540,6.0,7,1.17,25,18,72.0,3,2,1,2,33.3,0,0,0,0,,19,26.1,6,540,90,100,6.0,66,82,40,26,20,28,1.83,13,7,6,1.0,8.6,8.5,0.1,0.02,19,6.0,12,84,20,23.8,14.0,3.33,0.14,0.6,17.7,4,0,0,8.6,8.6,0.1,3.4,3.4,19,6.0,5,0,0,55,77,13,91,63,58,0,0,0,256,133,129,50.8,19,6.0,1902,2561,74.3,32619,12689,930,1060,87.7,780,965,80.8,151,393,38.4,10,7.2,4.9,2.8,63,172,45,11,223,19,6.0,143,23.83,107,11,4,6,8,7,20,3.33,17,0,0,1,1,1,19,6.0,96,58,48,31,17,41,79,51.9,38,68,25,43,63,159,226,3,,,
Championship,Charlton Ath,20,26.7,43.3,6,66,540,6.0,4,2,6,4,0,0,12,1,6.0,6.0,5.0,11.0,66,168,0.67,0.33,1.0,0.67,1.0,1.01,0.83,1.83,1.01,1.83,20,43.3,6.0,2712,301,943,997,802,137,2712,68,29,42.6,35,51.5,1167,6389,2979,66,46,29,83,50,1270,165,1,6,6,540,6.0,5,0.83,14,9,64.3,2,2,2,3,50.0,0,0,0,0,,20,26.7,6,540,90,100,6.0,66,85,40,25,13,29,1.33,4,5,-1,-0.17,6.0,5.0,1.0,0.17,20,6.0,4,80,23,28.8,13.33,3.83,0.05,0.17,16.0,3,0,0,6.0,6.0,0.08,-2.0,-2.0,20,6.0,12,1,1,74,79,8,139,49,50,0,0,0,200,168,178,48.6,20,6.0,1294,2022,64.0,25821,11154,494,623,79.3,615,817,75.3,165,487,33.9,2,5.0,5.6,-3.0,59,125,43,15,168,20,6.0,146,24.33,106,13,7,4,11,5,7,1.17,4,0,1,1,1,0,20,6.0,88,50,40,29,19,41,78,52.6,37,71,31,40,49,137,186,1,,,
Championship,Coventry City,20,26.5,55.3,6,66,540,6.0,15,9,24,14,1,1,16,0,11.9,11.1,6.3,17.4,120,295,2.5,1.5,4.0,2.33,3.83,1.98,1.05,3.03,1.85,2.9,20,55.3,6.0,3533,269,941,1535,1096,218,3532,93,37,39.8,52,55.9,1855,10041,5470,120,68,40,116,52,2198,292,1,6,6,540,6.0,7,1.17,21,14,71.4,2,4,0,2,33.3,1,1,0,0,0.0,20,26.5,6,540,90,100,6.0,66,86,46,21,12,33,1.67,15,7,8,1.33,11.9,4.9,7.0,1.17,20,6.0,15,110,33,30.0,18.33,5.5,0.13,0.42,16.0,4,1,1,11.9,11.1,0.1,3.1,2.9,20,6.0,16,0,0,66,60,12,167,45,45,1,1,0,241,101,88,53.4,20,6.0,2215,2848,77.8,38532,15490,1046,1176,88.9,921,1090,84.5,192,437,43.9,9,6.3,8.5,2.7,76,221,72,20,295,20,6.0,190,31.67,143,15,7,15,7,3,27,4.5,21,0,0,2,3,1,20,6.0,68,45,37,20,11,32,75,42.7,43,61,16,45,45,113,132,0,,,
Championship,Derby County,24,28.2,41.0,6,66,540,6.0,8,2,10,6,2,2,18,0,4.3,2.8,1.3,4.1,48,126,1.33,0.33,1.67,1.0,1.33,0.72,0.21,0.93,0.47,0.68,24,41.0,6.0,2851,447,1189,1144,552,80,2849,60,28,46.7,28,46.7,1214,5833,2873,48,36,11,84,45,1509,122,1,6,6,540,6.0,12,2.0,34,22,70.6,1,2,3,1,16.7,2,2,0,0,0.0,24,28.2,6,540,90,100,6.0,66,85,42,24,14,30,0.83,8,12,-4,-0.67,4.3,9.8,-5.5,-0.91,24,6.0,8,40,11,27.5,6.67,1.83,0.15,0.55,19.4,4,2,2,4.3,2.8,0.07,3.7,3.2,24,6.0,18,0,0,77,52,10,94,39,61,0,2,0,215,134,131,50.6,24,6.0,1531,2177,70.3,29629,11726,600,723,83.0,694,872,79.6,195,459,42.5,2,1.3,2.7,0.7,20,116,25,9,126,24,6.0,70,11.67,44,3,7,7,7,2,11,1.83,7,0,1,2,1,0,24,6.0,95,61,39,39,17,43,72,59.7,29,66,21,45,39,134,209,5,,,
Championship,Hull City,25,26.6,45.8,6,66,540,6.0,10,7,17,10,0,0,14,0,9.0,9.0,6.8,15.8,82,170,1.67,1.17,2.83,1.67,2.83,1.49,1.14,2.63,1.49,2.63,25,45.8,6.0,3296,439,1232,1418,677,147,3296,107,47,43.9,51,47.7,1630,8960,4412,82,66,29,92,41,1919,169,1,6,6,540,6.0,12,2.0,26,14,53.8,2,2,2,1,16.7,0,0,0,0,,25,26.6,6,540,90,100,6.0,66,83,38,28,18,26,1.33,10,12,-2,-0.33,9.0,10.9,-1.9,-0.32,25,6.0,10,80,31,38.8,13.33,5.17,0.13,0.32,16.0,2,0,0,9.0,9.0,0.11,1.0,1.0,25,6.0,14,0,0,64,59,10,98,36,62,0,0,0,227,111,108,50.7,25,6.0,1940,2528,76.7,38622,14876,733,867,84.5,907,1053,86.1,267,494,54.0,7,6.8,7.1,0.2,64,155,48,24,170,25,6.0,138,23.0,105,7,10,7,6,3,16,2.67,11,1,0,3,1,0,25,6.0,103,62,54,43,6,51,96,53.1,45,83,30,53,36,139,210,2,,,
Championship,Ipswich Town,24,27.0,57.4,5,55,520,5.8,8,2,10,6,2,2,9,0,9.3,7.9,5.3,13.2,81,202,1.38,0.35,1.73,1.04,1.38,1.61,0.92,2.53,1.36,2.28,24,57.4,5.8,2956,314,971,1254,761,133,2954,91,38,41.8,42,46.2,1617,8142,3965,81,55,20,92,46,1857,199,1,5,5,450,5.8,5,1.0,11,6,72.7,1,3,1,1,20.0,2,2,0,0,0.0,24,27.0,5,520,104,100,5.8,55,82,30,25,18,25,1.2,9,5,4,0.69,9.3,4.5,4.8,0.84,24,5.8,8,73,18,24.7,12.63,3.12,0.08,0.33,15.8,2,2,2,9.3,7.9,0.11,-1.3,-1.9,24,5.8,9,0,0,59,74,9,110,36,32,1,2,0,187,102,61,62.6,24,5.8,1884,2384,79.0,33641,12840,823,965,85.3,805,931,86.5,204,365,55.9,2,5.3,5.2,-3.3,52,190,51,13,202,24,5.8,130,22.5,85,15,8,9,9,4,10,1.73,4,1,1,3,1,0,24,5.8,54,32,21,28,5,26,46,56.5,20,41,9,32,36,90,155,2,,,
Championship,Leicester City,24,26.8,56.2,6,66,540,6.0,8,7,15,8,0,0,6,1,6.6,6.6,5.8,12.4,123,202,1.33,1.17,2.5,1.33,2.5,1.1,0.96,2.06,1.1,2.06,24,56.2,6.0,3601,456,1333,1403,906,124,3601,137,64,46.7,67,48.9,1967,11019,5580,123,83,34,79,55,2359,199,1,6,6,540,6.0,5,0.83,19,15,73.7,3,2,1,3,50.0,0,0,0,0,,24,26.8,6,540,90,100,6.0,66,80,37,28,21,26,1.83,8,5,3,0.5,6.6,8.2,-1.6,-0.27,24,6.0,8,77,33,42.9,12.83,5.5,0.1,0.24,18.6,3,0,0,6.6,6.6,0.09,1.4,1.4,24,6.0,6,1,0,52,78,6,100,38,53,0,0,1,214,82,98,45.6,24,6.0,2381,2879,82.7,39262,14905,1156,1252,92.3,982,1124,87.4,169,350,48.3,7,5.8,5.7,1.2,62,170,50,10,202,24,6.0,144,24.0,100,15,15,3,10,1,14,2.33,12,1,0,0,1,0,24,6.0,84,53,47,24,13,41,74,55.4,33,60,28,32,38,122,196,4,,,
Championship,Middlesbrough,23,26.2,49.7,6,66,540,6.0,11,9,20,11,0,0,13,0,6.7,6.7,5.6,12.3,97,208,1.83,1.5,3.33,1.83,3.33,1.11,0.93,2.05,1.11,2.05,23,49.7,6.0,3574,370,1266,1489,853,140,3574,125,56,44.8,65,52.0,1767,9250,4764,97,70,35,91,65,2256,203,1,6,6,540,6.0,4,0.67,9,5,55.6,5,1,0,3,50.0,0,0,0,0,,23,26.2,6,540,90,100,6.0,66,82,41,25,22,28,2.67,11,4,7,1.17,6.7,4.2,2.5,0.41,23,6.0,11,67,25,37.3,11.17,4.17,0.16,0.44,17.5,0,0,0,6.7,6.7,0.1,4.3,4.3,23,6.0,13,0,0,55,74,8,74,33,75,0,0,0,250,90,76,54.2,23,6.0,2275,2853,79.7,38028,13759,1098,1214,90.4,912,1035,88.1,188,427,44.0,9,5.6,7.4,3.4,47,144,37,4,208,23,6.0,114,19.0,81,9,6,11,1,6,18,3.0,13,2,0,3,0,0,23,6.0,113,75,54,41,18,55,103,53.4,48,71,20,51,33,146,170,3,,,
Championship,Millwall,26,26.1,48.0,6,66,540,6.0,5,3,8,5,0,0,13,0,7.5,7.5,6.0,13.5,77,225,0.83,0.5,1.33,0.83,1.33,1.25,1.0,2.25,1.25,2.25,26,48.0,6.0,3216,335,977,1385,889,162,3216,86,35,40.7,46,53.5,1560,8614,3925,77,75,17,91,49,1711,220,1,6,6,540,6.0,7,1.17,20,13,65.0,3,1,2,2,33.3,0,0,0,0,,26,26.1,6,540,90,100,6.0,66,85,38,28,13,26,1.67,5,7,-2,-0.33,7.5,5.2,2.3,0.38,26,6.0,5,88,16,18.2,14.67,2.67,0.06,0.31,17.7,2,0,0,7.5,7.5,0.09,-2.5,-2.5,26,6.0,13,0,0,86,60,11,140,52,68,0,0,0,249,138,121,53.3,26,6.0,1728,2457,70.3,31711,12546,733,889,82.5,708,885,80.0,215,489,44.0,3,6.0,7.2,-3.0,61,144,68,26,225,26,6.0,156,26.0,116,14,2,11,6,7,9,1.5,6,0,0,1,1,1,26,6.0,111,68,50,41,20,50,87,57.5,37,71,22,49,52,163,187,1,,,
Championship,Norwich City,23,25.1,51.3,6,66,540,6.0,9,6,15,8,1,1,11,1,8.8,8.0,6.4,14.4,102,199,1.5,1.0,2.5,1.33,2.33,1.46,1.06,2.53,1.33,2.4,23,51.3,6.0,3659,442,1425,1561,710,108,3658,116,52,44.8,58,50.0,1920,10316,4956,102,62,25,112,50,2250,198,1,6,6,540,6.0,9,1.5,25,15,64.0,2,1,3,1,16.7,1,0,1,0,100.0,23,25.1,6,540,90,100,6.0,66,81,38,27,21,27,1.17,9,9,0,0.0,8.8,12.0,-3.3,-0.54,23,6.0,9,72,19,26.4,12.0,3.17,0.11,0.42,17.9,3,1,1,8.8,8.0,0.11,0.2,0.0,23,6.0,11,1,0,49,64,14,94,49,60,1,1,0,255,77,126,37.9,23,6.0,2271,2877,78.9,41971,14723,923,1024,90.1,1110,1288,86.2,214,459,46.6,6,6.4,6.1,-0.4,54,186,34,11,199,23,6.0,124,20.67,86,12,9,8,8,1,15,2.5,9,3,0,1,2,0,23,6.0,104,60,53,39,12,59,91,64.8,32,76,33,43,49,153,199,7,,,
Championship,Oxford United,25,26.8,40.7,6,66,540,6.0,8,4,12,8,0,0,5,0,7.4,7.4,5.7,13.1,63,144,1.33,0.67,2.0,1.33,2.0,1.23,0.95,2.19,1.23,2.19,25,40.7,6.0,2910,353,1058,1220,661,115,2910,90,43,47.8,40,44.4,1289,6683,2926,63,50,19,85,53,1474,141,1,6,6,540,6.0,10,1.67,25,15,60.0,1,2,3,0,0.0,0,0,0,0,,25,26.8,6,540,90,100,6.0,66,82,35,31,17,23,0.83,9,10,-1,-0.17,7.4,8.4,-1.0,-0.17,25,6.0,8,86,22,25.6,14.33,3.67,0.09,0.36,17.5,4,0,0,7.4,7.4,0.09,0.6,0.6,25,6.0,5,0,0,77,64,20,98,60,72,0,0,0,227,107,94,53.2,25,6.0,1491,2142,69.6,27814,11619,637,758,84.0,636,788,80.7,180,456,39.5,4,5.7,5.5,-1.7,60,120,27,10,144,25,6.0,153,25.5,90,22,9,15,15,2,14,2.33,3,4,0,3,4,0,25,6.0,109,72,66,35,8,56,108,51.9,52,62,21,41,60,169,190,4,,,
Championship,Portsmouth,23,27.2,49.0,6,66,540,6.0,4,3,7,4,0,1,14,0,8.0,7.2,5.3,12.5,77,197,0.67,0.5,1.17,0.67,1.17,1.33,0.88,2.21,1.2,2.08,23,49.0,6.0,3276,370,1083,1439,779,121,3275,74,30,40.5,40,54.1,1577,8331,4007,77,56,17,91,50,1776,191,2,6,6,540,6.0,5,0.83,22,17,77.3,2,2,2,3,50.0,0,0,0,0,,23,27.2,6,540,90,100,6.0,66,81,41,25,23,29,1.33,4,5,-1,-0.17,8.0,7.1,0.9,0.14,23,6.0,4,80,17,21.3,13.33,2.83,0.05,0.24,18.1,4,0,1,8.0,7.2,0.09,-4.0,-3.2,23,6.0,14,0,0,64,70,16,152,36,47,1,0,0,236,142,124,53.4,23,6.0,1803,2543,70.9,36027,13974,661,800,82.6,870,1072,81.2,237,536,44.2,3,5.3,5.0,-2.3,56,169,45,16,197,23,6.0,141,23.5,96,17,6,10,11,1,7,1.17,5,1,0,1,0,0,23,6.0,88,47,40,35,13,30,76,39.5,46,68,25,43,36,124,204,3,,,
Championship,Preston,19,27.1,43.8,6,66,540,6.0,7,6,13,6,1,1,16,0,6.8,6.0,5.1,11.1,73,127,1.17,1.0,2.17,1.0,2.0,1.14,0.85,1.98,1.0,1.85,19,43.8,6.0,2990,434,1243,1120,661,107,2989,74,33,44.6,38,51.4,1271,6689,3182,73,49,17,92,53,1582,126,1,6,6,540,6.0,5,0.83,14,10,64.3,3,2,1,2,33.3,0,0,0,0,,19,27.1,6,540,90,100,6.0,66,84,42,25,17,26,1.83,7,5,2,0.33,6.8,6.5,0.3,0.05,19,6.0,7,56,16,28.6,9.33,2.67,0.11,0.38,16.3,2,1,1,6.8,6.0,0.11,0.2,0.0,19,6.0,16,0,0,61,44,12,126,49,74,1,0,1,224,95,101,48.5,19,6.0,1592,2279,69.9,31133,12481,656,776,84.5,695,872,79.7,211,503,41.9,6,5.1,4.7,0.9,46,122,37,16,127,19,6.0,110,18.33,85,13,5,2,5,0,13,2.17,11,1,0,0,1,0,19,6.0,122,74,59,54,9,61,105,58.1,44,77,29,48,49,171,198,3,,,
Championship,QPR,25,24.6,46.2,6,66,540,6.0,8,6,14,8,0,0,11,0,6.1,6.1,5.0,11.1,81,182,1.33,1.0,2.33,1.33,2.33,1.01,0.83,1.84,1.01,1.84,25,46.2,6.0,3028,412,1110,1238,707,118,3028,68,29,42.6,34,50.0,1390,7686,3744,81,54,21,88,49,1656,180,2,6,6,540,6.0,12,2.0,24,12,50.0,3,1,2,1,16.7,0,0,0,0,,25,24.6,6,540,90,100,6.0,66,80,40,26,24,28,1.67,10,12,-2,-0.33,6.1,8.0,-1.9,-0.32,25,6.0,8,78,26,33.3,13.0,4.33,0.1,0.31,20.2,3,0,0,6.1,6.1,0.08,1.9,1.9,25,6.0,11,0,0,58,56,15,86,34,61,0,0,0,215,127,141,47.4,25,6.0,1671,2311,72.3,31236,12438,711,838,84.8,702,857,81.9,210,482,43.6,6,5.0,4.5,1.0,58,135,41,7,182,25,6.0,124,20.67,90,12,6,4,8,4,11,1.83,9,1,0,0,0,1,25,6.0,92,61,38,41,13,42,86,48.8,44,56,31,25,34,126,211,5,,,
Championship,Sheffield Utd,23,24.8,57.8,6,66,540,6.0,1,1,2,1,0,0,12,0,5.6,5.6,4.3,9.9,105,213,0.17,0.17,0.33,0.17,0.33,0.93,0.72,1.65,0.93,1.65,23,57.8,6.0,3757,381,1195,1607,979,142,3757,101,42,41.6,51,50.5,1981,10133,5236,105,65,41,88,47,2394,211,1,6,6,540,6.0,13,2.17,36,23,63.9,0,0,6,0,0.0,0,0,0,0,,23,24.8,6,540,90,100,6.0,66,82,41,25,21,29,0.0,1,13,-12,-2.0,5.6,8.4,-2.8,-0.47,23,6.0,1,73,11,15.1,12.17,1.83,0.01,0.09,17.9,1,0,0,5.6,5.6,0.08,-4.6,-4.6,23,6.0,12,0,0,77,72,4,134,42,51,0,0,0,214,107,117,47.8,23,6.0,2413,3067,78.7,42438,14551,1071,1197,89.5,1082,1242,87.1,206,484,42.6,1,4.3,6.0,-3.3,52,184,41,6,213,23,6.0,125,20.83,82,18,7,11,5,2,2,0.33,2,0,0,0,0,0,23,6.0,79,51,38,31,10,29,68,42.6,39,56,22,34,42,121,170,4,,,
Championship,Sheffield Weds,20,27.6,41.7,6,66,540,6.0,5,2,7,5,0,0,9,1,7.1,7.1,5.7,12.8,58,167,0.83,0.33,1.17,0.83,1.17,1.18,0.96,2.14,1.18,2.14,20,41.7,6.0,2915,413,1126,1120,699,124,2915,91,41,45.1,45,49.5,1229,6303,2920,58,44,16,100,35,1472,165,2,6,6,540,6.0,12,2.0,38,27,68.4,1,1,4,1,16.7,0,0,0,0,,20,27.6,6,540,90,100,6.0,66,83,42,23,18,31,0.67,5,12,-7,-1.17,7.1,10.0,-2.9,-0.49,20,6.0,5,71,24,33.8,11.83,4.0,0.07,0.21,15.8,1,0,0,7.1,7.1,0.1,-2.1,-2.1,20,6.0,9,1,1,76,46,5,91,65,57,0,0,1,216,100,129,43.7,20,6.0,1487,2145,69.3,29415,12124,558,679,82.2,701,865,81.0,197,483,40.8,2,5.7,5.4,-3.7,54,132,49,15,167,20,6.0,118,19.67,87,11,6,6,2,6,9,1.5,6,0,1,0,1,1,20,6.0,105,57,54,40,11,42,92,45.7,50,65,29,36,65,170,184,1,,,
Championship,Southampton,26,25.4,60.7,6,66,540,6.0,7,5,12,7,0,0,17,0,10.5,10.5,8.7,19.2,104,285,1.17,0.83,2.0,1.17,2.0,1.74,1.46,3.2,1.74,3.2,26,60.7,6.0,3775,348,1072,1674,1057,146,3775,84,44,52.4,37,44.0,2254,11823,5853,104,98,23,90,44,2495,283,1,6,6,540,6.0,9,1.5,16,8,50.0,1,3,2,1,16.7,1,1,0,0,0.0,26,25.4,6,540,90,100,6.0,66,81,36,30,20,24,1.0,7,9,-2,-0.33,10.5,8.5,2.0,0.33,26,6.0,7,91,26,28.6,15.17,4.33,0.08,0.27,15.2,5,0,0,10.5,10.5,0.13,-3.5,-3.5,26,6.0,17,0,0,76,74,11,174,38,47,0,1,1,207,79,100,44.1,26,6.0,2507,3146,79.7,45291,15575,1037,1163,89.2,1194,1366,87.4,232,480,48.3,5,8.7,8.3,-3.7,68,219,58,19,285,26,6.0,165,27.5,117,16,6,15,10,1,12,2.0,7,1,0,2,2,0,26,6.0,70,47,26,35,9,29,65,44.6,36,46,16,30,38,108,149,6,,,
Championship,Stoke City,18,25.9,51.7,6,66,540,6.0,9,8,17,9,0,0,16,1,7.0,7.0,5.4,12.4,85,206,1.5,1.33,2.83,1.5,2.83,1.16,0.91,2.07,1.16,2.07,18,51.7,6.0,3149,379,988,1519,689,95,3149,83,37,44.6,46,55.4,1762,9376,4436,85,55,15,91,43,1907,204,1,6,6,540,6.0,4,0.67,19,15,78.9,4,0,2,2,33.3,0,0,0,0,,18,25.9,6,540,90,100,6.0,66,84,43,22,15,32,2.0,9,4,5,0.83,7.0,6.9,0.1,0.01,18,6.0,9,64,22,34.4,10.67,3.67,0.14,0.41,16.9,2,0,0,7.0,7.0,0.11,2.0,2.0,18,6.0,16,1,1,65,57,19,129,36,41,0,0,0,226,103,102,50.2,18,6.0,1926,2534,76.0,37515,13503,729,823,88.6,895,1063,84.2,261,524,49.8,8,5.4,4.9,2.6,44,167,42,16,206,18,6.0,107,17.83,80,8,7,6,3,3,14,2.33,10,1,0,3,0,0,18,6.0,83,41,41,34,8,34,64,53.1,30,55,14,41,36,119,153,3,,,
Championship,Swansea City,19,25.9,56.5,6,66,540,6.0,6,5,11,6,0,0,16,0,5.8,5.8,4.6,10.4,83,193,1.0,0.83,1.83,1.0,1.83,0.96,0.77,1.73,0.96,1.73,19,56.5,6.0,3753,411,1389,1645,757,85,3753,79,39,49.4,34,43.0,2026,10050,5096,83,65,13,88,46,2373,191,1,6,6,540,6.0,5,0.83,20,15,75.0,2,2,2,2,33.3,0,0,0,0,,19,25.9,6,540,90,100,6.0,66,84,41,25,16,29,1.33,6,5,1,0.17,5.8,5.7,0.0,0.0,19,6.0,6,62,19,30.6,10.33,3.17,0.1,0.32,18.0,2,0,0,5.8,5.8,0.09,0.2,0.2,19,6.0,16,0,0,68,77,21,99,49,61,0,0,0,219,100,122,45.0,19,6.0,2387,3050,78.3,44587,16166,969,1109,87.4,1159,1352,85.7,234,470,49.8,5,4.6,4.5,0.4,45,168,38,12,193,19,6.0,112,18.67,81,10,9,7,5,0,11,1.83,10,0,0,1,0,0,19,6.0,108,61,48,49,11,50,93,53.8,43,65,28,37,49,157,206,0,,,
Championship,Watford,27,24.8,52.0,6,66,540,6.0,5,3,8,5,0,0,11,1,5.3,5.3,4.1,9.3,85,204,0.83,0.5,1.33,0.83,1.33,0.88,0.68,1.56,0.88,1.56,27,52.0,6.0,3410,385,1282,1460,707,107,3410,111,50,45.0,58,52.3,1695,9324,4533,85,54,24,104,65,2070,201,2,6,6,540,6.0,7,1.17,24,17,70.8,1,2,3,0,0.0,0,0,0,0,,27,24.8,6,540,90,100,6.0,66,82,38,27,19,27,0.83,5,7,-2,-0.33,5.3,6.0,-0.8,-0.13,27,6.0,5,71,18,25.4,11.83,3.0,0.07,0.28,20.0,6,0,0,5.3,5.3,0.07,-0.3,-0.3,27,6.0,11,1,0,77,63,11,108,43,50,0,0,0,219,123,102,54.7,27,6.0,2098,2699,77.7,39610,14057,835,941,88.7,993,1162,85.5,231,483,47.8,3,4.1,4.1,-1.1,50,162,39,14,204,27,6.0,124,20.67,90,7,5,10,8,4,10,1.67,7,0,0,0,2,1,27,6.0,80,50,41,30,9,35,66,53.0,31,65,20,45,43,123,200,4,,,
Championship,West Brom,20,26.1,55.0,6,66,540,6.0,7,5,12,7,0,0,9,1,6.5,6.5,5.1,11.6,112,251,1.17,0.83,2.0,1.17,2.0,1.08,0.85,1.93,1.08,1.93,20,55.0,6.0,3996,361,1276,1843,921,136,3996,81,38,46.9,40,49.4,2295,12601,6254,112,95,24,75,63,2770,248,1,6,6,540,6.0,6,1.0,16,10,62.5,3,1,2,2,33.3,0,0,0,0,,20,26.1,6,540,90,100,6.0,66,86,44,21,13,33,1.67,7,6,1,0.17,6.5,5.9,0.6,0.09,20,6.0,7,88,22,25.0,14.67,3.67,0.08,0.32,16.6,3,0,0,6.5,6.5,0.08,0.5,0.5,20,6.0,9,1,1,56,54,11,145,46,58,0,0,0,241,118,117,50.2,20,6.0,2791,3342,83.5,50389,16201,1188,1279,92.9,1307,1479,88.4,259,468,55.3,5,5.1,7.2,-0.1,67,220,50,17,251,20,6.0,161,26.83,118,17,3,9,12,2,14,2.33,12,1,0,0,1,0,20,6.0,81,58,38,39,4,44,87,50.6,43,44,13,31,46,127,186,1,,,
