Competition,Squad,#_Pl__std,Age__std,Poss__std,Playing_Time_MP__std,Playing_Time_Starts__std,Playing_Time_Min__std,Playing_Time_90s__std,Performance_Gls__std,Performance_Ast__std,Performance_G+A__std,Performance_G_PK__std,Performance_PK__std,Performance_PKatt__std,Performance_CrdY__std,Performance_CrdR__std,Expected_xG__std,Expected_npxG__std,Expected_xAG__std,Expected_npxG+xAG__std,Progression_PrgC__std,Progression_PrgP__std,Per_90_Minutes_Gls__std,Per_90_Minutes_Ast__std,Per_90_Minutes_G+A__std,Per_90_Minutes_G_PK__std,Per_90_Minutes_G+A_PK__std,Per_90_Minutes_xG__std,Per_90_Minutes_xAG__std,Per_90_Minutes_xG+xAG__std,Per_90_Minutes_npxG__std,Per_90_Minutes_npxG+xAG__std,#_Pl__poss,Poss__poss,90s__poss,Touches_Touches__poss,Touches_Def_Pen__poss,Touches_Def_3rd__poss,Touches_Mid_3rd__poss,Touches_Att_3rd__poss,Touches_Att_Pen__poss,Touches_Live__poss,Take_Ons_Att__poss,Take_Ons_Succ__poss,Take_Ons_Succ%__poss,Take_Ons_Tkld__poss,Take_Ons_Tkld%__poss,Carries_Carries__poss,Carries_TotDist__poss,Carries_PrgDist__poss,Carries_PrgC__poss,Carries_1/3__poss,Carries_CPA__poss,Carries_Mis__poss,Carries_Dis__poss,Receiving_Rec__poss,Receiving_PrgR__poss,#_Pl__keeper,Playing_Time_MP__keeper,Playing_Time_Starts__keeper,Playing_Time_Min__keeper,Playing_Time_90s__keeper,Performance_GA__keeper,Performance_GA90__keeper,Performance_SoTA__keeper,Performance_Saves__keeper,Performance_Save%__keeper,Performance_W__keeper,Performance_D__keeper,Performance_L__keeper,Performance_CS__keeper,Performance_CS%__keeper,Penalty_Kicks_PKatt__keeper,Penalty_Kicks_PKA__keeper,Penalty_Kicks_PKsv__keeper,Penalty_Kicks_PKm__keeper,Penalty_Kicks_Save%__keeper,#_Pl__ptime,Age__ptime,Playing_Time_MP__ptime,Playing_Time_Min__ptime,Playing_Time_Mn/MP__ptime,Playing_Time_Min%__ptime,Playing_Time_90s__ptime,Starts_Starts__ptime,Starts_Mn/Start__ptime,Starts_Compl__ptime,Subs_Subs__ptime,Subs_Mn/Sub__ptime,Subs_unSub__ptime,Team_Success_PPM__ptime,Team_Success_onG__ptime,Team_Success_onGA__ptime,Team_Success_+/___ptime,Team_Success_+/_90__ptime,Team_Success_(xG)_onxG__ptime,Team_Success_(xG)_onxGA__ptime,Team_Success_(xG)_xG+/___ptime,Team_Success_(xG)_xG+/_90__ptime,#_Pl__shoot,90s__shoot,Standard_Gls__shoot,Standard_Sh__shoot,Standard_SoT__shoot,Standard_SoT%__shoot,Standard_Sh/90__shoot,Standard_SoT/90__shoot,Standard_G/Sh__shoot,Standard_G/SoT__shoot,Standard_Dist__shoot,Standard_FK__shoot,Standard_PK__shoot,Standard_PKatt__shoot,Expected_xG__shoot,Expected_npxG__shoot,Expected_npxG/Sh__shoot,Expected_G_xG__shoot,Expected_np:G_xG__shoot,#_Pl__misc,90s__misc,Performance_CrdY__misc,Performance_CrdR__misc,Performance_2CrdY__misc,Performance_Fls__misc,Performance_Fld__misc,Performance_Off__misc,Performance_Crs__misc,Performance_Int__misc,Performance_TklW__misc,Performance_PKwon__misc,Performance_PKcon__misc,Performance_OG__misc,Performance_Recov__misc,Aerial_Duels_Won__misc,Aerial_Duels_Lost__misc,Aerial_Duels_Won%__misc,#_Pl__pass,90s__pass,Total_Cmp__pass,Total_Att__pass,Total_Cmp%__pass,Total_TotDist__pass,Total_PrgDist__pass,Short_Cmp__pass,Short_Att__pass,Short_Cmp%__pass,Medium_Cmp__pass,Medium_Att__pass,Medium_Cmp%__pass,Long_Cmp__pass,Long_Att__pass,Long_Cmp%__pass,Ast__pass,xAG__pass,Expected_xA__pass,Expected_A_xAG__pass,KP__pass,1/3__pass,PPA__pass,CrsPA__pass,PrgP__pass,#_Pl__gca,90s__gca,SCA_SCA__gca,SCA_SCA90__gca,SCA_Types_PassLive__gca,SCA_Types_PassDead__gca,SCA_Types_TO__gca,SCA_Types_Sh__gca,SCA_Types_Fld__gca,SCA_Types_Def__gca,GCA_GCA__gca,GCA_GCA90__gca,GCA_Types_PassLive__gca,GCA_Types_PassDead__gca,GCA_Types_TO__gca,GCA_Types_Sh__gca,GCA_Types_Fld__gca,GCA_Types_Def__gca,#_Pl__def,90s__def,Tackles_Tkl__def,Tackles_TklW__def,Tackles_Def_3rd__def,Tackles_Mid_3rd__def,Tackles_Att_3rd__def,Challenges_Tkl__def,Challenges_Att__def,Challenges_Tkl%__def,Challenges_Lost__def,Blocks_Blocks__def,Blocks_Sh__def,Blocks_Pass__def,Int__def,Tkl+Int__def,Clr__def,Err__def,Weekly Wages,Annual Wages,% Estimated
Serie A,Inter,23,29.4,61.8,4,44,360,4.0,10,9,19,10,0,0,4,0,6.2,6.2,5.5,11.6,78,208,2.5,2.25,4.75,2.5,4.75,1.54,1.37,2.91,1.54,2.91,23,61.8,4.0,2660,194,698,1194,785,150,2660,53,25,47.2,24,45.3,1305,6660,3701,78,59,18,50,30,1934,207,2,4,4,360,4.0,7,1.75,18,11,66.7,2,0,2,1,25.0,1,1,0,0,0.0,23,29.4,4,360,90,100,4.0,44,82,25,19,18,35,1.5,11,7,4,1.0,6.2,3.6,2.5,0.64,23,4.0,10,74,22,29.7,18.5,5.5,0.14,0.45,15.5,2,0,0,6.2,6.2,0.09,3.8,3.8,23,4.0,4,0,0,56,33,9,109,19,32,0,1,0,143,70,50,58.3,23,4.0,1947,2272,85.7,35978,10552,787,871,90.4,930,1020,91.2,210,305,68.9,9,5.5,5.0,3.5,60,158,50,12,208,23,4.0,130,32.5,90,16,7,14,3,0,15,3.75,11,2,1,1,0,0,23,4.0,53,32,22,21,10,16,38,42.1,22,31,13,18,19,72,79,3,2686538.0,139700000.0,8%
Serie A,Juventus,21,25.8,58.0,4,44,360,4.0,8,8,16,8,0,0,8,1,4.3,4.3,3.6,7.9,74,158,2.0,2.0,4.0,2.0,4.0,1.08,0.89,1.97,1.08,1.97,21,58.0,4.0,2537,232,791,1105,666,89,2537,65,28,43.1,35,53.8,1563,8530,4395,74,78,12,69,30,1708,157,1,4,4,360,4.0,4,1.0,10,6,70.0,3,1,0,2,50.0,1,1,0,0,0.0,21,25.8,4,360,90,100,4.0,44,81,23,20,20,21,2.5,8,4,4,1.0,4.3,3.6,0.7,0.19,21,4.0,8,60,19,31.7,15.0,4.75,0.13,0.42,17.9,0,0,0,4.3,4.3,0.08,3.7,3.7,21,4.0,8,1,0,48,53,4,62,30,41,0,1,0,146,63,60,51.2,21,4.0,1717,2055,83.6,29058,9251,792,868,91.2,734,842,87.2,148,233,63.5,8,3.6,3.8,4.4,47,124,25,5,158,21,4.0,112,28.0,77,12,7,9,6,1,16,4.0,11,2,2,0,1,0,21,4.0,74,41,28,34,12,25,38,65.8,13,30,13,17,30,104,107,3,2426731.0,126190000.0,18%
Serie A,Lazio,21,27.9,53.5,4,44,360,4.0,4,4,8,4,0,0,7,2,6.1,6.1,5.5,11.6,45,161,1.0,1.0,2.0,1.0,2.0,1.53,1.37,2.9,1.53,2.9,21,53.5,4.0,2539,232,758,1289,511,72,2539,68,29,42.6,36,52.9,1401,6396,3206,45,32,20,45,46,1820,160,1,4,4,360,4.0,4,1.0,19,15,78.9,1,0,3,1,25.0,0,0,0,0,,21,27.9,4,360,90,100,4.0,44,77,23,20,29,27,0.75,4,4,0,0.0,6.1,4.5,1.6,0.41,21,4.0,4,50,12,24.0,12.5,3.0,0.08,0.33,17.8,1,0,0,6.1,6.1,0.12,-2.1,-2.1,21,4.0,7,2,0,45,69,3,65,42,34,0,0,0,151,43,34,55.8,21,4.0,1830,2152,85.0,31707,11199,810,901,89.9,811,887,91.4,168,261,64.4,4,5.5,3.6,-1.5,39,172,23,4,161,21,4.0,93,23.25,63,11,7,6,6,0,8,2.0,6,1,0,0,1,0,21,4.0,59,34,27,22,10,30,58,51.7,28,38,6,32,42,101,58,7,1486154.0,77280000.0,10%
Serie A,Lecce,22,25.9,46.0,4,44,360,4.0,2,2,4,2,0,0,6,0,2.1,2.1,1.7,3.8,46,127,0.5,0.5,1.0,0.5,1.0,0.52,0.42,0.95,0.52,0.95,22,46.0,4.0,2005,207,570,919,533,67,2005,66,17,25.8,41,62.1,1006,5042,2528,46,25,10,59,34,1219,126,1,4,4,360,4.0,8,2.0,22,14,68.2,0,1,3,1,25.0,1,1,0,0,0.0,22,25.9,4,360,90,100,4.0,44,79,24,20,24,34,0.25,2,8,-6,-1.5,2.1,6.7,-4.6,-1.14,22,4.0,2,37,10,27.0,9.25,2.5,0.05,0.2,17.6,0,0,0,2.1,2.1,0.06,-0.1,-0.1,22,4.0,6,0,0,40,54,4,67,24,30,0,1,0,126,59,51,53.6,22,4.0,1233,1582,77.9,23097,8248,482,556,86.7,573,680,84.3,145,266,54.5,2,1.7,3.0,0.3,26,106,24,8,127,22,4.0,66,16.5,45,9,5,4,2,1,4,1.0,3,0,1,0,0,0,22,4.0,61,30,33,20,8,33,66,50.0,33,34,9,25,24,85,90,4,375962.0,19550000.0,84%
Serie A,Milan,22,28.1,54.8,4,44,360,4.0,7,5,12,7,0,0,4,0,6.1,6.1,5.0,11.1,82,159,1.75,1.25,3.0,1.75,3.0,1.52,1.26,2.78,1.52,2.78,22,54.8,4.0,2616,205,786,1226,626,128,2616,92,35,38.0,40,43.5,1604,8505,4221,82,50,28,53,19,1898,157,2,4,4,360,4.0,2,0.5,9,7,77.8,3,0,1,3,75.0,0,0,0,0,,22,28.1,4,360,90,100,4.0,44,82,28,16,23,23,2.25,7,2,5,1.25,6.1,1.0,5.1,1.27,22,4.0,7,65,20,30.8,16.25,5.0,0.11,0.35,15.1,0,0,0,6.1,6.1,0.1,0.9,0.9,22,4.0,4,0,0,42,49,9,69,22,37,0,0,0,140,36,44,45.0,22,4.0,1907,2209,86.3,33624,10780,809,877,92.2,872,960,90.8,179,268,66.8,5,5.0,5.2,0.0,56,137,41,8,159,22,4.0,117,29.25,86,10,8,8,3,2,9,2.25,6,1,0,0,1,1,22,4.0,57,37,36,15,6,27,46,58.7,19,23,9,14,22,79,83,2,1821154.0,94700000.0,16%
Serie A,Napoli,22,29.8,60.3,4,44,360,4.0,9,6,15,8,1,1,4,0,6.4,6.1,4.2,10.4,89,196,2.25,1.5,3.75,2.0,3.5,1.61,1.06,2.66,1.54,2.59,22,60.3,4.0,2768,203,707,1441,645,97,2767,58,28,48.3,25,43.1,1807,9098,4723,89,74,25,53,39,2049,193,2,4,4,360,4.0,3,0.75,12,9,83.3,4,0,0,2,50.0,1,1,0,0,0.0,22,29.8,4,360,90,100,4.0,44,84,26,18,15,38,3.0,9,3,6,1.5,6.4,4.8,1.7,0.41,22,4.0,9,64,23,35.9,16.0,5.75,0.13,0.35,16.4,2,1,1,6.4,6.1,0.1,2.6,1.9,22,4.0,4,0,0,57,59,4,80,26,35,1,1,0,155,50,44,53.2,22,4.0,2066,2401,86.0,34430,10728,955,1029,92.8,986,1094,90.1,104,198,52.5,6,4.2,5.1,1.8,43,140,32,8,196,22,4.0,109,27.25,78,6,9,11,4,1,17,4.25,11,0,2,2,2,0,22,4.0,47,35,22,20,5,23,48,47.9,25,32,13,19,26,73,64,4,2131923.0,110860000.0,14%
Serie A,Parma,18,24.4,44.8,4,44,360,4.0,1,0,1,1,0,0,5,0,4.0,4.0,2.8,6.8,56,103,0.25,0.0,0.25,0.25,0.25,1.0,0.69,1.69,1.0,1.69,18,44.8,4.0,1959,204,622,864,485,63,1959,52,17,32.7,24,46.2,1013,5279,2784,56,38,9,52,38,1135,101,1,4,4,360,4.0,5,1.25,17,12,70.6,0,2,2,1,25.0,0,0,0,0,,18,24.4,4,360,90,100,4.0,44,84,27,17,14,36,0.5,1,5,-4,-1.0,4.0,4.3,-0.3,-0.08,18,4.0,1,47,12,25.5,11.75,3.0,0.02,0.08,17.5,2,0,0,4.0,4.0,0.09,-3.0,-3.0,18,4.0,5,0,0,47,54,1,79,26,37,0,0,0,149,52,76,40.6,18,4.0,1162,1542,75.4,22360,8198,446,522,85.4,547,651,84.0,141,306,46.1,0,2.8,2.8,-2.8,33,100,20,11,103,18,4.0,81,20.25,48,11,4,7,8,3,1,0.25,0,0,0,1,0,0,18,4.0,58,37,23,29,6,28,57,49.1,29,44,12,32,26,84,72,1,495385.0,25760000.0,95%
Serie A,Pisa,21,26.9,38.3,4,44,360,4.0,2,1,3,1,1,1,5,0,4.1,3.5,2.8,6.3,48,118,0.5,0.25,0.75,0.25,0.5,1.03,0.71,1.74,0.87,1.58,21,38.3,4.0,1914,330,732,818,388,56,1913,60,23,38.3,30,50.0,899,4899,2402,48,29,13,68,27,1043,116,1,4,4,360,4.0,6,1.5,20,14,70.0,0,1,3,0,0.0,0,0,0,0,,21,26.9,4,360,90,100,4.0,44,79,24,20,23,35,0.25,3,6,-3,-0.75,4.1,4.7,-0.6,-0.14,21,4.0,2,44,12,27.3,11.0,3.0,0.02,0.08,18.1,0,1,1,4.1,3.5,0.08,-2.1,-2.5,21,4.0,5,0,0,55,39,5,70,30,47,0,0,0,164,80,59,57.6,21,4.0,1053,1417,74.3,19842,8423,438,501,87.4,447,552,81.0,138,283,48.8,1,2.8,2.9,-1.8,33,103,20,8,118,21,4.0,77,19.25,54,6,7,6,1,3,2,0.5,1,0,0,1,0,0,21,4.0,72,47,27,41,4,31,75,41.3,44,51,20,31,30,102,117,6,381538.0,19840000.0,88%
Serie A,Roma,20,26.5,60.8,4,44,360,4.0,3,2,5,3,0,0,5,0,4.6,4.6,3.8,8.4,85,178,0.75,0.5,1.25,0.75,1.25,1.15,0.95,2.1,1.15,2.1,20,60.8,4.0,2612,207,628,1267,745,110,2612,76,28,36.8,33,43.4,1491,7708,3968,85,73,25,60,40,1793,178,1,4,4,360,4.0,1,0.25,11,10,90.9,3,0,1,3,75.0,0,0,0,0,,20,26.5,4,360,90,100,4.0,44,82,25,19,19,26,2.25,3,1,2,0.5,4.6,2.7,1.9,0.48,20,4.0,3,59,20,33.9,14.75,5.0,0.05,0.15,16.9,4,0,0,4.6,4.6,0.08,-1.6,-1.6,20,4.0,5,0,0,58,58,7,83,34,29,0,0,0,186,59,65,47.6,20,4.0,1802,2183,82.5,31995,10417,767,844,90.9,794,888,89.4,179,308,58.1,2,3.8,3.9,-1.8,45,150,36,9,178,20,4.0,103,25.75,76,9,2,7,6,3,3,0.75,3,0,0,0,0,0,20,4.0,58,29,19,30,9,29,51,56.9,22,32,2,30,34,92,74,1,2097885.0,109090000.0,17%
Serie A,Sassuolo,25,26.2,43.8,4,44,360,4.0,4,3,7,3,1,1,12,1,3.7,2.9,2.7,5.6,56,117,1.0,0.75,1.75,0.75,1.5,0.93,0.66,1.6,0.74,1.4,25,43.8,4.0,2163,225,799,1003,383,59,2162,56,23,41.1,26,46.4,1164,6011,2869,56,37,19,66,37,1414,117,2,4,4,360,4.0,7,1.75,19,13,68.4,1,0,3,1,25.0,1,1,0,0,0.0,25,26.2,4,360,90,100,4.0,44,81,23,20,19,38,0.75,4,7,-3,-0.75,3.7,6.5,-2.8,-0.7,25,4.0,4,34,15,44.1,8.5,3.75,0.09,0.2,19.2,1,1,1,3.7,2.9,0.09,0.3,0.1,25,4.0,12,1,1,57,52,5,36,32,39,1,1,1,145,48,55,46.6,25,4.0,1422,1720,82.7,26100,8225,564,624,90.4,657,726,90.5,164,284,57.7,3,2.7,1.7,0.3,29,93,18,6,117,25,4.0,65,16.25,52,3,3,3,2,2,7,1.75,5,0,0,1,1,0,25,4.0,66,39,34,20,12,30,57,52.6,27,47,17,30,32,98,108,3,750769.0,39040000.0,80%
Serie A,Torino,21,27.4,38.3,4,44,360,4.0,1,1,2,1,0,1,5,0,3.7,2.9,2.4,5.3,43,112,0.25,0.25,0.5,0.25,0.5,0.92,0.61,1.53,0.72,1.33,21,38.3,4.0,1825,246,678,788,379,63,1824,52,22,42.3,21,40.4,969,4732,2199,43,24,12,57,32,1108,112,1,4,4,360,4.0,8,2.0,22,14,63.6,1,1,2,2,50.0,0,0,0,0,,21,27.4,4,360,90,100,4.0,44,80,24,20,23,35,1.0,1,8,-7,-1.75,3.7,6.1,-2.4,-0.59,21,4.0,1,37,16,43.2,9.25,4.0,0.03,0.06,18.6,0,0,1,3.7,2.9,0.08,-2.7,-1.9,21,4.0,5,0,0,55,47,8,54,26,33,1,0,0,128,54,61,47.0,21,4.0,1117,1419,78.7,21383,8498,447,505,88.5,518,597,86.8,132,252,52.4,1,2.4,2.8,-1.4,30,88,27,8,112,21,4.0,66,16.5,48,7,4,1,3,3,2,0.5,2,0,0,0,0,0,21,4.0,54,33,29,16,9,31,49,63.3,18,32,15,17,26,80,94,4,976731.0,50790000.0,62%
Serie A,Udinese,22,25.9,46.0,4,44,360,4.0,4,2,6,3,1,1,10,0,3.2,2.5,2.1,4.6,71,118,1.0,0.5,1.5,0.75,1.25,0.81,0.52,1.32,0.63,1.14,22,46.0,4.0,2111,255,652,963,510,70,2110,60,25,41.7,27,45.0,1166,6637,3555,71,61,14,56,38,1321,118,1,4,4,360,4.0,5,1.25,14,9,64.3,2,1,1,1,25.0,0,0,0,0,,22,25.9,4,360,90,100,4.0,44,79,25,19,26,35,1.75,4,5,-1,-0.25,3.2,4.3,-1.1,-0.27,22,4.0,4,46,15,32.6,11.5,3.75,0.07,0.2,21.8,1,1,1,3.2,2.5,0.05,0.8,0.5,22,4.0,10,0,0,39,45,6,68,23,32,0,0,0,119,67,60,52.8,22,4.0,1332,1651,80.7,24503,7901,532,592,89.9,627,705,88.9,142,261,54.4,2,2.1,2.2,-0.1,37,102,25,5,118,22,4.0,79,19.75,62,6,4,4,3,0,6,1.5,4,1,0,1,0,0,22,4.0,47,32,23,20,4,23,60,38.3,37,34,9,25,23,70,146,3,486346.0,25290000.0,89%
Ligue 1,Angers,20,26.0,32.8,5,55,450,5.0,3,2,5,2,1,1,7,1,5.8,5.1,3.9,9.0,69,103,0.6,0.4,1.0,0.4,0.8,1.17,0.78,1.95,1.01,1.79,20,32.8,5.0,2315,382,1074,939,329,55,2314,67,20,29.9,46,68.7,1071,6122,3104,69,34,19,90,39,1370,103,1,5,5,450,5.0,4,0.8,28,23,85.7,1,2,2,1,20.0,2,0,1,1,100.0,20,26.0,5,450,90,100,5.0,55,82,33,21,20,24,1.0,3,4,-1,-0.2,5.8,7.7,-1.8,-0.36,20,5.0,3,40,14,35.0,8.0,2.8,0.05,0.14,16.1,1,1,1,5.8,5.1,0.14,-2.8,-3.1,20,5.0,7,1,0,49,50,9,51,35,66,1,2,0,187,41,41,50.0,20,5.0,1380,1727,79.9,24739,9540,611,680,89.9,585,678,86.3,145,277,52.3,2,3.9,3.0,-1.9,30,70,20,7,103,20,5.0,71,14.2,54,5,2,5,3,2,6,1.2,5,0,0,0,1,0,20,5.0,106,66,70,30,6,54,92,58.7,38,53,18,35,35,141,139,4,137692.0,7160000.0,100%
Ligue 1,Auxerre,22,25.1,43.8,5,55,450,5.0,3,3,6,3,0,1,12,3,5.1,4.4,3.5,7.8,62,137,0.6,0.6,1.2,0.6,1.2,1.01,0.69,1.7,0.88,1.57,22,43.8,5.0,2534,302,918,1091,566,73,2533,76,34,44.7,33,43.4,1390,6357,2969,62,40,17,77,51,1481,134,2,5,5,446,5.0,6,1.21,18,12,66.7,2,0,3,2,40.0,1,0,1,0,100.0,22,25.1,5,450,90,100,5.0,55,83,33,19,15,24,1.2,4,6,-2,-0.4,5.1,7.3,-2.2,-0.44,22,5.0,3,47,18,38.3,9.4,3.6,0.06,0.17,18.5,0,0,1,5.1,4.4,0.09,-2.1,-1.4,22,5.0,12,3,1,68,73,6,74,48,60,0,1,1,197,75,83,47.5,22,5.0,1494,1950,76.6,28118,10220,603,703,85.8,673,781,86.2,184,376,48.9,3,3.5,2.7,-0.5,35,140,24,6,137,22,5.0,82,16.4,67,6,1,5,3,0,6,1.2,6,0,0,0,0,0,22,5.0,106,60,61,35,10,42,77,54.5,35,63,15,48,48,154,135,2,166346.0,8650000.0,95%
Ligue 1,Brest,24,27.3,43.2,5,55,450,5.0,9,7,16,8,1,1,7,2,8.5,7.7,5.4,13.1,54,133,1.8,1.4,3.2,1.6,3.0,1.7,1.07,2.77,1.54,2.61,24,43.2,5.0,2635,303,963,1127,575,98,2634,67,29,43.3,36,53.7,1412,6554,2967,54,44,15,83,47,1541,132,2,5,5,446,5.0,11,2.22,27,16,63.0,1,1,3,0,0.0,1,1,0,0,0.0,24,27.3,5,450,90,100,5.0,55,84,33,20,15,25,0.8,9,11,-2,-0.4,8.5,10.6,-2.1,-0.42,24,5.0,9,76,20,26.3,15.2,4.0,0.11,0.4,17.1,2,1,1,8.5,7.7,0.11,0.5,0.3,24,5.0,7,2,0,61,50,6,77,44,59,1,1,0,222,95,78,54.9,24,5.0,1555,2046,76.0,31037,11874,594,700,84.9,698,827,84.4,233,420,55.5,7,5.4,4.8,1.6,50,126,31,12,133,24,5.0,126,25.2,79,15,5,14,10,3,16,3.2,11,1,2,1,1,0,24,5.0,99,59,43,36,20,56,109,51.4,53,66,23,43,44,143,117,3,220962.0,11490000.0,100%
Ligue 1,Le Havre,22,28.0,47.4,5,55,450,5.0,6,4,10,6,0,1,10,0,7.7,7.0,6.1,13.0,85,161,1.2,0.8,2.0,1.2,2.0,1.55,1.22,2.76,1.39,2.61,22,47.4,5.0,2919,331,955,1359,627,95,2918,61,25,41.0,31,50.8,1674,9000,4381,85,48,11,73,43,1886,158,1,5,5,450,5.0,8,1.6,19,12,68.4,1,1,3,0,0.0,2,2,0,0,0.0,22,28.0,5,450,90,100,5.0,55,82,30,25,17,20,0.8,6,8,-2,-0.4,7.7,6.1,1.7,0.33,22,5.0,6,61,20,32.8,12.2,4.0,0.1,0.3,17.2,2,0,1,7.7,7.0,0.12,-1.7,-1.0,22,5.0,10,0,0,80,55,4,133,39,38,1,2,1,197,75,76,49.7,22,5.0,1893,2381,79.5,35276,11161,708,805,88.0,952,1068,89.1,186,385,48.3,4,6.1,6.0,-2.1,45,125,35,17,161,22,5.0,100,20.0,69,7,3,11,9,1,7,1.4,5,0,0,2,0,0,22,5.0,82,38,38,33,11,40,76,52.6,36,46,10,36,39,121,118,3,121538.0,6320000.0,100%
Ligue 1,Lens,21,27.5,47.2,5,55,450,5.0,8,3,11,6,2,2,7,0,11.3,9.8,6.4,16.2,80,194,1.6,0.6,2.2,1.2,1.8,2.27,1.28,3.55,1.95,3.24,21,47.2,5.0,2934,370,1061,1138,764,147,2932,84,39,46.4,36,42.9,1532,7210,3687,80,52,22,72,39,1848,191,1,5,5,450,5.0,5,1.0,20,15,75.0,3,0,2,1,20.0,0,0,0,0,,21,27.5,5,450,90,100,5.0,55,83,32,23,18,22,1.8,8,5,3,0.6,11.3,7.1,4.3,0.85,21,5.0,8,78,24,30.8,15.6,4.8,0.08,0.25,16.0,2,2,2,11.3,9.8,0.13,-3.3,-3.8,21,5.0,7,0,0,61,63,11,109,62,56,1,0,0,243,59,74,44.4,21,5.0,1868,2310,80.9,32822,11657,862,985,87.5,794,904,87.8,179,309,57.9,3,6.4,5.9,-3.4,55,123,50,12,194,21,5.0,139,27.8,98,11,8,15,4,3,11,2.2,7,0,0,3,1,0,21,5.0,90,56,52,26,12,48,81,59.3,33,74,23,51,62,152,120,3,196538.0,10220000.0,100%
Ligue 1,Lille,24,26.3,58.6,5,55,450,5.0,13,9,22,12,1,2,10,0,11.9,10.4,8.0,18.5,81,227,2.6,1.8,4.4,2.4,4.2,2.39,1.61,4.0,2.09,3.7,24,58.6,5.0,3268,258,960,1504,823,156,3266,84,37,44.0,44,52.4,1853,8686,4608,81,56,22,51,39,2209,225,1,5,5,450,5.0,8,1.6,18,9,55.6,3,1,1,1,20.0,1,0,1,0,100.0,24,26.3,5,450,90,100,5.0,55,81,33,22,23,23,2.0,13,8,5,1.0,11.9,8.7,3.3,0.65,24,5.0,13,83,25,30.1,16.6,5.0,0.14,0.48,16.8,1,1,2,11.9,10.4,0.13,1.1,1.6,24,5.0,10,0,0,61,62,8,104,53,47,1,1,0,218,78,52,60.0,24,5.0,2225,2705,82.3,40598,13445,862,1001,86.1,1123,1251,89.8,198,319,62.1,9,8.0,6.7,1.0,63,178,50,10,227,24,5.0,151,30.2,115,13,6,13,4,0,20,4.0,16,1,1,2,0,0,24,5.0,77,47,30,36,11,39,75,52.0,36,45,9,36,53,130,108,8,413077.0,21480000.0,96%
Ligue 1,Lorient,21,25.3,43.4,5,55,450,5.0,6,5,11,6,0,1,19,1,6.7,5.7,5.2,10.9,87,171,1.2,1.0,2.2,1.2,2.2,1.34,1.04,2.38,1.15,2.19,21,43.4,5.0,2679,283,923,1193,593,99,2678,80,34,42.5,39,48.8,1576,8010,4289,87,57,17,64,42,1770,170,2,5,5,450,5.0,13,2.6,24,11,50.0,1,1,3,1,20.0,3,1,0,2,0.0,21,25.3,5,450,90,100,5.0,55,77,33,21,30,23,0.8,6,13,-7,-1.4,6.7,9.4,-2.7,-0.53,21,5.0,6,52,16,30.8,10.4,3.2,0.12,0.38,16.5,2,0,1,6.7,5.7,0.11,-0.7,0.3,21,5.0,19,1,0,65,75,9,69,51,37,1,3,0,182,54,82,39.7,21,5.0,1780,2160,82.4,31654,11379,809,900,89.9,760,865,87.9,178,301,59.1,5,5.2,3.7,-0.2,33,158,26,5,171,21,5.0,89,17.8,50,9,6,13,9,2,11,2.2,5,1,3,2,0,0,21,5.0,62,37,34,23,5,29,60,48.3,31,45,14,31,51,113,123,2,192692.0,10020000.0,100%
Ligue 1,Lyon,22,26.4,54.6,5,55,450,5.0,7,4,11,7,0,0,9,1,10.0,10.0,7.6,17.5,100,195,1.4,0.8,2.2,1.4,2.2,1.99,1.52,3.51,1.99,3.51,22,54.6,5.0,3121,343,1003,1448,694,118,3121,68,32,47.1,29,42.6,2018,10050,5284,100,70,23,55,34,2213,191,2,5,5,450,5.0,3,0.6,14,12,78.6,4,0,1,4,80.0,0,0,0,0,,22,26.4,5,450,90,100,5.0,55,85,34,20,13,25,2.4,7,3,4,0.8,10.0,5.8,4.2,0.84,22,5.0,7,66,26,39.4,13.2,5.2,0.11,0.27,14.7,2,0,0,10.0,10.0,0.17,-3.0,-3.0,22,5.0,9,1,0,78,63,4,94,37,41,0,0,1,172,51,42,54.8,22,5.0,2231,2609,85.5,37101,12096,1076,1150,93.6,933,1029,90.7,160,302,53.0,4,7.6,5.9,-3.6,50,148,32,10,195,22,5.0,113,22.6,76,11,10,14,2,0,11,2.2,7,0,1,3,0,0,22,5.0,70,41,36,26,8,37,74,50.0,37,61,26,35,37,107,114,5,502692.0,26140000.0,92%
