id_season,team_id,season_name,country,championship_name,team_code,team_logo,attacking_overall__played,attacking_overall__goals,attacking_overall__xg,attacking_overall__goals_vs_xg,attacking_overall__shots,attacking_overall__sot,attacking_overall__conv_pct,attacking_overall__xg_per_shot,attacking_set_pieces__goals,attacking_set_pieces__shots,attacking_set_pieces__xg,attacking_set_pieces__goal_pct,attacking_set_pieces__shot_pct,attacking_set_pieces__xg_pct,attacking_misc__touches_in_box,attacking_misc__hit_post,attacking_misc__offsides,attacking_misc__penalties__total,attacking_misc__penalties__goals,attacking_misc__free_kicks__total,attacking_misc__free_kicks__goals,attacking_misc__headers__total,attacking_misc__headers__goals,attacking_misc__fast_breaks__total,attacking_misc__fast_breaks__goals,passing__avg_poss,passing__all_passes__pct,passing__final_third_passes__successful,passing__final_third_passes__pct,passing__pass_direction__fwd,passing__pass_direction__bwd,passing__pass_direction__left,passing__pass_direction__right,passing__crosses__total,passing__crosses__successful,passing__crosses__pct,passing__through_balls,pressing__pressed_seqs,pressing__ppda,pressing__start_distance_m,pressing__total,pressing__high_turnovers__shot_ending,pressing__high_turnovers__goal_ending,pressing__high_turnovers__pct_end_in_shot,sequences__ten_plus_passes,sequences__direct_speed,sequences__passes_per_seq,sequences__sequence_time,sequences__build_ups__total,sequences__build_ups__goals,sequences__direct_attacks__total,sequences__direct_attacks__goals,misc.__subs_used,misc.__subs_goals,misc.__errors_lead_to_shot,misc.__errors_lead_to_goal,misc.__fouled,misc.__yellows,misc.__reds,misc.__pens_won,misc.__fouls,misc.__opp_yellows,misc.__opp_reds,misc.__pens_conceded,defending_overall__goals,defending_overall__xg,defending_overall__goals_vs_xg,defending_overall__shots,defending_overall__sot,defending_overall__conv_pct,defending_overall__xg_per_shot,defending_overall__shots_in_box_pct,defending_overall__goals_in_box_pct,defending_set_pieces__goals,defending_set_pieces__shots,defending_set_pieces__xg,defending_set_pieces__goal_pct,defending_set_pieces__shot_pct,defending_set_pieces__xg_pct,defending_defensive_actions__avg_poss,defending_defensive_actions__tackles,defending_defensive_actions__interceptions,defending_defensive_actions__recoveries,defending_defensive_actions__blocks,defending_defensive_actions__clearances,defending_defensive_actions__ground_duels_won,defending_defensive_actions__aerial_duels_won,defending_misc__touches_in_box,defending_misc__hit_post,defending_misc__offsides,defending_misc__penalties__total,defending_misc__penalties__goals,defending_misc__free_kicks__total,defending_misc__free_kicks__goals,defending_misc__headers__total,defending_misc__headers__goals,defending_misc__fast_breaks__total,defending_misc__fast_breaks__goals
4,36,2024/25,Angleterre,Premier League,Brighton,https://omo.akamai.opta.net/image.php?secure=true&h=omo.akamai.opta.net&sport=football&entity=team&description=badges&dimensions=150&id=e5p0ehyguld7egzhiedpdnc3w,4,1.0,1.71,-0.71,10.25,4.25,9.76,0.17,0.0,1.75,0.15,0.0,17.07,9.03,25.0,0.5,2.5,0.75,0.5,0.0,0.0,1.25,0.25,1.0,0.0,48.1,81.8,63.75,63.4,33.6,15.7,23.7,27.1,7.75,1.75,22.6,0.75,11.5,9.5,43.1,7.75,2.0,0.0,25.81,8.75,1.82,3.37,9.5,2.0,0.0,1.0,0.0,4.75,0.5,0.25,0.0,12.5,3.0,0.0,0.75,14.0,3.25,0.0,0.25,1.5,1.41,0.1,10.75,3.25,13.95,0.13,60.47,66.67,0.25,2.75,0.24,16.67,25.58,17.05,48.1,18,7,48,2,24,50.2,40.0,22.25,0.0,0.75,0.25,0.25,0.5,0.0,2.25,0.0,0.75,0.0
4,3,2024/25,Angleterre,Premier League,Arsenal,https://omo.akamai.opta.net/image.php?secure=true&h=omo.akamai.opta.net&sport=football&entity=team&description=badges&dimensions=150&id=4dsgumo7d4zupm2ugsvm4zm4d,4,2.25,1.63,0.62,13.5,3.5,16.67,0.12,1.25,5.5,0.79,55.56,40.74,48.64,30.25,0.25,1.0,0.25,0.25,0.5,0.0,2.25,0.75,0.0,0.0,51.9,85.3,78.0,69.5,30.4,14.1,27.7,27.7,10.25,2.25,21.9,2.5,9.25,11.6,44.4,7.0,0.75,0.25,10.71,13.25,1.69,3.88,11.84,3.0,0.0,2.0,0.0,4.75,0.0,0.25,0.0,9.75,1.75,0.0,0.25,11.0,1.5,0.0,0.0,0.25,0.6,-0.35,9.75,3.0,2.56,0.06,61.54,0.0,0.25,1.75,0.1,100.0,17.95,17.44,51.9,14,6,44,5,18,50.2,50.5,18.0,0.25,0.5,0.0,0.0,0.5,0.25,1.25,0.0,1.5,0.0
4,11,2024/25,Angleterre,Premier League,Everton,https://omo.akamai.opta.net/image.php?secure=true&h=omo.akamai.opta.net&sport=football&entity=team&description=badges&dimensions=150&id=ehd2iemqmschhj2ec0vayztzz,4,1.25,1.6,-0.35,12.0,2.5,10.42,0.13,0.25,6.0,0.78,20.0,50.0,48.42,25.25,0.25,1.25,0.0,0.0,0.25,0.0,3.25,0.25,0.75,0.0,44.4,77.5,80.0,66.3,36.6,18.2,22.8,22.4,9.25,2.5,27.0,2.0,11.0,14.8,42.2,5.5,1.0,0.25,18.18,6.0,1.46,2.98,8.47,0.5,0.0,1.0,0.0,3.0,0.0,1.5,0.25,12.75,2.5,0.0,0.0,9.5,1.5,0.0,0.5,0.75,1.55,-0.8,13.25,3.0,5.66,0.12,52.83,100.0,0.0,3.25,0.2,0.0,24.53,12.7,44.4,18,8,45,6,28,54.5,59.9,21.75,0.25,2.75,0.5,0.25,0.25,0.0,1.5,0.0,0.0,0.0
4,31,2024/25,Angleterre,Premier League,Crystal Palace,https://omo.akamai.opta.net/image.php?secure=true&h=omo.akamai.opta.net&sport=football&entity=team&description=badges&dimensions=150&id=1c8m2ko0wxq1asfkuykurdr0y,4,1.0,1.54,-0.55,9.75,4.5,10.26,0.16,0.25,4.0,0.38,25.0,41.03,24.75,16.0,0.25,1.0,0.25,0.25,0.0,0.0,2.25,0.25,0.25,0.0,42.0,80.6,56.5,62.4,34.5,13.1,26.2,26.1,11.5,2.75,23.9,2.75,8.75,14.6,40.1,4.75,0.5,0.0,10.53,8.25,1.98,3.54,9.34,1.25,0.0,1.25,0.0,2.75,0.0,0.75,0.0,8.75,2.5,0.0,0.25,10.5,2.0,0.0,0.0,0.25,1.01,-0.76,11.75,2.0,2.13,0.09,72.34,100.0,0.0,3.5,0.2,0.0,29.79,19.69,42.0,18,8,42,4,31,49.2,47.4,22.0,0.25,1.0,0.0,0.0,0.25,0.0,1.75,0.0,1.0,0.0
4,14,2024/25,Angleterre,Premier League,Liverpool,https://omo.akamai.opta.net/image.php?secure=true&h=omo.akamai.opta.net&sport=football&entity=team&description=badges&dimensions=150&id=c8h9bw1l82s06h77xxrelzhur,4,2.25,1.52,0.73,15.0,5.25,15.0,0.1,0.25,3.25,0.34,11.11,21.67,22.59,31.25,0.0,1.0,0.25,0.25,0.5,0.25,2.0,0.0,1.25,0.5,64.4,84.7,124.0,77.0,32.6,14.0,27.5,25.9,14.5,3.0,20.7,1.75,10.5,10.1,42.4,5.0,0.75,0.25,15.0,14.75,1.92,4.09,11.28,4.75,0.5,2.0,0.25,4.75,0.5,0.75,0.5,11.0,2.0,0.0,0.25,8.75,1.5,0.5,0.0,1.0,0.82,0.17,8.5,1.75,11.76,0.1,73.53,75.0,0.5,3.75,0.19,50.0,44.12,23.21,64.4,13,5,42,3,31,51.6,58.7,21.5,0.0,1.25,0.0,0.0,0.75,0.0,2.5,0.25,1.0,0.5
4,91,2024/25,Angleterre,Premier League,Bournemouth,https://omo.akamai.opta.net/image.php?secure=true&h=omo.akamai.opta.net&sport=football&entity=team&description=badges&dimensions=150&id=1pse9ta7a45pi2w2grjim70ge,4,1.5,1.5,-0.01,14.25,4.5,10.53,0.11,0.0,5.0,0.34,0.0,35.09,22.93,28.75,0.5,2.0,0.25,0.25,1.5,0.0,2.25,0.0,1.0,0.5,46.9,77.6,77.75,64.4,38.8,16.2,22.1,23.0,13.25,3.5,26.4,1.0,12.25,9.8,43.3,7.25,1.5,0.25,20.69,6.25,1.81,2.83,7.3,2.0,0.0,2.25,0.5,4.75,0.0,0.25,0.25,12.25,3.0,0.0,0.25,13.0,2.75,0.25,0.0,1.25,0.87,0.38,9.0,3.5,13.89,0.1,72.22,100.0,0.0,3.0,0.2,0.0,33.33,22.94,46.9,20,7,49,2,36,50.0,42.5,23.0,0.0,1.5,0.0,0.0,0.25,0.0,1.5,0.25,0.5,0.25
4,94,2024/25,Angleterre,Premier League,Brentford,https://omo.akamai.opta.net/image.php?secure=true&h=omo.akamai.opta.net&sport=football&entity=team&description=badges&dimensions=150&id=7yx5dqhhphyvfisohikodajhv,4,1.25,1.33,-0.08,8.25,3.25,15.15,0.16,0.25,4.0,0.38,20.0,48.48,28.17,19.5,0.0,1.0,0.5,0.25,0.0,0.0,3.25,0.25,0.75,0.25,37.3,77.2,39.0,56.5,39.7,15.2,23.1,22.0,11.0,3.0,27.3,1.0,8.5,13.8,38.5,5.25,0.75,0.0,14.29,5.75,2.0,2.72,7.53,0.75,0.0,1.0,0.25,4.25,0.25,0.5,0.25,8.25,2.0,0.0,0.5,12.25,2.0,0.0,0.25,1.75,1.45,0.3,14.0,4.0,12.5,0.1,66.07,85.71,0.25,4.25,0.19,14.29,30.36,13.3,37.3,19,7,45,5,35,50.7,44.0,30.5,0.0,1.5,0.25,0.25,0.25,0.0,1.75,0.5,1.0,0.25
4,6,2024/25,Angleterre,Premier League,Tottenham,https://omo.akamai.opta.net/image.php?secure=true&h=omo.akamai.opta.net&sport=football&entity=team&description=badges&dimensions=150&id=22doj4sgsocqpxw45h607udje,4,2.0,1.23,0.77,11.75,4.25,17.02,0.1,0.5,4.5,0.38,25.0,38.3,31.27,26.75,0.0,1.75,0.0,0.0,0.25,0.0,3.5,0.5,0.5,0.0,57.8,84.7,77.25,68.7,30.2,15.9,26.7,27.2,16.75,3.75,22.4,0.5,10.0,10.6,39.3,4.25,0.25,0.0,5.88,12.75,1.76,3.74,10.61,2.25,0.0,0.75,0.0,4.5,0.0,0.75,0.0,8.75,1.75,0.0,0.0,12.25,1.25,0.25,0.0,0.25,1.17,-0.92,12.75,4.5,1.96,0.09,66.67,100.0,0.0,5.0,0.39,0.0,39.22,32.87,57.8,17,4,46,3,24,49.8,44.7,24.5,0.0,1.75,0.0,0.0,0.5,0.0,2.5,0.0,0.25,0.0
4,4,2024/25,Angleterre,Premier League,Newcastle,https://omo.akamai.opta.net/image.php?secure=true&h=omo.akamai.opta.net&sport=football&entity=team&description=badges&dimensions=150&id=7vn2i2kd35zuetw6b38gw9jsz,4,0.75,1.11,-0.36,12.5,3.0,6.0,0.09,0.5,4.5,0.39,66.67,36.0,34.81,25.25,0.25,0.5,0.0,0.0,0.25,0.0,2.25,0.5,0.75,0.0,52.8,80.9,96.5,68.1,35.7,14.6,23.7,26.0,17.5,3.25,18.6,2.25,14.25,11.2,42.4,7.75,1.5,0.0,19.36,7.25,2.0,3.36,8.6,1.75,0.0,1.5,0.0,4.0,0.25,0.5,0.0,13.75,1.25,0.25,0.0,12.75,2.25,0.25,0.0,0.75,0.52,0.23,6.5,2.75,11.54,0.08,65.38,66.67,0.0,1.5,0.05,0.0,23.08,9.86,52.8,11,9,51,2,17,45.8,58.8,18.0,0.0,0.75,0.0,0.0,0.5,0.0,1.0,0.0,1.0,0.25
4,54,2024/25,Angleterre,Premier League,Fulham,https://omo.akamai.opta.net/image.php?secure=true&h=omo.akamai.opta.net&sport=football&entity=team&description=badges&dimensions=150&id=hzqh7z0mdl3v7gwete66syxp,4,0.75,1.1,-0.35,9.0,3.0,8.33,0.12,0.25,3.25,0.42,33.33,36.11,38.05,21.75,0.0,1.5,0.0,0.0,0.5,0.0,2.5,0.0,0.0,0.0,50.7,83.2,82.75,71.5,33.3,16.7,24.5,25.5,14.75,3.0,20.3,1.25,10.75,11.9,41.8,5.75,0.5,0.0,8.7,8.0,1.67,3.68,10.09,1.75,0.0,0.25,0.0,4.75,0.5,0.5,0.0,12.75,1.75,0.0,0.0,15.5,2.0,0.0,0.75,1.0,1.56,-0.56,10.75,4.0,9.3,0.14,72.09,100.0,0.25,3.5,0.45,25.0,32.56,28.96,50.7,20,6,41,3,21,48.8,43.5,24.5,0.5,2.5,0.75,0.5,0.0,0.0,2.25,0.25,1.25,0.0
4,21,2024/25,Angleterre,Premier League,West Ham,https://omo.akamai.opta.net/image.php?secure=true&h=omo.akamai.opta.net&sport=football&entity=team&description=badges&dimensions=150&id=4txjdaqveermfryvbfrr4taf7,4,1.0,1.08,-0.08,10.75,5.0,9.3,0.1,0.0,4.5,0.24,0.0,41.86,22.77,18.75,0.0,1.0,0.25,0.25,0.25,0.0,3.75,0.25,0.5,0.25,45.3,83.2,76.25,70.4,33.6,17.0,23.9,25.4,10.75,3.0,27.9,0.75,7.25,19.0,41.2,4.0,0.5,0.0,12.5,10.25,1.61,3.79,9.86,2.25,0.0,0.75,0.25,3.25,0.25,0.5,0.25,9.0,0.25,0.25,0.25,7.75,0.5,0.0,0.0,2.75,1.38,1.37,11.75,5.0,23.4,0.12,80.85,100.0,1.5,4.75,0.5,54.55,40.43,36.01,45.3,13,6,40,3,30,48.7,52.9,26.75,0.0,1.5,0.0,0.0,0.0,0.0,4.0,1.25,0.75,0.25
4,2,2024/25,Angleterre,Premier League,Leeds,https://omo.akamai.opta.net/image.php?secure=true&h=omo.akamai.opta.net&sport=football&entity=team&description=badges&dimensions=150&id=48gk2hpqtsl6p9sx9kjhaydq4,4,0.25,0.94,-0.69,11.0,2.0,2.27,0.09,0.0,2.75,0.19,0.0,25.0,20.48,18.5,0.25,1.25,0.25,0.25,0.25,0.0,1.25,0.0,0.5,0.0,44.0,80.2,64.25,68.0,33.6,17.0,24.1,25.3,10.25,1.75,17.1,0.0,9.5,17.0,41.9,5.75,1.0,0.0,17.39,9.75,1.82,3.37,8.85,1.75,0.0,1.25,0.0,4.5,0.25,0.25,0.0,12.5,1.25,0.0,0.25,10.5,1.0,0.0,0.25,1.5,1.25,0.25,9.5,2.75,15.79,0.13,65.79,100.0,0.5,3.5,0.51,33.33,36.84,40.82,44.0,17,9,43,3,25,50.8,46.3,17.75,0.0,0.75,0.25,0.25,0.5,0.0,1.75,0.25,0.0,0.0
4,17,2024/25,Angleterre,Premier League,Nottm Forest,https://omo.akamai.opta.net/image.php?secure=true&h=omo.akamai.opta.net&sport=football&entity=team&description=badges&dimensions=150&id=1qtaiy11gswx327s0vkibf70n,4,1.0,0.92,0.08,9.0,2.5,11.11,0.1,0.25,1.25,0.06,25.0,13.89,5.9,22.0,0.5,1.0,0.0,0.0,0.0,0.0,1.25,0.25,1.75,0.25,54.1,85.3,106.5,74.0,31.9,18.3,25.5,24.2,19.25,2.75,14.3,2.0,9.5,12.2,42.0,6.25,0.0,0.0,0.0,14.75,1.8,3.97,10.59,4.25,0.25,1.75,0.0,4.25,0.0,1.25,0.25,9.5,1.25,0.0,0.0,10.0,1.5,0.0,0.5,2.0,1.71,0.29,11.5,5.0,17.39,0.15,78.26,75.0,0.5,4.5,0.39,25.0,39.13,22.71,54.1,14,9,46,2,19,45.6,53.2,24.0,0.5,1.0,0.5,0.5,0.0,0.0,4.0,0.5,0.5,0.25
4,56,2024/25,Angleterre,Premier League,Sunderland,https://omo.akamai.opta.net/image.php?secure=true&h=omo.akamai.opta.net&sport=football&entity=team&description=badges&dimensions=150&id=1r3545b2dzan8yqa80gtmcjch,4,1.25,0.86,0.39,9.25,2.25,13.51,0.09,0.25,4.0,0.27,20.0,43.24,31.18,16.25,0.0,1.0,0.25,0.25,0.0,0.0,1.75,0.75,0.5,0.25,48.4,82.0,79.5,66.8,34.9,16.7,25.6,22.9,15.25,3.25,21.3,1.5,11.0,14.4,41.6,5.25,1.0,0.0,19.05,11.75,1.64,3.67,10.01,1.25,0.25,0.5,0.25,3.75,0.5,0.25,0.0,9.5,1.25,0.0,0.25,7.5,1.0,0.0,0.25,0.75,1.13,-0.38,10.0,4.0,7.5,0.11,60.0,100.0,0.0,4.0,0.17,0.0,40.0,15.43,48.4,18,8,40,3,32,55.0,54.0,20.0,0.25,0.75,0.25,0.0,0.0,0.0,2.75,0.25,0.25,0.25
4,90,2024/25,Angleterre,Premier League,Burnley,https://omo.akamai.opta.net/image.php?secure=true&h=omo.akamai.opta.net&sport=football&entity=team&description=badges&dimensions=150&id=64bxxwu2mv2qqlv0monbkj1om,4,1.0,0.82,0.18,7.5,2.25,13.33,0.11,0.25,3.0,0.21,25.0,40.0,25.25,15.5,0.25,2.0,0.0,0.0,0.5,0.0,0.75,0.0,0.75,0.25,33.0,71.7,52.25,59.2,40.6,15.5,22.5,21.4,7.25,1.5,20.7,1.25,12.0,15.3,39.1,4.0,0.75,0.0,18.75,5.25,2.14,2.67,6.48,1.0,0.25,1.0,0.25,4.5,0.0,0.0,0.0,8.75,1.25,0.25,0.0,8.0,1.0,0.0,0.5,1.75,2.34,-0.59,19.5,4.25,8.97,0.12,65.38,100.0,0.0,4.75,0.61,0.0,24.36,26.23,33.0,16,10,39,6,35,48.9,45.8,34.25,0.5,1.0,0.5,0.5,0.25,0.0,3.75,0.0,0.75,0.0
4,7,2024/25,Angleterre,Premier League,Aston Villa,https://omo.akamai.opta.net/image.php?secure=true&h=omo.akamai.opta.net&sport=football&entity=team&description=badges&dimensions=150&id=b496gs285it6bheuikox6z9mj,4,0.0,0.77,-0.77,10.0,2.5,0.0,0.08,0.0,3.75,0.17,0.0,37.5,21.52,21.25,0.0,1.0,0.0,0.0,0.25,0.0,2.0,0.0,0.75,0.0,56.6,84.4,93.75,72.1,29.2,13.7,28.1,29.0,14.75,3.0,20.3,2.25,9.75,11.8,40.8,6.25,0.5,0.0,8.0,9.75,1.79,3.42,9.56,1.25,0.0,1.5,0.0,3.75,0.0,0.25,0.0,12.75,2.0,0.25,0.0,11.0,2.0,0.0,0.25,1.0,1.84,-0.84,12.75,2.75,7.84,0.14,70.59,100.0,0.25,5.25,0.47,25.0,41.18,25.77,56.6,13,7,44,5,17,45.2,45.0,29.5,0.0,1.5,0.25,0.25,0.0,0.0,2.75,0.25,1.5,0.0
4,39,2024/25,Angleterre,Premier League,Wolves,https://omo.akamai.opta.net/image.php?secure=true&h=omo.akamai.opta.net&sport=football&entity=team&description=badges&dimensions=150&id=b9si1jn1lfxfund69e9ogcu2n,4,0.5,0.66,-0.16,8.75,2.75,5.71,0.07,0.0,2.25,0.14,0.0,25.71,20.61,19.25,0.0,2.0,0.0,0.0,0.5,0.0,1.25,0.0,0.0,0.0,46.1,78.5,59.0,61.8,33.5,17.4,24.1,25.1,13.25,4.5,34.0,1.75,7.25,10.9,39.1,5.5,1.0,0.0,18.18,4.25,1.42,3.19,8.86,0.5,0.0,1.75,0.0,5.0,0.25,1.0,0.5,9.5,2.25,0.25,0.0,15.25,1.5,0.0,0.0,2.25,1.81,0.44,13.75,4.0,16.36,0.13,56.36,88.89,0.25,5.0,0.71,11.11,36.36,39.38,46.1,21,10,47,5,26,48.6,46.2,27.25,0.5,1.0,0.0,0.0,0.75,0.0,2.25,0.5,0.75,0.25
5,459,2024/25,Italie,Serie A,Napoli,https://omo.akamai.opta.net/image.php?secure=true&h=omo.akamai.opta.net&sport=football&entity=team&description=badges&dimensions=150&id=gi0l1habji5hpgar77dl5jqe,3,2.0,2.02,-0.02,15.67,6.33,12.77,0.13,1.0,4.67,0.83,50.0,29.79,40.87,25.33,1.33,1.0,0.33,0.33,0.67,0.33,1.33,0.33,0.0,0.0,59.0,88.1,96.33,74.7,26.2,14.4,28.1,31.2,14.0,2.33,16.7,3.67,9.67,10.9,43.8,5.0,1.0,0.0,20.0,18.67,1.79,4.81,12.9,4.0,0.0,0.33,0.0,4.67,0.0,0.67,0.0,14.0,1.0,0.0,0.33,15.33,0.67,0.33,0.0,0.33,0.85,-0.52,12.0,2.0,2.78,0.07,55.56,100.0,0.33,2.0,0.12,100.0,16.67,14.13,59.0,11,6,42,3,16,46.5,54.8,16.67,0.0,0.33,0.0,0.0,0.67,0.0,2.67,0.0,2.67,0.0
5,2174,2024/25,Italie,Serie A,Cremonese,https://omo.akamai.opta.net/image.php?secure=true&h=omo.akamai.opta.net&sport=football&entity=team&description=badges&dimensions=150&id=af91jdcs6x0bqkmdb78rokod2,2,2.5,1.76,0.74,7.5,4.5,33.33,0.23,1.0,1.5,0.14,40.0,20.0,7.64,11.0,0.0,0.5,0.5,0.5,0.5,0.0,1.5,1.0,0.5,0.0,39.1,78.5,43.0,57.3,40.1,15.2,21.3,23.5,11.5,2.0,17.4,0.0,6.0,15.9,36.9,3.5,1.0,0.5,28.57,4.5,1.61,3.18,8.38,0.5,0.0,1.0,0.0,5.0,0.5,0.5,0.0,12.5,3.0,0.0,0.5,12.5,1.5,0.0,0.5,1.5,1.62,-0.12,16.5,6.0,9.09,0.1,66.67,100.0,0.0,5.0,0.34,0.0,30.3,20.55,39.1,18,6,37,6,27,53.4,47.2,35.5,0.0,1.5,0.5,0.5,0.5,0.0,2.0,0.5,0.0,0.0
5,129,2024/25,Italie,Serie A,Lazio,https://omo.akamai.opta.net/image.php?secure=true&h=omo.akamai.opta.net&sport=football&entity=team&description=badges&dimensions=150&id=btcy9nra9ak4m22ovr2ia6m5v,3,1.33,1.72,-0.38,13.33,3.33,10.0,0.13,0.33,4.0,0.44,25.0,30.0,25.87,22.0,0.0,1.0,0.0,0.0,0.33,0.0,2.67,0.33,0.67,0.0,55.2,88.5,97.33,76.2,33.4,17.8,23.7,25.1,9.33,1.33,14.3,2.33,9.0,12.0,40.1,6.33,1.0,0.0,15.79,16.33,1.47,4.54,11.74,3.0,0.33,0.0,0.0,5.0,0.33,2.0,0.0,16.33,2.0,0.0,0.0,10.0,2.67,0.0,0.0,1.0,1.13,-0.13,13.67,4.33,7.32,0.08,68.29,66.67,0.67,2.67,0.4,66.67,19.51,35.3,55.2,15,11,42,3,13,49.1,52.7,24.67,0.67,0.33,0.0,0.0,0.33,0.33,1.67,0.0,0.67,0.0
5,456,2024/25,Italie,Serie A,Atalanta,https://omo.akamai.opta.net/image.php?secure=true&h=omo.akamai.opta.net&sport=football&entity=team&description=badges&dimensions=150&id=e75syeuawg3ql8nwpi3vr2btz,3,2.0,1.61,0.39,17.0,5.67,11.76,0.1,0.67,4.67,0.32,33.33,27.45,19.75,34.33,1.0,2.33,0.0,0.0,0.33,0.0,3.0,0.33,1.67,0.0,58.7,84.1,93.33,72.3,32.8,12.8,28.0,26.3,15.0,4.0,26.7,1.0,9.33,11.7,39.8,3.67,0.67,0.0,18.18,11.33,1.92,3.83,10.53,3.67,0.33,3.33,0.0,4.67,0.0,0.33,0.0,8.0,1.33,0.0,0.0,11.0,0.67,0.0,0.0,1.0,0.59,0.41,10.0,2.67,10.0,0.06,46.67,66.67,0.33,3.67,0.34,33.33,36.67,57.54,58.7,16,6,48,3,31,55.6,47.3,16.67,0.0,1.33,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
5,120,2024/25,Italie,Serie A,Milan,https://omo.akamai.opta.net/image.php?secure=true&h=omo.akamai.opta.net&sport=football&entity=team&description=badges&dimensions=150&id=9dntj5dioj5ex52yrgwzxrq9l,3,1.33,1.59,-0.25,17.33,5.0,7.69,0.09,0.33,5.0,0.4,25.0,28.85,25.46,35.67,2.0,2.33,0.0,0.0,0.0,0.0,3.67,0.67,0.67,0.0,52.7,87.9,100.0,77.5,29.0,14.4,28.3,28.3,9.33,2.67,28.6,3.33,6.67,17.6,42.0,5.33,1.0,0.0,18.75,11.67,1.51,4.27,11.91,2.33,0.0,2.33,0.33,3.67,0.33,0.67,0.0,13.33,1.33,0.0,0.0,11.33,2.33,0.0,0.0,0.67,0.22,0.44,5.33,1.67,12.5,0.04,75.0,100.0,0.33,1.33,0.05,50.0,25.0,24.59,52.7,13,6,41,3,20,53.1,48.5,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.33,0.33,0.0,0.0
5,127,2024/25,Italie,Serie A,Inter,https://omo.akamai.opta.net/image.php?secure=true&h=omo.akamai.opta.net&sport=football&entity=team&description=badges&dimensions=150&id=3vo5mpj7catp66nrwwqiuhuup,3,3.0,1.51,1.49,18.0,5.67,16.67,0.08,0.67,9.0,0.53,22.22,50.0,35.11,37.0,0.0,2.33,0.0,0.0,0.67,0.0,5.33,1.0,0.0,0.0,62.2,89.3,115.67,79.0,25.1,13.4,30.7,30.9,18.67,4.33,23.2,0.67,9.67,9.9,44.6,5.67,1.67,0.67,29.41,19.33,1.76,4.84,12.9,5.67,0.0,1.0,0.0,5.0,0.33,1.0,0.0,8.33,0.67,0.0,0.0,12.67,1.67,0.0,0.33,2.0,0.94,1.06,11.33,4.33,17.65,0.08,50.0,50.0,0.67,2.33,0.17,33.33,20.59,18.08,62.2,12,6,38,4,17,46.7,59.3,14.67,0.0,0.67,0.33,0.33,0.33,0.0,1.67,0.33,0.67,0.33
5,125,2024/25,Italie,Serie A,Fiorentina,https://omo.akamai.opta.net/image.php?secure=true&h=omo.akamai.opta.net&sport=football&entity=team&description=badges&dimensions=150&id=4raiad4l2j5lkfaz92pk4osb,3,0.67,1.46,-0.79,13.0,2.67,5.13,0.11,0.33,4.33,0.72,50.0,33.33,49.59,20.67,0.0,1.67,0.0,0.0,0.33,0.0,3.67,0.33,1.33,0.0,54.1,82.7,55.33,60.6,30.7,14.9,25.2,29.1,9.67,3.67,37.9,1.67,7.67,11.1,42.4,4.33,0.67,0.0,15.38,8.0,1.68,3.68,10.07,0.67,0.0,1.0,0.0,5.0,0.33,0.33,0.33,17.33,1.33,0.0,0.0,13.33,2.0,0.0,0.33,1.33,1.81,-0.48,11.67,6.33,11.43,0.16,77.14,100.0,0.67,4.33,0.78,50.0,37.14,42.86,54.1,14,7,41,3,18,54.6,50.5,24.33,0.33,1.0,0.33,0.33,0.33,0.0,2.0,0.33,0.67,0.0
5,128,2024/25,Italie,Serie A,Juventus,https://omo.akamai.opta.net/image.php?secure=true&h=omo.akamai.opta.net&sport=football&entity=team&description=badges&dimensions=150&id=bqbbqm98ud8obe45ds9ohgyrd,3,2.33,1.35,0.98,16.67,5.0,14.0,0.08,1.33,3.67,0.32,57.14,22.0,23.79,23.33,0.33,1.0,0.0,0.0,0.0,0.0,3.33,0.67,0.67,0.33,53.8,84.3,97.0,78.7,30.9,15.1,25.4,28.6,9.67,2.33,24.1,1.67,11.0,9.0,44.3,6.67,2.0,0.0,30.0,10.67,1.53,3.76,10.62,2.33,0.0,0.33,0.0,5.0,1.0,0.67,0.0,11.67,1.67,0.33,0.0,12.67,1.33,0.0,0.0,1.0,0.71,0.29,12.0,2.33,8.33,0.06,50.0,33.33,0.33,5.0,0.23,33.33,41.67,32.99,53.8,19,8,42,4,26,54.7,49.5,19.0,0.33,0.33,0.0,0.0,0.33,0.0,2.33,0.33,0.67,0.0
5,121,2024/25,Italie,Serie A,Roma,https://omo.akamai.opta.net/image.php?secure=true&h=omo.akamai.opta.net&sport=football&entity=team&description=badges&dimensions=150&id=2tk2l9sgktwc9jhzqdd4mpdtb,3,0.67,1.16,-0.5,15.33,4.67,4.35,0.08,0.0,5.0,0.25,0.0,32.61,21.45,29.67,0.33,1.0,0.0,0.0,1.0,0.0,4.0,0.0,2.0,0.0,64.2,85.4,125.33,76.9,29.5,14.8,26.5,29.3,15.33,3.0,19.6,0.67,14.0,8.5,45.6,8.67,1.0,0.0,11.54,11.0,1.6,4.0,10.62,1.0,0.0,1.33,0.0,4.67,0.0,0.0,0.0,14.67,1.33,0.0,0.0,11.67,2.0,0.0,0.0,0.33,0.6,-0.26,8.33,3.0,4.0,0.07,48.0,0.0,0.0,2.0,0.19,0.0,24.0,31.78,64.2,14,8,53,1,17,49.8,51.0,9.0,0.33,2.33,0.0,0.0,0.0,0.0,2.33,0.0,1.0,0.33
