Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,G+A-PK,xG+xAG,Rk_stats_shooting,Nation_stats_shooting,Pos_stats_shooting,Comp_stats_shooting,Age_stats_shooting,Born_stats_shooting,90s_stats_shooting,Gls_stats_shooting,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK_stats_shooting,PKatt_stats_shooting,xG_stats_shooting,npxG_stats_shooting,npxG/Sh,G-xG,np:G-xG,Rk_stats_passing,Nation_stats_passing,Pos_stats_passing,Comp_stats_passing,Age_stats_passing,Born_stats_passing,90s_stats_passing,Cmp,Att,Cmp%,TotDist,PrgDist,Ast_stats_passing,xAG_stats_passing,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP_stats_passing,Rk_stats_passing_types,Nation_stats_passing_types,Pos_stats_passing_types,Comp_stats_passing_types,Age_stats_passing_types,Born_stats_passing_types,90s_stats_passing_types,Att_stats_passing_types,Live,Dead,FK_stats_passing_types,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp_stats_passing_types,Off,Blocks,Rk_stats_gca,Nation_stats_gca,Pos_stats_gca,Comp_stats_gca,Age_stats_gca,Born_stats_gca,90s_stats_gca,SCA,SCA90,PassLive,PassDead,TO,Sh_stats_gca,Fld,Def,GCA,GCA90,Rk_stats_defense,Nation_stats_defense,Pos_stats_defense,Comp_stats_defense,Age_stats_defense,Born_stats_defense,90s_stats_defense,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Att_stats_defense,Tkl%,Lost,Blocks_stats_defense,Sh_stats_defense,Pass,Int,Tkl+Int,Clr,Err,Rk_stats_possession,Nation_stats_possession,Pos_stats_possession,Comp_stats_possession,Age_stats_possession,Born_stats_possession,90s_stats_possession,Touches,Def Pen,Def 3rd_stats_possession,Mid 3rd_stats_possession,Att 3rd_stats_possession,Att Pen,Live_stats_possession,Att_stats_possession,Succ,Succ%,Tkld,Tkld%,Carries,TotDist_stats_possession,PrgDist_stats_possession,PrgC_stats_possession,1/3_stats_possession,CPA,Mis,Dis,Rec,PrgR_stats_possession,Rk_stats_playing_time,Nation_stats_playing_time,Pos_stats_playing_time,Comp_stats_playing_time,Age_stats_playing_time,Born_stats_playing_time,MP_stats_playing_time,Min_stats_playing_time,Mn/MP,Min%,90s_stats_playing_time,Starts_stats_playing_time,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,Rk_stats_misc,Nation_stats_misc,Pos_stats_misc,Comp_stats_misc,Age_stats_misc,Born_stats_misc,90s_stats_misc,CrdY_stats_misc,CrdR_stats_misc,2CrdY,Fls,Fld_stats_misc,Off_stats_misc,Crs_stats_misc,Int_stats_misc,TklW_stats_misc,PKwon,PKcon,OG,Recov,Won,Lost_stats_misc,Won%,Rk_stats_keeper,Nation_stats_keeper,Pos_stats_keeper,Comp_stats_keeper,Age_stats_keeper,Born_stats_keeper,MP_stats_keeper,Starts_stats_keeper,Min_stats_keeper,90s_stats_keeper,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm,Rk_stats_keeper_adv,Nation_stats_keeper_adv,Pos_stats_keeper_adv,Comp_stats_keeper_adv,Age_stats_keeper_adv,Born_stats_keeper_adv,90s_stats_keeper_adv,GA_stats_keeper_adv,PKA_stats_keeper_adv,FK_stats_keeper_adv,CK_stats_keeper_adv,OG_stats_keeper_adv,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp_stats_keeper_adv,Att_stats_keeper_adv,Cmp%_stats_keeper_adv,Att (GK),Thr,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Gls_per90,Ast_per90,G+A_per90,G-PK_per90,PK_per90,CrdY_per90,CrdR_per90,npxG_per90,xAG_per90,PrgC_per90,PrgP_per90,PrgR_per90,Sh_per90,SoT_per90,Cmp_per90,1/3_per90,PPA_per90,CrsPA_per90,Sw_per90,Crs_per90,Tkl_per90,Int_per90,Clr_per90,Blocks_stats_defense_per90,Err_per90,Fld_per90,Touches_per90,Succ_per90,Carries_per90,Mis_per90,Dis_per90,Fls_per90,PKwon_per90,PKcon_per90,Recov_per90,GA_per90,SoTA_per90,Saves_per90,PKm_per90,PKsv_per90,Thr_per90,Stp_per90,Won_per90,#OPA_per90,PSxG_per90,G-xG_per90,team_code,passing__avg_poss,Tkl_per90_Padj,Int_per90_Padj,Clr_per90_Padj,Blocks_stats_defense_per90_Padj,Born_year,Player_clean
1343,Zito Luvumbo,ao ANG,"FW,MF",Cagliari,it Serie A,23.0,2002.0,11,1,268,3.0,0,0,0,0,0,0,0,0,0.7,0.7,0.3,1.0,10,2,25,0.0,0.33,1343,ao ANG,"FW,MF",it Serie A,23-309,2002.0,3.0,0,11,5,45.5,3.69,1.68,0.0,0.0,19.8,0,0,0,0.7,0.7,0.06,-0.7,-0.7,1343,ao ANG,"FW,MF",it Serie A,23-309,2002.0,3.0,40,54,74.1,588,144,0,0.3,0.2,-0.3,2,3,2,2,2,1343,ao ANG,"FW,MF",it Serie A,23-309,2002.0,3.0,54,52,2,0,0,0,5,1,0,0,0,0,40,0,4,1343,ao ANG,"FW,MF",it Serie A,23-309,2002.0,3.0,9,3.02,4,0,0,0,4,1,1,0.34,1343,ao ANG,"FW,MF",it Serie A,23-309,2002.0,3.0,1,1,0,0,1,2,0.0,2,1,0,1,1,2,1,0,1343,ao ANG,"FW,MF",it Serie A,23-309,2002.0,3.0,96,0,8,36,56,15,96,15,3,20.0,8,53.3,68,447,246,10,3,6,10,4,70,25,1676,ao ANG,"FW,MF",it Serie A,23-309,2002.0,11,268,24,15.7,3.0,1,55.0,0,10,21.0,3,0.55,4,7,-3,-1.01,-0.82,3.6,5.2,-1.7,-0.56,1343,ao ANG,"FW,MF",it Serie A,23-309,2002.0,3.0,0,0,0,3,16,0,5,1,1,0,0,0,9,1,3,25.0,,,,,,,,,,,,,,,73.11,,,,,31.22,,,,,,,,,,,,,,,,,,,,,,,,,,36.42,,,,6.16,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.1,3.36,0.67,8.4,3.69,1.68,13.43,1.01,0.67,0.67,0.0,1.68,0.34,0.34,0.34,0.34,0.0,1.34,32.24,1.01,22.84,3.36,1.34,1.01,0.0,0.0,3.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,-0.24,Cagliari,45.8,0.31,0.31,0.31,0.31,2002,zito luvumbo
1346,Mathias Løvik,no NOR,DF,Parma,it Serie A,22.0,2003.0,9,5,471,5.2,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.3,9,10,27,0.0,0.05,1346,no NOR,DF,it Serie A,22-037,2003.0,5.2,0,3,0,0.0,0.57,0.0,0.0,,17.8,0,0,0,0.1,0.1,0.05,-0.1,-0.1,1346,no NOR,DF,it Serie A,22-037,2003.0,5.2,119,163,73.0,2073,585,0,0.1,0.2,-0.1,2,7,5,3,10,1346,no NOR,DF,it Serie A,22-037,2003.0,5.2,163,140,23,2,0,0,15,21,0,0,0,0,119,0,3,1346,no NOR,DF,it Serie A,22-037,2003.0,5.2,4,0.76,3,0,0,0,1,0,1,0.19,1346,no NOR,DF,it Serie A,22-037,2003.0,5.2,11,6,6,5,0,13,53.8,6,6,0,6,6,17,9,0,1346,no NOR,DF,it Serie A,22-037,2003.0,5.2,226,15,59,94,75,8,226,13,2,15.4,9,69.2,105,458,201,9,2,2,9,0,124,27,1680,no NOR,DF,it Serie A,22-037,2003.0,9,471,52,27.5,5.2,5,79.0,2,4,19.0,9,1.0,5,8,-3,-0.57,-0.21,6.3,6.1,0.2,0.05,1346,no NOR,DF,it Serie A,22-037,2003.0,5.2,0,0,0,3,2,2,15,6,6,0,0,0,19,3,10,23.1,,,,,,,,,,,,,,,73.11,,,,,31.22,,,,,,,,,,,,,,,,,,,,,,,,,,36.42,,,,6.16,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,1.72,1.91,5.16,0.57,0.0,22.74,1.34,0.96,0.57,0.0,2.87,2.1,1.15,1.72,1.15,0.0,0.19,43.18,0.38,20.06,1.72,0.0,0.57,0.0,0.0,3.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.0,-0.02,Parma,44.3,1.89,1.03,1.54,1.03,2003,mathias løvik
1378,Daniel Maldini,it ITA,MF,Atalanta,it Serie A,24.0,2001.0,9,3,264,2.9,0,0,0,0,0,0,1,0,0.6,0.6,0.5,1.1,13,12,20,0.0,0.36,1378,it ITA,MF,it Serie A,24-093,2001.0,2.9,0,8,2,25.0,2.73,0.68,0.0,0.0,22.7,1,0,0,0.6,0.6,0.07,-0.6,-0.6,1378,it ITA,MF,it Serie A,24-093,2001.0,2.9,76,108,70.4,1006,213,0,0.5,0.6,-0.5,4,7,3,0,12,1378,it ITA,MF,it Serie A,24-093,2001.0,2.9,108,97,10,3,0,1,10,0,6,6,0,0,76,1,2,1378,it ITA,MF,it Serie A,24-093,2001.0,2.9,15,5.09,8,1,4,1,1,0,0,0.0,1378,it ITA,MF,it Serie A,24-093,2001.0,2.9,3,3,1,0,2,0,51.9,0,2,0,2,0,3,3,0,1378,it ITA,MF,it Serie A,24-093,2001.0,2.9,150,2,11,48,94,15,150,18,9,50.0,6,33.3,88,565,320,13,11,3,11,4,103,20,1713,it ITA,MF,it Serie A,24-093,2001.0,9,264,29,14.7,2.9,3,63.0,0,6,13.0,10,1.78,1,2,-1,-0.34,-0.75,3.7,1.4,2.3,0.78,1378,it ITA,MF,it Serie A,24-093,2001.0,2.9,1,0,0,4,7,0,10,0,3,0,0,0,14,3,2,60.0,,,,,,,,,,,,,,,73.11,,,,,31.22,,,,,,,,,,,,,,,,,,,,,,,,,,36.42,,,,6.16,,,,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.2,0.17,4.43,4.09,6.82,2.73,0.68,25.91,2.39,1.02,0.0,0.34,3.41,1.02,0.0,1.02,0.68,0.0,0.34,51.14,3.07,30.0,3.75,1.36,1.36,0.0,0.0,4.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,0.0,0.0,-0.2,Atalanta,55.0,1.13,0.0,1.13,0.76,2001,daniel maldini
1379,Youssef Maleh,ma MAR,MF,Lecce,it Serie A,27.0,1998.0,7,4,369,4.1,0,0,0,0,0,0,2,0,0.5,0.5,0.1,0.6,0,11,14,0.0,0.16,1379,ma MAR,MF,it Serie A,27-143,1998.0,4.1,0,4,1,25.0,0.98,0.24,0.0,0.0,15.8,0,0,0,0.5,0.5,0.13,-0.5,-0.5,1379,ma MAR,MF,it Serie A,27-143,1998.0,4.1,92,137,67.2,1474,410,0,0.1,0.2,-0.1,3,9,3,2,11,1379,ma MAR,MF,it Serie A,27-143,1998.0,4.1,137,119,16,8,0,0,11,1,4,0,2,0,92,2,6,1379,ma MAR,MF,it Serie A,27-143,1998.0,4.1,9,2.2,7,2,0,0,0,0,0,0.0,1379,ma MAR,MF,it Serie A,27-143,1998.0,4.1,10,4,3,6,1,7,57.1,3,4,1,3,4,14,10,0,1379,ma MAR,MF,it Serie A,27-143,1998.0,4.1,187,13,43,87,58,4,187,7,5,71.4,2,28.6,79,302,118,0,3,0,9,3,98,14,1714,ma MAR,MF,it Serie A,27-143,1998.0,7,369,53,21.6,4.1,4,81.0,2,3,15.0,8,0.57,3,8,-5,-1.22,-0.62,2.1,6.8,-4.6,-1.13,1379,ma MAR,MF,it Serie A,27-143,1998.0,4.1,2,0,0,9,8,0,11,4,4,0,0,0,19,2,3,40.0,,,,,,,,,,,,,,,73.11,,,,,31.22,,,,,,,,,,,,,,,,,,,,,,,,,,36.42,,,,6.16,,,,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.12,0.02,0.0,2.68,3.41,0.98,0.24,22.44,2.2,0.73,0.49,0.0,2.68,2.44,0.98,2.44,0.98,0.0,0.0,45.61,1.22,19.27,2.2,0.73,2.2,0.0,0.0,4.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.0,-0.12,Lecce,42.2,2.11,0.85,2.11,0.85,1998,youssef maleh
1380,Donyell Malen,nl NED,FW,Aston Villa,eng Premier League,27.0,1999.0,21,5,656,7.3,4,1,5,4,0,0,0,0,4.0,4.0,0.4,4.5,13,14,35,0.69,0.62,1380,nl NED,FW,eng Premier League,27-003,1999.0,7.3,4,27,9,33.3,3.7,1.23,0.15,0.44,14.4,0,0,0,4.0,4.0,0.15,0.0,0.0,1380,nl NED,FW,eng Premier League,27-003,1999.0,7.3,75,103,72.8,1014,198,1,0.4,0.3,0.6,7,5,5,0,14,1380,nl NED,FW,eng Premier League,27-003,1999.0,7.3,103,90,11,0,1,0,7,0,3,0,0,0,75,2,5,1380,nl NED,FW,eng Premier League,27-003,1999.0,7.3,21,2.89,13,0,4,3,0,1,3,0.41,1380,nl NED,FW,eng Premier League,27-003,1999.0,7.3,4,3,1,2,1,4,50.0,2,4,0,4,0,4,5,0,1380,nl NED,FW,eng Premier League,27-003,1999.0,7.3,183,5,12,57,116,43,183,24,8,33.3,12,50.0,102,662,259,13,7,6,11,13,122,35,1715,nl NED,FW,eng Premier League,27-003,1999.0,21,656,31,34.7,7.3,5,71.0,0,16,19.0,0,2.05,11,10,1,0.14,-0.45,9.9,10.4,-0.5,-0.07,1380,nl NED,FW,eng Premier League,27-003,1999.0,7.3,0,0,0,2,6,1,7,0,3,0,0,0,10,3,7,30.0,,,,,,,,,,,,,,,65.16,,,,,22.98,,,,,,,,,,,,,,,,,,,,,,,,,,37.59,,,,6.36,,,,0.55,0.14,0.69,0.55,0.0,0.0,0.0,0.55,0.05,1.78,1.92,4.8,3.7,1.23,10.29,0.69,0.69,0.0,0.0,0.96,0.55,0.0,0.69,0.55,0.0,0.0,25.11,1.1,13.99,1.51,1.78,0.27,0.0,0.0,1.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,Aston Villa,53.7,0.59,0.0,0.75,0.59,1999,donyell malen
1400,Pablo Marí,es ESP,DF,Fiorentina,it Serie A,32.0,1993.0,11,9,808,9.0,0,0,0,0,0,0,3,0,0.0,0.0,0.1,0.1,0,21,1,0.0,0.01,1400,es ESP,DF,it Serie A,32-134,1993.0,9.0,0,2,0,0.0,0.22,0.0,0.0,,27.7,0,0,0,0.0,0.0,0.02,0.0,0.0,1400,es ESP,DF,it Serie A,32-134,1993.0,9.0,420,460,91.3,7646,2689,0,0.1,0.1,-0.1,2,17,2,0,21,1400,es ESP,DF,it Serie A,32-134,1993.0,9.0,460,423,36,15,0,0,0,4,0,0,0,0,420,1,2,1400,es ESP,DF,it Serie A,32-134,1993.0,9.0,5,0.56,5,0,0,0,0,0,0,0.0,1400,es ESP,DF,it Serie A,32-134,1993.0,9.0,12,8,8,4,0,10,70.0,3,12,7,5,22,34,48,0,1400,es ESP,DF,it Serie A,32-134,1993.0,9.0,561,86,303,246,13,3,561,1,0,0.0,1,100.0,293,1126,529,0,4,1,1,0,343,1,1744,es ESP,DF,it Serie A,32-134,1993.0,11,808,73,44.9,9.0,9,86.0,7,2,15.0,6,0.55,9,19,-10,-1.11,-1.11,12.6,14.5,-1.9,-0.21,1400,es ESP,DF,it Serie A,32-134,1993.0,9.0,3,0,0,17,8,0,0,22,8,0,0,0,28,18,16,52.9,,,,,,,,,,,,,,,73.11,,,,,31.22,,,,,,,,,,,,,,,,,,,,,,,,,,36.42,,,,6.16,,,,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.01,0.0,2.34,0.11,0.22,0.0,46.78,1.89,0.22,0.0,0.0,0.0,1.34,2.45,5.35,1.34,0.0,0.0,62.49,0.0,32.64,0.11,0.0,1.89,0.0,0.0,3.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,Fiorentina,51.8,1.39,2.54,5.55,1.39,1993,pablo mari
1408,João Mário Lopes,pt POR,DF,Juventus,it Serie A,26.0,2000.0,10,2,258,2.9,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.3,11,15,27,0.0,0.11,1408,pt POR,DF,it Serie A,26-009,2000.0,2.9,0,3,0,0.0,1.05,0.0,0.0,,15.6,0,0,0,0.1,0.1,0.05,-0.1,-0.1,1408,pt POR,DF,it Serie A,26-009,2000.0,2.9,103,135,76.3,1542,516,0,0.2,0.3,-0.2,3,10,3,2,15,1408,pt POR,DF,it Serie A,26-009,2000.0,2.9,135,111,23,3,0,1,5,20,0,0,0,0,103,1,7,1408,pt POR,DF,it Serie A,26-009,2000.0,2.9,12,4.19,7,0,3,0,2,0,1,0.35,1408,pt POR,DF,it Serie A,26-009,2000.0,2.9,4,3,2,2,0,2,50.0,1,3,2,1,3,7,4,0,1408,pt POR,DF,it Serie A,26-009,2000.0,2.9,169,7,44,66,64,14,169,13,5,38.5,7,53.8,99,713,443,11,12,4,5,0,106,27,1753,pt POR,DF,it Serie A,26-009,2000.0,10,258,26,15.1,2.9,2,72.0,0,8,14.0,9,2.0,6,2,4,1.4,0.96,3.7,2.6,1.1,0.4,1408,pt POR,DF,it Serie A,26-009,2000.0,2.9,1,0,0,5,10,0,5,3,3,0,1,0,12,2,1,66.7,,,,,,,,,,,,,,,73.11,,,,,31.22,,,,,,,,,,,,,,,,,,,,,,,,,,36.42,,,,6.16,,,,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.03,0.07,3.84,5.23,9.42,1.05,0.0,35.93,3.49,1.05,0.7,0.35,1.74,1.4,1.05,1.4,1.05,0.0,0.7,58.95,1.74,34.53,1.74,0.0,1.74,0.0,0.35,4.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,-0.03,Juventus,56.9,1.62,1.22,1.62,1.22,2000,joao mario lopes
1442,Rudy Matondo,fr FRA,MF,Auxerre,fr Ligue 1,17.0,2008.0,14,6,554,6.2,0,0,0,0,0,0,3,0,0.1,0.1,0.1,0.2,4,20,13,0.0,0.03,1442,fr FRA,MF,fr Ligue 1,17-305,2008.0,6.2,0,2,0,0.0,0.32,0.0,0.0,,16.1,0,0,0,0.1,0.1,0.05,-0.1,-0.1,1442,fr FRA,MF,fr Ligue 1,17-305,2008.0,6.2,195,224,87.1,3234,695,0,0.1,0.1,-0.1,1,17,1,1,20,1442,fr FRA,MF,fr Ligue 1,17-305,2008.0,6.2,224,219,4,1,0,0,5,3,0,0,0,0,195,1,3,1442,fr FRA,MF,fr Ligue 1,17-305,2008.0,6.2,7,1.14,7,0,0,0,0,0,0,0.0,1442,fr FRA,MF,fr Ligue 1,17-305,2008.0,6.2,10,8,4,2,4,11,27.3,8,5,2,3,7,17,7,0,1442,fr FRA,MF,fr Ligue 1,17-305,2008.0,6.2,276,9,62,166,50,9,276,6,4,66.7,1,16.7,145,616,229,4,2,1,9,4,187,13,1795,fr FRA,MF,fr Ligue 1,17-305,2008.0,14,554,40,36.2,6.2,6,74.0,3,8,14.0,3,0.57,4,7,-3,-0.49,0.43,7.5,8.0,-0.5,-0.07,1442,fr FRA,MF,fr Ligue 1,17-305,2008.0,6.2,3,0,0,11,8,1,5,7,8,0,0,0,24,3,10,23.1,,,,,,,,,,,,,,,69.57,,,,,27.02,,,,,,,,,,,,,,,,,,,,,,,,,,29.09,,,,6.37,,,,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.02,0.02,0.65,3.25,2.11,0.32,0.0,31.68,2.76,0.16,0.16,0.0,0.81,1.62,1.14,1.14,0.81,0.0,0.0,44.84,0.65,23.56,1.46,0.65,1.79,0.0,0.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.0,-0.02,AJ Auxerre,,0.0,0.0,0.0,0.0,2008,rudy matondo
1477,Kader Meïté,fr FRA,FW,Rennes,fr Ligue 1,18.0,2007.0,15,6,485,5.4,3,2,5,3,0,0,0,0,2.3,2.3,0.8,3.1,7,4,35,0.93,0.58,1477,fr FRA,FW,fr Ligue 1,18-093,2007.0,5.4,3,18,6,33.3,3.34,1.11,0.17,0.5,12.5,0,0,0,2.3,2.3,0.13,0.7,0.7,1477,fr FRA,FW,fr Ligue 1,18-093,2007.0,5.4,52,86,60.5,579,80,2,0.8,0.6,1.2,4,6,1,0,4,1477,fr FRA,FW,fr Ligue 1,18-093,2007.0,5.4,86,82,2,0,0,0,3,0,0,0,0,0,52,2,7,1477,fr FRA,FW,fr Ligue 1,18-093,2007.0,5.4,11,2.05,4,0,3,2,1,1,1,0.19,1477,fr FRA,FW,fr Ligue 1,18-093,2007.0,5.4,3,2,0,1,2,1,0.0,1,3,1,2,1,4,10,0,1477,fr FRA,FW,fr Ligue 1,18-093,2007.0,5.4,155,12,14,58,84,30,155,10,6,60.0,4,40.0,81,428,183,7,6,1,15,8,119,35,1837,fr FRA,FW,fr Ligue 1,18-093,2007.0,15,485,32,31.7,5.4,6,52.0,0,9,19.0,2,1.73,13,4,9,1.67,2.01,9.8,6.9,3.0,0.55,1477,fr FRA,FW,fr Ligue 1,18-093,2007.0,5.4,0,0,0,10,4,7,3,1,2,0,0,0,12,19,6,76.0,,,,,,,,,,,,,,,69.57,,,,,27.02,,,,,,,,,,,,,,,,,,,,,,,,,,29.09,,,,6.37,,,,0.56,0.37,0.93,0.56,0.0,0.0,0.0,0.43,0.15,1.3,0.74,6.49,3.34,1.11,9.65,1.11,0.19,0.0,0.0,0.56,0.56,0.19,1.86,0.56,0.0,0.19,28.76,1.11,15.03,2.78,1.48,1.86,0.0,0.0,2.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.53,0.0,0.0,0.13,Stade Rennais,,0.0,0.0,0.0,0.0,2007,kader meite
1482,Rodrigo Mendoza,es ESP,"MF,FW",Elche,es La Liga,20.0,2005.0,13,5,659,7.3,1,0,1,1,0,0,3,0,0.7,0.7,0.3,1.0,17,26,41,0.14,0.14,1482,es ESP,"MF,FW",es La Liga,20-303,2005.0,7.3,1,10,2,20.0,1.37,0.27,0.1,0.5,20.7,0,0,0,0.7,0.7,0.07,0.3,0.3,1482,es ESP,"MF,FW",es La Liga,20-303,2005.0,7.3,300,361,83.1,4689,1031,0,0.3,0.7,-0.3,9,29,10,3,26,1482,es ESP,"MF,FW",es La Liga,20-303,2005.0,7.3,361,335,25,11,3,2,13,3,4,0,0,0,300,1,6,1482,es ESP,"MF,FW",es La Liga,20-303,2005.0,7.3,18,2.46,15,2,0,1,0,0,1,0.14,1482,es ESP,"MF,FW",es La Liga,20-303,2005.0,7.3,9,6,3,5,1,6,33.3,4,4,0,4,3,12,1,0,1482,es ESP,"MF,FW",es La Liga,20-303,2005.0,7.3,445,7,51,232,169,17,445,23,12,52.2,11,47.8,269,1348,618,17,15,5,19,14,342,41,1842,es ESP,"MF,FW",es La Liga,20-303,2005.0,13,659,51,38.5,7.3,5,83.0,1,8,30.0,3,1.08,9,9,0,0.0,-0.09,7.6,9.3,-1.7,-0.23,1482,es ESP,"MF,FW",es La Liga,20-303,2005.0,7.3,3,0,0,14,12,1,13,3,6,0,0,0,34,2,15,11.8,,,,,,,,,,,,,,,69.16,,,,,24.94,,,,,,,,,,,,,,,,,,,,,,,,,,36.25,,,,5.5,,,,0.14,0.0,0.14,0.14,0.0,0.41,0.0,0.1,0.04,2.32,3.55,5.6,1.37,0.27,40.97,3.96,1.37,0.41,0.27,1.78,1.23,0.41,0.14,0.55,0.0,0.0,60.77,1.64,36.74,2.59,1.91,1.91,0.0,0.0,4.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.04,Elche CF,,0.0,0.0,0.0,0.0,2005,rodrigo mendoza
1533,Terem Moffi,ng NGA,FW,Nice,fr Ligue 1,26.0,1999.0,10,6,488,5.4,2,0,2,2,0,0,0,0,3.3,3.3,0.5,3.8,4,9,23,0.37,0.7,1533,ng NGA,FW,fr Ligue 1,26-232,1999.0,5.4,2,16,8,50.0,2.95,1.48,0.13,0.25,12.1,0,0,0,3.3,3.3,0.21,-1.3,-1.3,1533,ng NGA,FW,fr Ligue 1,26-232,1999.0,5.4,53,75,70.7,667,175,0,0.5,0.5,-0.5,5,5,2,0,9,1533,ng NGA,FW,fr Ligue 1,26-232,1999.0,5.4,75,66,8,0,0,0,0,0,0,0,0,0,53,1,3,1533,ng NGA,FW,fr Ligue 1,26-232,1999.0,5.4,11,2.02,8,0,1,2,0,0,0,0.0,1533,ng NGA,FW,fr Ligue 1,26-232,1999.0,5.4,1,1,0,0,1,4,25.0,3,3,0,3,0,1,1,0,1533,ng NGA,FW,fr Ligue 1,26-232,1999.0,5.4,127,1,6,52,71,27,127,10,3,30.0,6,60.0,71,407,162,4,4,2,15,7,93,23,1909,ng NGA,FW,fr Ligue 1,26-232,1999.0,10,488,49,31.9,5.4,6,68.0,1,4,21.0,0,0.8,6,11,-5,-0.92,-0.49,7.6,9.1,-1.4,-0.27,1533,ng NGA,FW,fr Ligue 1,26-232,1999.0,5.4,0,0,0,2,2,7,0,0,1,0,0,0,10,6,8,42.9,,,,,,,,,,,,,,,69.57,,,,,27.02,,,,,,,,,,,,,,,,,,,,,,,,,,29.09,,,,6.37,,,,0.37,0.0,0.37,0.37,0.0,0.0,0.0,0.61,0.09,0.74,1.66,4.24,2.95,1.48,9.77,0.92,0.37,0.0,0.0,0.0,0.18,0.0,0.18,0.55,0.0,0.0,23.42,0.55,13.09,2.77,1.29,0.37,0.0,0.0,1.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.11,0.0,0.0,-0.24,Nice,46.6,0.17,0.0,0.17,0.51,1999,terem moffi
1543,Álvaro Morata,es ESP,FW,Como,it Serie A,33.0,1992.0,13,8,635,7.1,0,1,1,0,0,1,1,0,3.5,2.7,0.7,3.3,5,14,42,0.14,0.59,1543,es ESP,FW,it Serie A,33-081,1992.0,7.1,0,14,4,28.6,1.98,0.57,0.0,0.0,13.9,0,0,1,3.5,2.7,0.19,-3.5,-2.7,1543,es ESP,FW,it Serie A,33-081,1992.0,7.1,136,180,75.6,1948,316,1,0.7,0.4,0.3,7,9,6,1,14,1543,es ESP,FW,it Serie A,33-081,1992.0,7.1,180,167,13,1,0,1,6,0,0,0,0,0,136,0,6,1543,es ESP,FW,it Serie A,33-081,1992.0,7.1,16,2.27,10,0,0,3,2,1,1,0.14,1543,es ESP,FW,it Serie A,33-081,1992.0,7.1,11,7,0,5,6,6,50.0,3,6,0,6,1,12,4,0,1543,es ESP,FW,it Serie A,33-081,1992.0,7.1,248,4,13,130,108,30,247,7,2,28.6,3,42.9,118,501,175,5,1,2,13,10,188,42,1927,es ESP,FW,it Serie A,33-081,1992.0,13,635,49,37.1,7.1,8,67.0,0,5,21.0,1,1.62,8,4,4,0.57,-0.27,8.9,6.8,2.1,0.3,1543,es ESP,FW,it Serie A,33-081,1992.0,7.1,1,0,0,13,20,3,6,1,7,1,0,0,14,12,13,48.0,,,,,,,,,,,,,,,73.11,,,,,31.22,,,,,,,,,,,,,,,,,,,,,,,,,,36.42,,,,6.16,,,,0.0,0.14,0.14,0.0,0.0,0.14,0.0,0.38,0.1,0.71,1.98,5.95,1.98,0.57,19.28,1.28,0.85,0.14,0.14,0.85,1.56,0.14,0.57,0.85,0.0,0.28,35.15,0.28,16.72,1.84,1.42,1.84,0.14,0.0,1.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.0,0.0,-0.5,Como,61.6,2.03,0.18,0.74,1.11,1992,alvaro morata
