id_season,team_id,season_name,country,championship_name,team_code,team_logo,attacking_overall__played,attacking_overall__goals,attacking_overall__xg,attacking_overall__goals_vs_xg,attacking_overall__shots,attacking_overall__sot,attacking_overall__conv_pct,attacking_overall__xg_per_shot,attacking_set_pieces__goals,attacking_set_pieces__shots,attacking_set_pieces__xg,attacking_set_pieces__goal_pct,attacking_set_pieces__shot_pct,attacking_set_pieces__xg_pct,attacking_misc__touches_in_box,attacking_misc__hit_post,attacking_misc__offsides,attacking_misc__penalties__total,attacking_misc__penalties__goals,attacking_misc__free_kicks__total,attacking_misc__free_kicks__goals,attacking_misc__headers__total,attacking_misc__headers__goals,attacking_misc__fast_breaks__total,attacking_misc__fast_breaks__goals,passing__avg_poss,passing__all_passes__pct,passing__final_third_passes__successful,passing__final_third_passes__pct,passing__pass_direction__fwd,passing__pass_direction__bwd,passing__pass_direction__left,passing__pass_direction__right,passing__crosses__total,passing__crosses__successful,passing__crosses__pct,passing__through_balls,pressing__pressed_seqs,pressing__ppda,pressing__start_distance_m,pressing__total,pressing__high_turnovers__shot_ending,pressing__high_turnovers__goal_ending,pressing__high_turnovers__pct_end_in_shot,sequences__ten_plus_passes,sequences__direct_speed,sequences__passes_per_seq,sequences__sequence_time,sequences__build_ups__total,sequences__build_ups__goals,sequences__direct_attacks__total,sequences__direct_attacks__goals,misc.__subs_used,misc.__subs_goals,misc.__errors_lead_to_shot,misc.__errors_lead_to_goal,misc.__fouled,misc.__yellows,misc.__reds,misc.__pens_won,misc.__fouls,misc.__opp_yellows,misc.__opp_reds,misc.__pens_conceded,defending_overall__goals,defending_overall__xg,defending_overall__goals_vs_xg,defending_overall__shots,defending_overall__sot,defending_overall__conv_pct,defending_overall__xg_per_shot,defending_overall__shots_in_box_pct,defending_overall__goals_in_box_pct,defending_set_pieces__goals,defending_set_pieces__shots,defending_set_pieces__xg,defending_set_pieces__goal_pct,defending_set_pieces__shot_pct,defending_set_pieces__xg_pct,defending_defensive_actions__avg_poss,defending_defensive_actions__tackles,defending_defensive_actions__interceptions,defending_defensive_actions__recoveries,defending_defensive_actions__blocks,defending_defensive_actions__clearances,defending_defensive_actions__ground_duels_won,defending_defensive_actions__aerial_duels_won,defending_misc__touches_in_box,defending_misc__hit_post,defending_misc__offsides,defending_misc__penalties__total,defending_misc__penalties__goals,defending_misc__free_kicks__total,defending_misc__free_kicks__goals,defending_misc__headers__total,defending_misc__headers__goals,defending_misc__fast_breaks__total,defending_misc__fast_breaks__goals,attacking_set_pieces__goals_vs_xg,attacking_set_pieces__sot,attacking_set_pieces__conv_pct,attacking_set_pieces__xg_per_shot
2,164,2025/26,Germany,Bundesliga,Leverkusen,https://omo.akamai.opta.net/image.php?secure=true&h=omo.akamai.opta.net&sport=football&entity=team&description=badges&dimensions=150&id=7ad69ngbpjuyzv96drf8d9sn2,34,2.0,1.93,0.07,15.18,5.18,13.18,0.13,0.47,3.82,0.35,23.53,25.19,17.98,27.74,0.44,1.26,0.24,0.21,0.62,0.09,2.41,0.38,1.56,0.38,59.2,88.2,127.0,79.3,27.5,17.6,27.7,27.3,12.82,2.68,20.9,1.94,10.15,13.2,41.7,7.06,1.21,0.32,17.08,19.71,1.6,4.91,12.85,4.26,0.24,1.74,0.18,4.53,0.21,0.91,0.21,10.53,1.94,0.06,0.24,8.21,2.35,0.15,0.21,1.38,1.36,0.02,12.79,5.0,10.8,0.11,65.06,80.85,0.38,3.5,0.28,27.66,27.36,20.56,59.2,14,7,50,3,21,51.5,53.2,23.35,0.32,1.03,0.21,0.21,0.32,0.03,2.26,0.26,1.35,0.21,,,,
2,157,2025/26,Germany,Bundesliga,Dortmund,https://omo.akamai.opta.net/image.php?secure=true&h=omo.akamai.opta.net&sport=football&entity=team&description=badges&dimensions=150&id=dt4pinj0vw0t0cvz7za6mhmzy,34,2.06,1.88,0.18,13.06,4.79,15.77,0.14,0.56,3.79,0.44,27.14,29.05,23.65,27.47,0.29,1.18,0.26,0.18,0.26,0.0,3.03,0.44,1.06,0.24,53.2,84.3,110.29,73.1,30.9,15.0,26.1,28.1,13.82,3.09,22.3,1.47,12.5,12.4,43.9,8.29,1.41,0.12,17.02,13.0,1.88,3.84,9.87,2.47,0.09,1.38,0.15,4.68,0.5,0.79,0.12,9.62,1.85,0.06,0.26,11.21,1.47,0.09,0.15,1.0,1.17,-0.17,10.65,3.53,9.39,0.11,68.23,91.18,0.21,3.26,0.35,20.59,30.66,30.36,53.2,14,8,50,3,24,48.5,52.5,19.68,0.21,2.41,0.15,0.15,0.18,0.0,2.09,0.15,0.85,0.0,,,,
2,169,2025/26,Germany,Bundesliga,Stuttgart,https://omo.akamai.opta.net/image.php?secure=true&h=omo.akamai.opta.net&sport=football&entity=team&description=badges&dimensions=150&id=3dwlvz6cl4lcavvrg0y2dycrt,34,2.09,1.77,0.32,15.21,6.09,13.73,0.12,0.24,3.56,0.3,11.27,23.4,16.77,28.32,0.15,2.03,0.21,0.15,0.32,0.0,2.5,0.18,0.97,0.15,57.8,84.1,109.06,73.4,31.3,15.7,27.1,25.9,15.06,4.03,26.8,1.88,12.44,11.8,43.1,7.15,1.47,0.18,20.58,12.5,1.77,3.89,10.26,2.62,0.09,1.85,0.24,4.79,0.5,0.79,0.21,11.79,1.85,0.06,0.21,9.18,1.5,0.09,0.29,1.44,1.51,-0.07,12.68,4.76,11.37,0.12,70.53,93.88,0.15,3.5,0.24,10.2,27.61,16.02,57.8,14,8,48,4,26,54.5,54.3,24.47,0.29,1.68,0.29,0.26,0.24,0.0,2.21,0.09,1.44,0.32,,,,
2,1902,2025/26,Germany,Bundesliga,Hoffenheim,https://omo.akamai.opta.net/image.php?secure=true&h=omo.akamai.opta.net&sport=football&entity=team&description=badges&dimensions=150&id=4l9mrqzmajz5crzlz50mtbt6x,34,1.91,1.66,0.26,14.12,5.18,13.54,0.12,0.38,4.82,0.44,20.0,34.17,26.59,27.97,0.5,1.74,0.18,0.18,0.44,0.06,2.88,0.38,1.38,0.18,55.2,80.8,93.35,66.6,35.5,15.8,24.5,24.2,14.71,3.97,27.0,1.5,14.35,9.6,43.9,8.26,1.35,0.15,16.37,10.09,1.91,3.42,8.4,2.21,0.18,1.53,0.09,4.47,0.21,0.56,0.18,8.56,2.09,0.09,0.18,13.38,1.62,0.12,0.21,1.53,1.5,0.03,12.24,4.44,12.5,0.12,68.27,88.46,0.47,4.09,0.4,30.77,33.41,26.68,55.2,16,8,51,4,31,46.2,53.3,22.74,0.15,1.85,0.21,0.15,0.29,0.0,2.29,0.18,1.35,0.24,,,,
2,810,2025/26,Germany,Bundesliga,Mainz 05,https://omo.akamai.opta.net/image.php?secure=true&h=omo.akamai.opta.net&sport=football&entity=team&description=badges&dimensions=150&id=1c7qokc1j5z50cjj4tcu32haa,34,1.29,1.62,-0.32,12.09,4.18,10.71,0.13,0.29,4.53,0.44,22.73,37.47,26.97,26.41,0.59,2.32,0.26,0.24,0.18,0.0,2.97,0.24,0.79,0.15,44.0,75.6,76.53,62.5,40.6,14.7,21.4,23.3,14.62,3.41,23.3,0.97,12.03,14.3,41.7,7.59,0.97,0.15,12.79,5.53,1.96,2.77,7.2,0.85,0.06,1.47,0.06,4.44,0.12,0.59,0.18,9.59,2.0,0.15,0.26,10.56,1.94,0.03,0.06,1.56,1.68,-0.12,14.12,5.06,11.04,0.12,70.83,86.79,0.32,4.26,0.4,20.75,30.21,24.01,44.0,15,10,48,4,31,49.4,48.7,26.38,0.35,1.41,0.06,0.06,0.32,0.03,2.53,0.35,1.32,0.21,,,,
2,387,2025/26,Germany,Bundesliga,Köln,https://omo.akamai.opta.net/image.php?secure=true&h=omo.akamai.opta.net&sport=football&entity=team&description=badges&dimensions=150&id=8q1ul09cygzswb7tb456bmifv,34,1.44,1.55,-0.11,13.44,4.68,10.72,0.12,0.24,4.12,0.34,16.33,30.63,21.74,24.71,0.29,1.76,0.09,0.09,0.29,0.03,2.32,0.24,1.59,0.29,47.0,81.0,72.74,66.1,34.5,15.2,25.6,24.7,13.26,3.41,25.7,1.41,10.21,15.8,41.3,5.71,0.97,0.09,17.01,9.44,1.81,3.31,9.09,1.97,0.06,2.03,0.15,4.97,0.38,0.53,0.12,9.76,1.82,0.09,0.09,8.0,2.06,0.15,0.21,1.85,1.64,0.21,13.62,4.68,13.61,0.12,69.33,85.71,0.62,4.47,0.4,33.33,32.83,24.5,47.0,14,8,43,4,30,50.7,51.6,26.0,0.18,2.12,0.21,0.15,0.26,0.09,2.65,0.35,0.91,0.15,,,,
2,160,2025/26,Germany,Bundesliga,Freiburg,https://omo.akamai.opta.net/image.php?secure=true&h=omo.akamai.opta.net&sport=football&entity=team&description=badges&dimensions=150&id=6k5zscdm9ufw0tguvzyjlp5hq,34,1.5,1.45,0.05,12.26,4.21,12.23,0.12,0.5,4.74,0.49,33.33,38.61,33.95,22.29,0.29,1.97,0.18,0.15,0.32,0.03,2.68,0.21,0.59,0.06,48.1,81.3,68.62,65.9,33.7,15.7,26.1,24.5,11.59,3.03,26.1,0.76,9.65,13.4,40.7,5.5,0.91,0.12,16.58,9.06,1.81,3.25,9.18,2.03,0.06,0.91,0.06,4.59,0.29,0.94,0.29,11.62,1.44,0.09,0.18,8.68,2.06,0.09,0.03,1.68,1.44,0.24,13.85,4.62,12.1,0.1,64.12,80.7,0.56,3.82,0.36,33.33,27.6,24.84,48.1,14,9,44,5,28,52.4,49.2,24.26,0.18,1.5,0.03,0.0,0.38,0.06,2.38,0.35,1.06,0.24,,,,
2,172,2025/26,Germany,Bundesliga,Wolfsburg,https://omo.akamai.opta.net/image.php?secure=true&h=omo.akamai.opta.net&sport=football&entity=team&description=badges&dimensions=150&id=a8l3w3n0j99qjlsxj3jnmgkz1,34,1.32,1.41,-0.09,11.91,4.21,11.11,0.12,0.26,2.97,0.31,20.0,24.94,21.65,19.12,0.44,1.18,0.15,0.12,0.35,0.03,2.26,0.32,1.03,0.12,45.2,78.8,67.71,63.6,36.0,14.5,24.3,25.2,9.62,2.35,24.5,1.41,10.29,13.9,41.4,6.18,1.06,0.21,17.14,8.38,1.89,3.3,8.27,1.47,0.09,1.32,0.09,4.53,0.15,0.41,0.12,8.56,1.88,0.09,0.15,10.68,1.56,0.03,0.41,2.03,1.82,0.21,15.41,5.59,13.17,0.12,67.75,84.06,0.44,4.91,0.42,21.74,31.87,23.39,45.2,16,9,44,5,36,48.2,47.8,31.97,0.38,2.12,0.41,0.26,0.29,0.03,3.0,0.29,0.79,0.03,,,,
2,2891,2025/26,Germany,Bundesliga,Heidenheim,https://omo.akamai.opta.net/image.php?secure=true&h=omo.akamai.opta.net&sport=football&entity=team&description=badges&dimensions=150&id=3xcg7xikgrn2x8oa65sopb2is,34,1.21,1.41,-0.2,11.41,3.62,10.57,0.12,0.41,4.29,0.44,34.15,37.63,31.35,19.53,0.24,1.88,0.06,0.06,0.26,0.03,2.18,0.18,0.94,0.21,42.2,76.9,57.24,57.9,36.8,14.5,24.4,24.4,12.18,2.74,22.5,0.76,9.82,16.3,39.0,5.82,0.82,0.12,14.14,6.06,1.99,2.86,7.62,0.88,0.06,1.06,0.12,4.91,0.35,0.82,0.26,10.03,1.41,0.03,0.06,9.26,1.94,0.06,0.18,2.12,1.89,0.23,15.29,5.68,13.85,0.12,66.35,86.11,0.35,3.85,0.38,16.67,25.19,20.05,42.2,15,9,48,4,33,49.7,49.0,29.29,0.32,1.06,0.18,0.15,0.24,0.03,2.32,0.35,1.12,0.29,,,,
2,1772,2025/26,Germany,Bundesliga,Augsburg,https://omo.akamai.opta.net/image.php?secure=true&h=omo.akamai.opta.net&sport=football&entity=team&description=badges&dimensions=150&id=ex3psl8e3ajeypwjy4xfltpx6,34,1.32,1.38,-0.06,13.18,4.62,10.04,0.1,0.29,3.53,0.29,22.22,26.79,20.69,22.74,0.44,2.12,0.18,0.12,0.32,0.0,2.15,0.21,1.38,0.12,44.0,78.8,73.29,65.9,37.2,15.1,23.9,23.8,13.68,3.12,22.8,0.76,11.56,15.3,41.6,7.18,1.12,0.03,15.57,5.97,1.94,3.01,7.79,1.24,0.0,1.76,0.15,4.71,0.24,0.68,0.29,10.91,2.35,0.03,0.18,10.41,1.76,0.09,0.21,1.79,1.88,-0.09,14.79,5.0,12.13,0.13,69.38,85.25,0.35,4.5,0.39,19.67,30.42,21.01,44.0,16,9,48,5,29,50.7,45.5,28.74,0.32,1.71,0.21,0.18,0.44,0.03,2.76,0.26,1.41,0.29,,,,
2,159,2025/26,Germany,Bundesliga,Frankfurt,https://omo.akamai.opta.net/image.php?secure=true&h=omo.akamai.opta.net&sport=football&entity=team&description=badges&dimensions=150&id=c5hderjlkcoaze51e5wgvptk,34,1.79,1.36,0.43,12.03,4.62,14.91,0.11,0.29,3.29,0.25,16.39,27.38,18.55,24.12,0.35,1.29,0.18,0.18,0.29,0.0,1.94,0.21,0.82,0.15,55.0,84.0,86.35,69.7,31.4,15.7,25.7,27.2,10.79,2.18,20.2,1.32,11.06,12.0,41.5,6.24,0.79,0.18,12.74,12.06,1.71,3.95,10.54,2.29,0.03,1.29,0.09,4.74,0.41,0.97,0.35,9.29,1.59,0.12,0.18,9.94,1.91,0.06,0.09,1.91,1.5,0.41,12.56,4.88,15.22,0.12,70.02,81.54,0.35,3.35,0.31,18.46,26.7,20.58,55.0,16,9,45,3,26,49.4,45.0,23.03,0.41,2.5,0.09,0.09,0.38,0.09,2.35,0.32,1.32,0.29,,,,
2,816,2025/26,Germany,Bundesliga,Union Berlin,https://omo.akamai.opta.net/image.php?secure=true&h=omo.akamai.opta.net&sport=football&entity=team&description=badges&dimensions=150&id=a8d2gb2nag8fy0itbuxmcibh2,34,1.29,1.35,-0.05,12.47,3.91,10.38,0.11,0.5,5.74,0.49,38.64,45.99,36.65,22.88,0.32,1.62,0.15,0.09,0.32,0.0,3.56,0.26,1.0,0.18,40.3,72.5,59.09,55.9,42.1,14.5,21.7,21.7,13.26,3.44,25.9,0.74,11.44,16.1,41.0,5.88,0.82,0.0,14.0,4.06,1.93,2.59,6.53,0.56,0.03,1.03,0.15,4.71,0.29,0.56,0.15,9.59,2.06,0.09,0.15,11.88,1.79,0.12,0.18,1.71,1.54,0.16,12.94,4.41,13.18,0.12,65.23,82.76,0.24,4.09,0.28,13.79,31.59,18.44,40.3,15,9,47,4,32,46.7,51.9,23.12,0.29,1.32,0.18,0.18,0.38,0.0,2.35,0.18,1.06,0.21,,,,
2,683,2025/26,Germany,Bundesliga,M'gladbach,https://omo.akamai.opta.net/image.php?secure=true&h=omo.akamai.opta.net&sport=football&entity=team&description=badges&dimensions=150&id=go76xxm0xyfgqt1h6tcrtimm,34,1.24,1.26,-0.03,11.62,4.15,10.63,0.11,0.29,3.47,0.32,23.81,29.87,25.09,21.15,0.32,1.88,0.21,0.12,0.12,0.03,2.03,0.21,0.71,0.18,46.7,82.3,67.09,68.0,34.4,15.2,24.8,25.6,11.29,2.38,21.1,1.26,8.97,16.0,39.3,5.26,0.82,0.03,15.64,10.5,1.78,3.58,9.49,2.06,0.12,1.47,0.06,4.56,0.32,0.56,0.09,10.47,1.76,0.09,0.21,10.24,2.21,0.06,0.15,1.56,1.55,0.0,14.21,5.56,10.97,0.11,62.53,94.34,0.29,3.79,0.3,18.87,26.71,19.06,46.7,17,9,49,4,31,49.8,51.7,26.91,0.32,1.85,0.15,0.15,0.24,0.0,2.38,0.18,1.0,0.09,,,,
2,171,2025/26,Germany,Bundesliga,Bremen,https://omo.akamai.opta.net/image.php?secure=true&h=omo.akamai.opta.net&sport=football&entity=team&description=badges&dimensions=150&id=cu0eztmjcsbydyp53aleznorw,34,1.09,1.23,-0.14,13.09,4.15,8.31,0.09,0.21,3.24,0.19,18.92,24.72,15.76,23.35,0.26,1.76,0.12,0.09,0.38,0.0,1.62,0.18,1.56,0.12,51.2,82.3,88.26,69.6,32.2,15.1,25.6,27.1,13.41,3.18,23.7,1.53,11.38,13.5,40.9,6.91,1.0,0.09,14.47,10.44,1.77,3.67,9.44,1.59,0.09,1.76,0.12,4.21,0.26,0.82,0.24,8.94,2.06,0.15,0.12,9.5,1.41,0.15,0.18,1.76,1.65,0.11,13.79,5.18,12.79,0.12,66.1,86.67,0.35,4.0,0.38,20.0,29.0,22.95,51.2,17,9,49,4,28,50.3,52.0,25.79,0.26,1.35,0.18,0.18,0.62,0.0,2.26,0.26,1.18,0.12,,,,
2,161,2025/26,Germany,Bundesliga,Hamburg,https://omo.akamai.opta.net/image.php?secure=true&h=omo.akamai.opta.net&sport=football&entity=team&description=badges&dimensions=150&id=75xi6hloabmnjn2kzgj1g8h1s,34,1.18,1.23,-0.05,12.29,4.56,9.57,0.1,0.21,3.09,0.23,17.5,25.12,19.01,19.85,0.47,1.74,0.18,0.12,0.41,0.06,2.24,0.09,1.5,0.29,45.4,80.8,54.91,63.0,34.9,15.4,24.9,24.8,11.38,2.53,22.2,1.26,7.71,15.9,39.3,4.53,0.85,0.09,18.83,7.79,1.88,3.21,8.96,1.09,0.06,1.65,0.21,4.91,0.18,0.91,0.24,12.24,2.0,0.24,0.18,11.24,2.35,0.09,0.32,1.59,1.81,-0.23,14.53,5.09,10.93,0.13,66.19,88.89,0.32,4.88,0.41,20.37,33.6,22.69,45.4,15,9,44,4,32,51.5,51.7,28.0,0.24,1.41,0.32,0.18,0.53,0.03,3.09,0.21,0.79,0.03,,,,
2,680,2025/26,Germany,Bundesliga,St. Pauli,https://omo.akamai.opta.net/image.php?secure=true&h=omo.akamai.opta.net&sport=football&entity=team&description=badges&dimensions=150&id=85jtaw5dcxxx1yp8te6axh3p8,34,0.85,0.92,-0.07,10.26,3.35,8.31,0.09,0.32,3.21,0.21,37.93,31.23,22.57,16.94,0.21,1.94,0.15,0.12,0.24,0.03,1.41,0.21,0.88,0.03,44.3,78.0,75.5,62.0,38.2,14.7,22.7,24.4,11.76,2.06,17.5,1.24,10.85,19.2,41.5,5.85,0.79,0.06,13.57,6.68,1.89,3.2,7.34,1.15,0.06,1.26,0.09,3.91,0.18,0.88,0.29,8.71,1.53,0.06,0.15,9.18,1.65,0.06,0.18,1.76,1.68,0.09,12.38,5.41,14.25,0.14,72.21,88.33,0.47,3.71,0.38,26.67,29.93,22.77,44.3,17,9,49,3,28,52.2,43.2,23.97,0.32,2.18,0.18,0.09,0.32,0.03,2.18,0.38,1.03,0.21,,,,
3,178,2025/26,Spain,LaLiga,Barcelona,https://omo.akamai.opta.net/image.php?secure=true&h=omo.akamai.opta.net&sport=football&entity=team&description=badges&dimensions=150&id=agh9ifb2mw3ivjusgedj7c3fe,37,2.54,2.31,0.23,18.41,6.84,13.8,0.13,0.41,4.11,0.3,15.96,22.32,13.08,35.76,0.78,2.22,0.27,0.19,0.73,0.05,1.89,0.3,1.0,0.3,68.6,90.0,155.43,81.6,25.8,15.0,29.2,30.0,10.19,2.35,23.1,3.24,12.46,8.7,44.0,7.84,1.38,0.27,17.59,22.14,1.69,5.17,14.19,6.16,0.27,1.7,0.24,4.84,0.49,0.54,0.03,11.41,1.54,0.05,0.27,9.19,2.35,0.22,0.14,0.89,1.19,-0.3,8.84,3.41,10.09,0.13,78.29,93.94,0.22,2.41,0.23,24.24,27.22,19.62,68.6,16,7,47,2,19,53.3,57.9,18.19,0.08,4.41,0.14,0.11,0.19,0.0,1.32,0.05,1.19,0.14,,,,
3,186,2025/26,Spain,LaLiga,Real Madrid,https://omo.akamai.opta.net/image.php?secure=true&h=omo.akamai.opta.net&sport=football&entity=team&description=badges&dimensions=150&id=3kq9cckrnlogidldtdie2fkbl,37,1.97,2.06,-0.08,17.62,6.62,11.2,0.12,0.35,4.68,0.4,17.81,26.53,19.33,35.46,0.43,1.92,0.38,0.32,0.51,0.0,2.24,0.22,1.24,0.22,59.0,89.6,153.05,82.1,27.8,14.7,29.1,28.4,9.68,1.84,19.0,2.59,11.0,11.5,43.4,7.46,1.76,0.3,23.55,18.84,1.75,4.88,13.48,4.41,0.3,2.76,0.19,4.49,0.14,0.73,0.14,13.57,1.78,0.19,0.38,9.54,2.14,0.27,0.11,0.89,1.09,-0.2,10.84,3.24,8.23,0.1,62.59,75.76,0.14,2.51,0.21,15.15,23.19,19.14,59.0,16,7,47,3,17,54.1,57.1,18.43,0.27,0.89,0.11,0.11,0.3,0.05,1.51,0.11,0.68,0.05,,,,
3,175,2025/26,Spain,LaLiga,Atlético,https://omo.akamai.opta.net/image.php?secure=true&h=omo.akamai.opta.net&sport=football&entity=team&description=badges&dimensions=150&id=4ku8o6uf87yd8iecdalipo6wd,37,1.65,1.56,0.09,13.22,5.11,12.47,0.12,0.3,3.49,0.28,18.03,26.38,18.02,27.76,0.41,2.11,0.11,0.08,0.27,0.05,2.76,0.3,0.89,0.22,53.4,85.5,107.24,75.7,30.3,15.7,27.1,27.0,14.68,3.46,23.6,2.7,11.14,12.2,42.2,6.92,0.81,0.14,11.72,13.0,1.69,4.15,10.97,3.27,0.16,1.11,0.11,4.84,0.49,0.59,0.11,9.24,2.05,0.14,0.11,10.49,2.03,0.05,0.14,1.05,1.26,-0.2,11.54,3.62,9.13,0.11,61.12,82.05,0.24,3.54,0.3,23.08,30.68,23.99,53.4,17,8,48,3,22,48.8,53.9,19.62,0.24,1.59,0.14,0.11,0.41,0.0,2.22,0.19,0.68,0.16,,,,
3,449,2025/26,Spain,LaLiga,Villarreal,https://omo.akamai.opta.net/image.php?secure=true&h=omo.akamai.opta.net&sport=football&entity=team&description=badges&dimensions=150&id=74mcjsm72vr3l9pw2i4qfjchj,37,1.81,1.53,0.28,11.92,4.43,15.19,0.13,0.19,2.73,0.21,10.45,22.9,13.7,24.84,0.3,1.84,0.16,0.16,0.14,0.0,1.16,0.14,1.49,0.35,44.5,83.0,76.81,71.1,31.7,13.4,27.7,27.3,8.86,1.95,21.9,2.08,9.68,14.9,39.1,5.76,0.62,0.08,10.8,9.11,2.0,3.46,9.2,1.97,0.11,2.35,0.3,4.84,0.22,1.11,0.32,11.7,2.08,0.08,0.16,11.46,2.03,0.08,0.22,1.22,1.22,0.0,12.89,3.86,9.43,0.09,60.59,84.44,0.14,3.27,0.22,11.11,25.37,18.33,44.5,17,9,47,4,27,48.9,47.7,24.68,0.11,1.24,0.22,0.19,0.54,0.03,2.22,0.22,0.57,0.08,,,,
3,185,2025/26,Spain,LaLiga,Betis,https://omo.akamai.opta.net/image.php?secure=true&h=omo.akamai.opta.net&sport=football&entity=team&description=badges&dimensions=150&id=ah8dala7suqqkj04n2l8xz4zd,37,1.54,1.46,0.08,14.11,4.73,10.92,0.1,0.22,3.19,0.25,14.04,22.61,16.8,22.97,0.46,1.68,0.08,0.08,0.41,0.03,1.76,0.19,1.95,0.22,49.8,84.8,93.86,74.0,31.6,15.1,26.6,26.7,10.73,2.27,21.2,1.73,10.22,13.6,42.1,7.19,1.54,0.19,21.43,11.57,2.0,3.78,10.15,2.14,0.05,2.14,0.19,4.3,0.19,0.51,0.16,12.43,1.92,0.05,0.08,9.73,2.43,0.11,0.19,1.27,1.2,0.07,12.27,4.43,10.35,0.1,61.67,74.47,0.27,3.38,0.24,21.28,27.53,19.73,49.8,17,9,49,3,28,51.5,49.5,21.11,0.0,3.16,0.19,0.11,0.41,0.03,1.78,0.16,0.54,0.05,,,,
3,188,2025/26,Spain,LaLiga,Real Sociedad,https://omo.akamai.opta.net/image.php?secure=true&h=omo.akamai.opta.net&sport=football&entity=team&description=badges&dimensions=150&id=63f5h8t5e9qm1fqmvfkb23ghh,37,1.57,1.43,0.13,12.43,4.62,12.61,0.12,0.24,4.0,0.33,15.52,32.17,22.7,21.81,0.27,2.38,0.24,0.22,0.24,0.03,2.14,0.22,0.86,0.19,51.3,83.2,83.46,70.1,34.4,15.7,24.9,25.0,12.05,2.49,20.6,2.05,11.27,10.4,42.9,6.65,1.3,0.11,19.51,10.35,1.92,3.56,9.48,1.3,0.08,1.19,0.11,4.92,0.3,0.68,0.16,11.49,2.3,0.11,0.24,13.57,2.35,0.16,0.14,1.62,1.5,0.13,13.84,4.35,11.72,0.11,64.06,88.33,0.46,3.3,0.28,28.33,23.83,18.94,51.3,18,8,46,4,25,49.5,51.7,24.16,0.27,1.68,0.14,0.14,0.24,0.0,2.43,0.35,1.16,0.16,,,,
3,184,2025/26,Spain,LaLiga,Rayo,https://omo.akamai.opta.net/image.php?secure=true&h=omo.akamai.opta.net&sport=football&entity=team&description=badges&dimensions=150&id=3budh3j9xivsid3ptm8ptpy4k,37,1.05,1.4,-0.35,13.95,4.78,7.56,0.1,0.19,3.92,0.26,17.95,28.1,18.61,20.0,0.3,2.05,0.14,0.08,0.65,0.0,2.11,0.16,1.19,0.11,53.5,82.2,76.65,67.8,33.9,16.2,24.6,25.3,15.27,3.05,20.0,1.24,10.54,10.0,41.5,6.41,1.05,0.05,16.46,8.16,1.83,3.28,8.79,1.22,0.03,1.76,0.03,4.95,0.27,0.62,0.05,10.38,2.54,0.24,0.14,12.65,2.14,0.14,0.22,1.16,1.29,-0.13,12.05,4.0,9.64,0.11,65.02,88.37,0.27,4.03,0.28,23.26,33.41,21.85,53.5,18,8,51,4,26,49.5,45.4,23.46,0.24,0.86,0.22,0.16,0.43,0.0,1.92,0.16,0.84,0.16,,,,
3,855,2025/26,Spain,LaLiga,Levante,https://omo.akamai.opta.net/image.php?secure=true&h=omo.akamai.opta.net&sport=football&entity=team&description=badges&dimensions=150&id=4grc9qgcvusllap8h5j6gc5h5,37,1.24,1.36,-0.11,12.46,3.78,9.98,0.11,0.43,4.24,0.36,34.78,34.06,26.45,20.57,0.41,1.57,0.16,0.05,0.49,0.03,2.59,0.32,1.05,0.11,43.0,79.2,59.7,61.3,36.1,15.6,23.4,24.9,12.24,3.27,26.7,1.32,10.46,13.6,40.6,6.11,1.08,0.14,17.7,6.22,1.92,2.92,7.8,0.95,0.05,1.24,0.11,4.97,0.24,0.49,0.08,12.27,2.22,0.14,0.16,11.89,2.08,0.22,0.11,1.59,1.6,-0.0,15.27,5.08,10.44,0.1,65.13,77.97,0.32,4.35,0.29,20.34,28.5,18.14,43.0,16,9,45,4,27,49.2,50.5,26.7,0.35,1.7,0.11,0.08,0.14,0.0,2.84,0.22,0.92,0.24,,,,
3,174,2025/26,Spain,LaLiga,Athletic,https://omo.akamai.opta.net/image.php?secure=true&h=omo.akamai.opta.net&sport=football&entity=team&description=badges&dimensions=150&id=3czravw89omgc9o4s0w3l1bg5,37,1.11,1.35,-0.24,13.89,4.59,7.98,0.1,0.16,3.73,0.28,14.63,26.85,21.04,26.11,0.32,1.35,0.16,0.14,0.05,0.0,2.49,0.11,0.46,0.08,49.2,80.5,91.68,67.3,34.8,14.6,25.5,25.0,18.59,3.57,19.2,1.54,14.86,11.1,45.1,9.81,1.65,0.08,16.8,7.32,2.04,3.09,8.15,1.54,0.05,1.11,0.14,4.97,0.19,0.73,0.16,10.41,1.97,0.19,0.16,12.89,1.97,0.11,0.16,1.46,1.09,0.37,9.3,4.14,15.7,0.12,64.24,79.63,0.24,2.32,0.15,16.67,25.0,13.61,49.2,15,9,53,2,21,45.7,49.6,15.92,0.11,3.24,0.16,0.08,0.19,0.05,1.35,0.14,1.03,0.19,,,,
