id_season,team_id,season_name,country,championship_name,team_code,team_logo,attacking_overall__played,attacking_overall__goals,attacking_overall__xg,attacking_overall__goals_vs_xg,attacking_overall__shots,attacking_overall__sot,attacking_overall__conv_pct,attacking_overall__xg_per_shot,attacking_set_pieces__goals,attacking_set_pieces__shots,attacking_set_pieces__xg,attacking_set_pieces__goal_pct,attacking_set_pieces__shot_pct,attacking_set_pieces__xg_pct,attacking_misc__touches_in_box,attacking_misc__hit_post,attacking_misc__offsides,attacking_misc__penalties__total,attacking_misc__penalties__goals,attacking_misc__free_kicks__total,attacking_misc__free_kicks__goals,attacking_misc__headers__total,attacking_misc__headers__goals,attacking_misc__fast_breaks__total,attacking_misc__fast_breaks__goals,passing__avg_poss,passing__all_passes__pct,passing__final_third_passes__successful,passing__final_third_passes__pct,passing__pass_direction__fwd,passing__pass_direction__bwd,passing__pass_direction__left,passing__pass_direction__right,passing__crosses__total,passing__crosses__successful,passing__crosses__pct,passing__through_balls,pressing__pressed_seqs,pressing__ppda,pressing__start_distance_m,pressing__total,pressing__high_turnovers__shot_ending,pressing__high_turnovers__goal_ending,pressing__high_turnovers__pct_end_in_shot,sequences__ten_plus_passes,sequences__direct_speed,sequences__passes_per_seq,sequences__sequence_time,sequences__build_ups__total,sequences__build_ups__goals,sequences__direct_attacks__total,sequences__direct_attacks__goals,misc.__subs_used,misc.__subs_goals,misc.__errors_lead_to_shot,misc.__errors_lead_to_goal,misc.__fouled,misc.__yellows,misc.__reds,misc.__pens_won,misc.__fouls,misc.__opp_yellows,misc.__opp_reds,misc.__pens_conceded,defending_overall__goals,defending_overall__xg,defending_overall__goals_vs_xg,defending_overall__shots,defending_overall__sot,defending_overall__conv_pct,defending_overall__xg_per_shot,defending_overall__shots_in_box_pct,defending_overall__goals_in_box_pct,defending_set_pieces__goals,defending_set_pieces__shots,defending_set_pieces__xg,defending_set_pieces__goal_pct,defending_set_pieces__shot_pct,defending_set_pieces__xg_pct,defending_defensive_actions__avg_poss,defending_defensive_actions__tackles,defending_defensive_actions__interceptions,defending_defensive_actions__recoveries,defending_defensive_actions__blocks,defending_defensive_actions__clearances,defending_defensive_actions__ground_duels_won,defending_defensive_actions__aerial_duels_won,defending_misc__touches_in_box,defending_misc__hit_post,defending_misc__offsides,defending_misc__penalties__total,defending_misc__penalties__goals,defending_misc__free_kicks__total,defending_misc__free_kicks__goals,defending_misc__headers__total,defending_misc__headers__goals,defending_misc__fast_breaks__total,defending_misc__fast_breaks__goals,attacking_set_pieces__goals_vs_xg,attacking_set_pieces__sot,attacking_set_pieces__conv_pct,attacking_set_pieces__xg_per_shot
4,17,2025/26,England,Premier League,Nottm Forest,https://omo.akamai.opta.net/image.php?secure=true&h=omo.akamai.opta.net&sport=football&entity=team&description=badges&dimensions=150&id=1qtaiy11gswx327s0vkibf70n,37,1.27,1.2,0.07,12.46,4.08,10.2,0.1,0.27,3.35,0.24,21.28,26.9,19.66,22.16,0.16,1.57,0.08,0.08,0.32,0.0,2.38,0.27,0.92,0.11,46.8,82.2,88.81,72.8,35.2,17.2,23.4,24.1,16.68,3.43,20.6,1.11,10.0,14.0,41.5,6.03,0.92,0.08,15.25,8.68,1.81,3.33,8.85,2.08,0.11,1.35,0.11,4.05,0.11,0.97,0.24,11.24,1.59,0.03,0.08,10.16,1.76,0.03,0.16,1.35,1.52,-0.17,13.22,4.3,10.22,0.12,67.08,76.0,0.35,4.38,0.41,26.0,33.13,26.78,46.8,17,8,47,5,26,50.9,46.9,26.3,0.32,0.92,0.16,0.14,0.32,0.03,2.65,0.16,0.92,0.14,,,,
4,21,2025/26,England,Premier League,West Ham,https://omo.akamai.opta.net/image.php?secure=true&h=omo.akamai.opta.net&sport=football&entity=team&description=badges&dimensions=150&id=4txjdaqveermfryvbfrr4taf7,37,1.16,1.18,-0.01,10.49,3.59,11.08,0.11,0.32,3.14,0.35,27.91,29.9,29.86,20.11,0.24,1.78,0.08,0.08,0.14,0.0,2.16,0.27,1.14,0.16,42.5,78.9,65.57,64.3,36.4,15.7,24.3,23.6,10.92,2.3,21.0,1.3,9.49,14.4,40.6,6.08,1.03,0.11,16.89,7.32,1.83,3.14,8.23,1.16,0.03,1.51,0.03,3.57,0.22,0.68,0.22,10.03,1.84,0.08,0.08,10.59,1.95,0.0,0.19,1.76,1.57,0.19,14.95,5.19,11.75,0.1,68.9,87.69,0.46,4.89,0.43,26.15,32.73,27.32,42.5,18,9,45,5,29,51.4,48.7,29.54,0.27,1.14,0.19,0.16,0.38,0.0,3.59,0.43,0.84,0.05,,,,
4,6,2025/26,England,Premier League,Spurs,https://omo.akamai.opta.net/image.php?secure=true&h=omo.akamai.opta.net&sport=football&entity=team&description=badges&dimensions=150&id=22doj4sgsocqpxw45h607udje,37,1.27,1.05,0.22,11.24,3.89,11.3,0.09,0.49,4.19,0.37,38.3,37.26,35.53,24.16,0.27,1.57,0.0,0.0,0.32,0.0,2.41,0.35,0.41,0.05,50.4,81.6,76.78,69.2,33.6,15.8,24.0,26.6,14.65,3.27,22.3,0.76,11.19,10.8,41.7,6.57,0.81,0.11,12.35,8.65,1.78,3.21,8.94,1.65,0.03,1.41,0.03,4.32,0.14,1.24,0.38,9.73,2.59,0.11,0.0,11.76,1.84,0.03,0.08,1.54,1.4,0.14,12.35,4.08,12.47,0.11,67.4,77.19,0.27,4.03,0.43,17.54,32.6,30.59,50.4,20,8,49,4,26,50.3,46.9,24.49,0.16,1.81,0.08,0.08,0.41,0.03,2.43,0.16,0.57,0.03,,,,
4,56,2025/26,England,Premier League,Sunderland,https://omo.akamai.opta.net/image.php?secure=true&h=omo.akamai.opta.net&sport=football&entity=team&description=badges&dimensions=150&id=1r3545b2dzan8yqa80gtmcjch,37,1.08,1.0,0.08,10.14,3.35,10.67,0.1,0.24,3.86,0.31,22.5,38.13,30.97,19.7,0.3,1.43,0.14,0.11,0.19,0.0,1.78,0.19,0.54,0.08,44.9,79.3,68.03,63.7,37.3,16.4,23.5,22.8,11.65,2.03,17.4,1.32,10.95,13.3,40.8,6.49,1.08,0.14,16.67,7.19,1.77,3.08,8.37,1.08,0.05,0.73,0.05,3.62,0.22,1.0,0.24,10.73,2.08,0.08,0.14,10.22,1.86,0.03,0.08,1.27,1.45,-0.18,14.38,4.49,8.83,0.1,64.66,80.85,0.38,4.32,0.32,29.79,30.08,22.33,44.9,15,8,45,5,31,50.6,49.4,28.92,0.38,1.16,0.08,0.05,0.41,0.0,2.57,0.3,0.92,0.19,,,,
4,39,2025/26,England,Premier League,Wolves,https://omo.akamai.opta.net/image.php?secure=true&h=omo.akamai.opta.net&sport=football&entity=team&description=badges&dimensions=150&id=b9si1jn1lfxfund69e9ogcu2n,37,0.7,0.9,-0.2,9.57,3.22,7.34,0.09,0.19,3.43,0.3,26.92,35.88,32.76,19.73,0.35,1.35,0.11,0.05,0.51,0.0,2.51,0.14,0.46,0.08,43.1,79.6,58.86,63.8,35.0,16.7,24.4,23.9,13.86,3.76,27.1,0.81,9.11,13.3,39.8,5.51,0.68,0.08,12.26,6.7,1.81,3.08,8.24,0.92,0.0,0.86,0.03,4.11,0.16,1.11,0.41,10.65,2.03,0.08,0.11,12.76,1.62,0.08,0.14,1.81,1.58,0.23,13.86,4.62,13.06,0.11,66.86,82.09,0.3,4.38,0.46,16.42,31.58,29.09,43.1,19,9,46,4,29,50.1,47.3,27.86,0.38,1.38,0.14,0.14,0.43,0.03,2.57,0.32,0.97,0.16,,,,
4,90,2025/26,England,Premier League,Burnley,https://omo.akamai.opta.net/image.php?secure=true&h=omo.akamai.opta.net&sport=football&entity=team&description=badges&dimensions=150&id=64bxxwu2mv2qqlv0monbkj1om,37,1.0,0.85,0.15,9.16,2.97,10.91,0.09,0.19,3.41,0.29,18.92,37.17,34.59,16.68,0.24,1.54,0.05,0.05,0.38,0.0,1.54,0.16,0.59,0.03,41.6,78.8,64.22,64.1,34.6,15.5,25.4,24.5,9.41,1.92,20.4,0.97,9.92,14.3,40.0,5.57,0.86,0.11,15.53,7.57,1.78,3.18,8.01,1.05,0.14,1.27,0.03,4.54,0.22,0.86,0.3,8.73,1.68,0.08,0.05,9.97,1.16,0.03,0.19,2.0,1.98,0.02,16.76,5.73,11.94,0.12,66.61,86.49,0.38,4.46,0.48,18.92,26.61,24.05,41.6,17,9,45,5,31,47.7,45.8,33.59,0.41,1.41,0.19,0.16,0.32,0.0,3.11,0.41,0.92,0.19,,,,
5,127,2025/26,Italy,Serie A,Inter,https://omo.akamai.opta.net/image.php?secure=true&h=omo.akamai.opta.net&sport=football&entity=team&description=badges&dimensions=150&id=3vo5mpj7catp66nrwwqiuhuup,37,2.32,1.9,0.43,17.27,6.05,13.46,0.11,0.57,4.76,0.45,24.42,27.54,23.58,34.32,0.54,1.65,0.16,0.14,0.32,0.0,3.81,0.51,1.05,0.11,59.8,87.7,130.89,79.2,27.8,14.4,29.3,28.6,16.81,4.27,25.4,0.92,12.62,10.7,44.3,7.38,1.46,0.19,19.78,16.84,1.81,4.52,12.13,4.41,0.22,1.84,0.11,4.92,0.35,0.51,0.05,10.35,1.68,0.0,0.16,12.16,1.62,0.11,0.11,0.86,0.91,-0.04,9.08,2.92,9.52,0.1,60.71,87.5,0.14,2.11,0.18,15.63,23.21,19.9,59.8,15,6,45,3,18,50.8,55.7,15.22,0.16,1.54,0.11,0.11,0.24,0.0,1.54,0.08,0.92,0.19,,,,
5,128,2025/26,Italy,Serie A,Juventus,https://omo.akamai.opta.net/image.php?secure=true&h=omo.akamai.opta.net&sport=football&entity=team&description=badges&dimensions=150&id=bqbbqm98ud8obe45ds9ohgyrd,37,1.59,1.81,-0.22,16.81,6.03,9.49,0.11,0.43,4.19,0.4,27.12,24.92,22.24,34.46,0.59,1.76,0.14,0.05,0.41,0.03,3.0,0.35,1.11,0.22,57.6,86.6,126.65,78.3,29.4,15.3,27.0,28.3,15.32,3.49,22.8,1.89,12.51,12.1,43.4,7.81,1.65,0.05,21.11,14.78,1.77,4.2,11.53,3.7,0.08,1.81,0.08,4.86,0.3,0.92,0.3,9.59,1.3,0.05,0.14,11.43,2.05,0.08,0.08,0.86,0.87,-0.01,10.16,2.76,8.51,0.09,59.31,75.0,0.11,3.11,0.22,12.5,30.59,25.21,57.6,16,7,49,3,17,52.0,51.0,17.22,0.27,0.59,0.08,0.03,0.41,0.0,1.65,0.08,1.0,0.11,,,,
5,1065,2025/26,Italy,Serie A,Como,https://omo.akamai.opta.net/image.php?secure=true&h=omo.akamai.opta.net&sport=football&entity=team&description=badges&dimensions=150&id=6uzfw7ahyxg4wrrfxo5u7qt0n,37,1.65,1.61,0.04,14.43,5.08,11.42,0.11,0.27,3.68,0.36,16.39,25.47,22.53,25.81,0.32,1.08,0.19,0.11,0.46,0.03,2.73,0.27,1.08,0.22,61.4,87.4,97.68,75.1,28.5,14.5,28.2,28.8,12.0,2.84,23.6,1.81,11.76,9.1,42.5,7.14,1.3,0.24,18.18,14.78,1.74,4.22,11.57,3.16,0.22,1.68,0.19,4.95,0.24,0.59,0.16,11.78,2.08,0.08,0.19,12.81,2.11,0.08,0.14,0.76,0.89,-0.13,9.05,3.16,8.36,0.1,64.78,78.57,0.16,2.95,0.22,21.43,32.54,24.41,61.4,17,7,46,3,19,48.6,55.4,17.03,0.08,2.65,0.14,0.11,0.32,0.0,1.51,0.11,0.81,0.14,,,,
5,120,2025/26,Italy,Serie A,Milan,https://omo.akamai.opta.net/image.php?secure=true&h=omo.akamai.opta.net&sport=football&entity=team&description=badges&dimensions=150&id=9dntj5dioj5ex52yrgwzxrq9l,37,1.41,1.59,-0.18,13.16,4.41,10.68,0.12,0.3,3.24,0.29,21.15,24.64,18.22,26.05,0.46,1.84,0.24,0.19,0.24,0.0,2.51,0.19,1.03,0.16,52.0,87.3,96.16,76.5,29.0,14.7,28.2,28.2,12.03,3.3,27.4,1.65,10.14,15.0,40.7,6.05,0.95,0.05,15.63,13.89,1.74,4.36,12.32,3.03,0.14,1.73,0.14,4.16,0.19,0.78,0.03,11.22,1.57,0.08,0.24,9.46,2.08,0.0,0.22,0.89,1.12,-0.23,11.16,3.51,7.99,0.1,61.02,93.94,0.19,2.73,0.29,21.21,24.46,25.62,52.0,14,6,43,3,21,52.1,51.2,20.08,0.16,1.19,0.22,0.14,0.24,0.0,2.03,0.16,0.76,0.05,,,,
5,456,2025/26,Italy,Serie A,Atalanta,https://omo.akamai.opta.net/image.php?secure=true&h=omo.akamai.opta.net&sport=football&entity=team&description=badges&dimensions=150&id=e75syeuawg3ql8nwpi3vr2btz,37,1.35,1.53,-0.18,14.62,4.57,9.24,0.1,0.27,4.0,0.34,20.0,27.36,22.23,28.14,0.43,1.97,0.08,0.08,0.22,0.0,2.7,0.19,1.32,0.11,55.0,84.6,108.46,75.5,31.5,13.8,27.6,27.1,13.03,3.24,24.9,1.03,11.0,12.0,41.4,6.19,1.0,0.05,16.16,12.43,1.77,3.91,10.75,2.86,0.05,1.95,0.03,4.76,0.27,0.46,0.16,9.57,1.51,0.05,0.08,10.92,1.43,0.05,0.11,0.95,1.14,-0.19,11.78,4.0,8.03,0.1,63.3,82.86,0.32,3.68,0.34,34.29,31.19,30.24,55.0,16,8,49,3,21,50.0,48.5,20.73,0.19,1.43,0.11,0.05,0.27,0.0,2.38,0.16,0.81,0.11,,,,
5,125,2025/26,Italy,Serie A,Fiorentina,https://omo.akamai.opta.net/image.php?secure=true&h=omo.akamai.opta.net&sport=football&entity=team&description=badges&dimensions=150&id=4raiad4l2j5lkfaz92pk4osb,37,1.08,1.41,-0.33,12.92,3.43,8.37,0.11,0.14,3.57,0.34,12.5,27.62,24.13,21.68,0.38,1.62,0.16,0.16,0.54,0.03,2.38,0.11,0.84,0.11,51.3,84.4,74.65,70.9,30.7,14.3,27.0,28.1,14.05,2.84,20.2,1.3,9.46,13.2,40.4,5.08,0.89,0.08,17.55,9.59,1.79,3.68,10.13,2.08,0.08,1.24,0.11,4.59,0.11,0.59,0.16,15.03,2.16,0.08,0.16,11.84,2.08,0.11,0.16,1.32,1.31,0.02,13.32,4.62,9.94,0.1,67.95,79.59,0.41,4.11,0.38,30.61,30.83,29.05,51.3,12,7,43,4,22,51.5,45.5,23.81,0.16,0.84,0.16,0.14,0.32,0.0,3.05,0.35,1.05,0.08,,,,
5,121,2025/26,Italy,Serie A,Roma,https://omo.akamai.opta.net/image.php?secure=true&h=omo.akamai.opta.net&sport=football&entity=team&description=badges&dimensions=150&id=2tk2l9sgktwc9jhzqdd4mpdtb,37,1.54,1.39,0.15,13.08,4.62,11.78,0.11,0.38,4.11,0.33,24.56,31.4,23.64,26.89,0.3,1.7,0.16,0.14,0.43,0.0,2.68,0.32,0.95,0.16,56.0,83.7,106.86,73.8,32.3,13.9,26.3,27.5,12.78,2.57,20.1,1.41,12.57,10.3,43.6,7.14,1.03,0.11,14.39,11.54,1.82,3.79,9.74,2.22,0.11,1.11,0.03,4.68,0.22,0.57,0.08,13.41,1.76,0.08,0.16,13.24,2.05,0.11,0.03,0.84,1.04,-0.2,9.78,3.65,8.56,0.11,59.67,74.19,0.32,2.97,0.33,38.71,30.39,31.96,56.0,15,9,49,3,21,47.1,51.3,17.05,0.35,1.62,0.03,0.03,0.3,0.03,1.24,0.08,1.14,0.11,,,,
5,459,2025/26,Italy,Serie A,Napoli,https://omo.akamai.opta.net/image.php?secure=true&h=omo.akamai.opta.net&sport=football&entity=team&description=badges&dimensions=150&id=gi0l1habji5hpgar77dl5jqe,37,1.54,1.34,0.2,13.19,4.68,11.68,0.1,0.32,3.19,0.32,21.05,24.18,23.66,24.7,0.46,1.41,0.14,0.11,0.35,0.03,2.27,0.27,0.7,0.08,58.7,87.0,102.38,74.6,28.4,15.0,28.3,28.3,13.54,2.78,20.6,1.51,11.22,13.3,43.1,5.68,0.95,0.03,16.67,16.11,1.56,4.59,12.37,3.14,0.16,1.35,0.08,4.35,0.11,0.59,0.11,11.49,1.27,0.05,0.14,10.7,1.65,0.11,0.27,0.97,1.03,-0.06,10.24,3.03,9.5,0.1,56.99,94.44,0.16,2.65,0.2,16.67,25.86,19.04,58.7,12,6,46,3,17,49.0,52.0,15.46,0.16,1.0,0.27,0.19,0.27,0.0,1.86,0.14,1.11,0.08,,,,
5,135,2025/26,Italy,Serie A,Torino,https://omo.akamai.opta.net/image.php?secure=true&h=omo.akamai.opta.net&sport=football&entity=team&description=badges&dimensions=150&id=7gnly6999wao1xarwct4p8fe9,37,1.14,1.21,-0.08,11.81,3.95,9.61,0.1,0.16,2.92,0.24,14.29,24.71,19.6,19.92,0.22,1.7,0.19,0.14,0.24,0.0,2.49,0.24,1.35,0.24,44.2,80.0,64.14,65.3,35.1,14.5,24.7,25.7,13.03,2.84,21.8,0.62,9.7,14.0,41.2,5.62,0.92,0.08,16.35,7.19,1.81,3.24,8.73,1.08,0.05,1.3,0.11,4.92,0.19,0.68,0.35,9.92,1.92,0.03,0.19,13.27,1.41,0.0,0.11,1.65,1.42,0.23,13.78,4.54,11.96,0.1,64.71,81.97,0.3,4.16,0.35,18.03,30.2,24.8,44.2,16,8,43,4,27,48.7,49.0,23.46,0.11,1.22,0.11,0.11,0.46,0.0,3.05,0.3,0.97,0.16,,,,
5,990,2025/26,Italy,Serie A,Genoa,https://omo.akamai.opta.net/image.php?secure=true&h=omo.akamai.opta.net&sport=football&entity=team&description=badges&dimensions=150&id=4kumqzwifv478caxed8zywlh3,37,1.11,1.21,-0.1,11.54,3.84,9.6,0.1,0.43,4.32,0.34,39.02,37.47,28.16,17.95,0.19,1.3,0.24,0.14,0.65,0.05,2.3,0.11,0.38,0.0,48.2,80.4,59.19,64.4,34.3,13.9,25.8,26.0,11.11,2.35,21.2,0.68,10.24,11.1,43.4,6.86,1.11,0.05,16.14,7.19,1.77,3.11,8.67,0.97,0.0,0.62,0.03,4.54,0.24,0.43,0.22,14.22,1.65,0.08,0.24,11.84,2.32,0.16,0.19,1.35,1.28,0.08,12.89,4.27,10.48,0.1,68.34,88.0,0.41,4.24,0.32,30.0,32.91,24.7,48.2,17,7,42,4,26,52.6,47.6,23.35,0.19,1.51,0.19,0.19,0.3,0.0,2.78,0.32,0.73,0.03,,,,
5,123,2025/26,Italy,Serie A,Bologna,https://omo.akamai.opta.net/image.php?secure=true&h=omo.akamai.opta.net&sport=football&entity=team&description=badges&dimensions=150&id=ej5er0oyngdw138yuumwqbyqt,37,1.24,1.18,0.07,12.95,3.84,9.6,0.09,0.22,3.81,0.29,17.39,29.44,24.61,21.89,0.49,1.92,0.19,0.14,0.32,0.03,2.16,0.08,0.92,0.05,55.3,83.0,79.43,70.5,32.8,15.9,26.1,25.1,13.92,3.51,25.2,0.81,10.05,11.3,42.6,6.0,0.97,0.16,16.22,9.38,1.62,3.53,10.12,2.03,0.14,1.49,0.08,4.95,0.22,0.76,0.19,13.95,1.7,0.16,0.19,12.43,1.84,0.14,0.11,1.16,1.19,-0.02,10.22,3.68,11.38,0.12,67.46,81.4,0.24,3.05,0.29,20.93,29.89,24.34,55.3,14,7,45,3,22,51.5,50.2,18.41,0.35,2.43,0.11,0.11,0.41,0.03,1.92,0.16,0.78,0.19,,,,
5,2182,2025/26,Italy,Serie A,Sassuolo,https://omo.akamai.opta.net/image.php?secure=true&h=omo.akamai.opta.net&sport=football&entity=team&description=badges&dimensions=150&id=6tuibxq39fdryu8ou06wcm0q3,37,1.24,1.16,0.08,10.78,3.81,11.53,0.11,0.35,2.81,0.29,28.26,26.07,25.39,19.54,0.3,1.73,0.11,0.05,0.49,0.03,1.65,0.11,1.05,0.22,46.1,83.0,72.35,68.7,32.7,15.1,26.4,25.8,8.03,2.19,27.3,1.3,9.51,15.3,38.8,5.14,0.95,0.11,18.42,9.3,1.87,3.55,9.96,1.68,0.14,1.97,0.16,4.76,0.14,0.73,0.16,12.22,2.16,0.11,0.11,11.14,1.86,0.08,0.16,1.32,1.49,-0.16,14.38,5.0,9.21,0.1,63.72,85.71,0.27,2.95,0.21,20.41,20.49,13.78,46.1,14,8,45,4,26,48.9,47.4,25.38,0.14,1.41,0.16,0.14,0.43,0.03,2.46,0.32,1.11,0.11,,,,
5,129,2025/26,Italy,Serie A,Lazio,https://omo.akamai.opta.net/image.php?secure=true&h=omo.akamai.opta.net&sport=football&entity=team&description=badges&dimensions=150&id=btcy9nra9ak4m22ovr2ia6m5v,37,1.05,1.14,-0.09,10.86,3.95,9.7,0.1,0.11,2.81,0.23,10.26,25.87,20.08,19.14,0.38,0.95,0.14,0.11,0.32,0.0,1.59,0.08,0.68,0.11,50.4,86.5,80.03,73.4,33.3,17.0,24.9,24.8,8.76,1.78,20.4,1.05,8.22,16.7,41.6,5.11,0.7,0.11,13.76,13.81,1.62,4.4,11.32,2.57,0.05,1.11,0.08,4.68,0.22,0.92,0.14,13.89,2.0,0.24,0.14,9.95,2.41,0.11,0.14,1.05,1.25,-0.19,13.46,4.27,7.83,0.09,63.65,87.18,0.27,3.49,0.27,25.64,25.9,21.45,50.4,13,8,42,4,20,51.4,51.4,21.89,0.24,1.49,0.14,0.08,0.38,0.03,2.38,0.22,0.59,0.0,,,,
5,136,2025/26,Italy,Serie A,Udinese,https://omo.akamai.opta.net/image.php?secure=true&h=omo.akamai.opta.net&sport=football&entity=team&description=badges&dimensions=150&id=dxq76zcvnokq07cszdx0i6kve,37,1.22,1.12,0.09,11.59,3.86,10.49,0.1,0.3,3.57,0.23,24.44,30.77,20.33,20.57,0.32,1.46,0.14,0.14,0.46,0.03,1.89,0.24,1.19,0.16,46.0,81.2,64.86,67.6,34.6,14.5,25.9,25.0,10.19,1.81,17.8,0.46,9.41,12.2,41.9,5.73,0.95,0.03,16.51,7.19,1.75,3.11,9.18,1.0,0.05,1.35,0.08,4.86,0.08,0.76,0.24,10.92,1.84,0.03,0.14,12.54,1.76,0.03,0.19,1.27,1.39,-0.11,13.19,3.84,9.63,0.1,63.32,85.11,0.27,3.92,0.25,21.28,29.71,18.0,46.0,15,8,43,4,28,48.6,53.1,22.65,0.38,1.86,0.19,0.16,0.49,0.08,2.32,0.22,0.68,0.08,,,,
5,2170,2025/26,Italy,Serie A,Pisa,https://omo.akamai.opta.net/image.php?secure=true&h=omo.akamai.opta.net&sport=football&entity=team&description=badges&dimensions=150&id=bfztlrr6176xsdt2bmp0u1d2d,37,0.68,1.03,-0.35,9.62,2.81,7.02,0.11,0.22,3.54,0.22,32.0,36.8,21.61,18.19,0.32,1.68,0.19,0.16,0.11,0.0,2.7,0.11,0.81,0.05,39.9,76.7,51.51,60.9,39.4,13.7,23.8,23.0,12.57,2.92,23.2,0.73,10.7,14.3,40.4,5.81,0.78,0.08,13.49,4.49,1.98,2.75,7.36,0.59,0.0,1.11,0.03,4.81,0.14,0.65,0.16,11.0,2.03,0.14,0.19,12.54,1.49,0.05,0.16,1.86,1.57,0.29,14.41,4.59,12.95,0.11,66.98,84.06,0.32,4.62,0.35,17.39,32.08,22.44,39.9,16,9,45,4,27,48.7,53.8,27.43,0.35,1.3,0.16,0.14,0.41,0.03,2.46,0.24,1.16,0.3,,,,
5,124,2025/26,Italy,Serie A,Cagliari,https://omo.akamai.opta.net/image.php?secure=true&h=omo.akamai.opta.net&sport=football&entity=team&description=badges&dimensions=150&id=5rwlg5cfv1hu7yf0ek1zxpzy3,37,1.03,0.96,0.06,10.54,3.3,9.74,0.09,0.27,3.43,0.32,26.32,32.56,33.46,16.05,0.22,1.65,0.05,0.05,0.41,0.0,2.03,0.3,0.89,0.16,45.4,81.1,52.03,63.2,34.8,13.1,24.9,27.3,9.81,2.19,22.3,0.86,7.76,15.8,38.3,3.92,0.59,0.05,15.17,6.7,1.87,3.27,8.39,1.05,0.08,1.54,0.16,4.62,0.27,0.73,0.16,14.14,2.03,0.05,0.05,13.24,1.54,0.11,0.05,1.41,1.39,0.01,12.84,4.68,10.95,0.11,66.53,84.62,0.43,4.46,0.44,30.77,34.74,31.86,45.4,16,9,43,4,25,51.4,45.9,24.41,0.19,1.3,0.05,0.05,0.49,0.05,2.51,0.14,0.78,0.16,,,,
5,126,2025/26,Italy,Serie A,Verona,https://omo.akamai.opta.net/image.php?secure=true&h=omo.akamai.opta.net&sport=football&entity=team&description=badges&dimensions=150&id=ap6blbxhq9elm62vw6tutzlwg,37,0.68,0.94,-0.27,11.19,3.73,6.04,0.08,0.16,3.24,0.19,24.0,28.99,20.26,16.81,0.27,1.7,0.08,0.08,0.32,0.0,1.81,0.03,1.27,0.22,40.4,75.3,59.03,60.5,40.1,14.3,23.2,22.4,11.0,2.38,21.6,0.84,10.54,12.9,41.3,5.27,0.95,0.05,17.95,4.41,1.92,2.71,7.07,0.46,0.0,1.81,0.16,4.59,0.05,0.46,0.22,8.86,2.22,0.11,0.08,15.08,1.54,0.03,0.11,1.59,1.3,0.29,13.35,4.14,11.94,0.1,58.7,77.97,0.49,4.86,0.37,30.51,36.44,28.58,40.4,19,10,47,5,29,48.7,47.0,22.3,0.3,1.32,0.11,0.05,0.65,0.03,2.7,0.32,1.27,0.22,,,,
5,2174,2025/26,Italy,Serie A,Cremonese,https://omo.akamai.opta.net/image.php?secure=true&h=omo.akamai.opta.net&sport=football&entity=team&description=badges&dimensions=150&id=af91jdcs6x0bqkmdb78rokod2,37,0.84,0.93,-0.1,9.19,3.35,9.12,0.1,0.22,3.19,0.24,25.81,34.71,25.95,13.92,0.19,1.62,0.08,0.08,0.16,0.0,2.05,0.16,0.81,0.11,46.8,79.3,55.19,61.6,36.3,15.2,23.9,24.7,13.35,2.38,17.8,0.68,9.0,14.6,39.2,4.62,0.84,0.05,18.13,7.24,1.75,3.27,8.6,0.81,0.0,1.27,0.05,4.76,0.16,0.68,0.3,12.22,1.86,0.08,0.08,12.81,1.38,0.11,0.14,1.43,1.49,-0.06,15.62,5.14,9.17,0.1,65.4,83.02,0.22,4.41,0.32,15.09,28.2,21.2,46.8,14,7,41,4,28,49.5,49.1,26.68,0.22,1.97,0.14,0.08,0.41,0.0,2.89,0.27,1.11,0.19,,,,
5,131,2025/26,Italy,Serie A,Parma,https://omo.akamai.opta.net/image.php?secure=true&h=omo.akamai.opta.net&sport=football&entity=team&description=badges&dimensions=150&id=5aosfavi55p40c65lkriqnqnl,37,0.73,0.84,-0.11,10.57,2.73,6.91,0.08,0.22,4.35,0.33,29.63,41.18,38.98,15.38,0.27,1.32,0.05,0.05,0.35,0.0,2.0,0.22,0.51,0.03,43.8,80.6,59.76,63.7,34.5,13.6,25.4,26.5,11.32,2.0,17.7,0.41,9.0,14.3,38.9,4.54,0.78,0.11,17.26,7.49,1.85,3.18,8.72,1.22,0.0,0.86,0.03,4.43,0.14,0.57,0.16,12.7,1.54,0.14,0.05,10.19,1.78,0.22,0.16,1.24,1.51,-0.26,14.38,4.41,8.65,0.1,65.23,78.26,0.24,3.62,0.32,19.57,25.19,21.42,43.8,14,7,41,4,25,49.9,50.1,29.51,0.41,2.11,0.16,0.14,0.35,0.0,3.27,0.11,0.89,0.14,,,,
